question_id,perturbation_id,prompt,correct_answer,distractor,correct
31,102,"Can you determine which word, ""useless"" or ""surround"", rhymes with ""sound""?",surround,useless,0.0
31,108,"I'm searching for a word that rhymes with ""sound"". Is it ""useless"" or ""surround""?",surround,useless,0.0
31,112,"I'm trying to find out which of ""useless"" and ""surround"" rhymes with ""sound"". Can you help me?",surround,useless,0.25
31,115,"Can you identify which of these words, ""surround"" or ""useless"", rhymes with ""sound""?",surround,useless,0.5
31,129,"Does ""useless"" or ""surround"" rhyme with ""sound""? Choose the rhyming word.",surround,useless,0.0
31,135,"Which of the words ""useless"" and ""surround"" rhymes with ""sound""?",surround,useless,0.0
31,136,"Does the word ""sound"" rhyme with ""useless"" or ""surround""?",surround,useless,0.0
31,137,"Out of ""surround"" and ""useless"", which one rhymes with ""sound""?",surround,useless,0.0
31,152,"Please determine which of the words ""surround"" and ""useless"" is a rhyme of ""sound"".",surround,useless,0.3
31,159,"Which of the words, ""surround"" or ""useless"", is a rhyme for ""sound""?",surround,useless,0.05
31,179,"Please generate a sentence that determines which word, either ""useless"" or ""surround"", rhymes with the given word ""sound"".
Output sentence:",surround,useless,0.0
31,198,"Given a query word ""sound"" and two candidate words ""useless"" and ""surround"", determine which of the two candidate words rhymes with the query word. Please provide the rhyming word as the output.
Query word: ""sound""
Word 1: ""useless""
Word 2: ""surround""
Output word:",surround,useless,0.0
31,206,"Given a query word and two candidate words, determine which of the candidate words rhymes with the query word.
Query word: ""sound""
Candidate words: [""useless"", ""surround""]
Output word:",surround,useless,0.35
31,233,"Given a word ""sound"" and two options ""surround"" and ""useless"", determine which of the two options rhymes with the specified word.
query: ""sound""
word1: ""surround""
word2: ""useless""
Output:",surround,useless,0.0
31,238,"Given a word ""sound"", identify which of the two words ""useless"" and ""surround"" rhymes with it.
Query: ""sound""
Word1: ""useless""
Word2: ""surround""
The word that rhymes with ""sound"" is:",surround,useless,0.15
33,5,"Can you tell me which of these words, ""mango"" or ""persuade"", rhymes with ""grade""?",persuade,mango,0.0
33,6,"Which word is a rhyme for ""grade"": ""mango"" or ""persuade""?",persuade,mango,0.0
33,24,"Which of the two words, ""persuade"" and ""mango"", has a rhyme with the word ""grade""?",persuade,mango,0.0
33,38,"What word rhymes with ""grade"" - ""mango"" or ""persuade""?",persuade,mango,0.3
33,57,"Tell me, which of these words rhymes with ""grade"": ""mango"" or ""persuade""?",persuade,mango,0.0
33,73,"Please tell me, does ""mango"" or ""persuade"" rhyme with ""grade""?",persuade,mango,0.0
33,78,"Out of the words ""persuade"" and ""mango"", which one rhymes with ""grade""?",persuade,mango,0.0
33,83,"Please identify the word that rhymes with ""grade"", is it ""mango"" or ""persuade""?",persuade,mango,0.1
33,101,"Which of the two words, ""mango"" and ""persuade"", sounds like ""grade""?",persuade,mango,0.0
33,104,"Please tell me, which of the words ""persuade"" and ""mango"" rhymes with the word ""grade""?",persuade,mango,0.15
33,108,"I'm searching for a word that rhymes with ""grade"". Is it ""mango"" or ""persuade""?",persuade,mango,0.0
33,123,"Which of these words rhymes with ""grade"": ""mango"" or ""persuade""?",persuade,mango,0.0
33,127,"Is ""mango"" or ""persuade"" a rhyme for ""grade""?",persuade,mango,0.0
33,128,"Which of these two words, ""mango"" or ""persuade"", rhymes with ""grade""?",persuade,mango,0.0
33,167,"Which of these two words is a rhyme for ""grade"": ""mango"" or ""persuade""?",persuade,mango,0.0
33,179,"Please generate a sentence that determines which word, either ""persuade"" or ""mango"", rhymes with the given word ""grade"".
Output sentence:",persuade,mango,0.7
33,188,"Given a query word and two candidate words, identify which of the two candidate words rhymes with the query word. The rhyme should be based on the last syllable of the words. 
Query word: ""grade""
Candidate word 1: ""persuade""
Candidate word 2: ""mango""
Output word:",persuade,mango,0.0
33,202,"Given a query word and two candidate words, determine which of the candidate words rhymes with the query word. The rhyme should be based on the last syllable of the words. Please provide the candidate words in the format ""word1, word2"".
Query word: ""grade""
Candidate words: ""persuade"", ""mango""
Output word:",persuade,mango,0.0
33,216,"Determine which word rhymes with a given word.
Query: ""grade""
Word 1: ""persuade""
Word 2: ""mango""
Output:",persuade,mango,0.1
33,223,"Given a query word and two candidate words, identify which of the candidate words rhymes with the query word. Please provide the candidate word that rhymes with the query word.
Query word: ""grade""
Candidate word 1: ""persuade""
Candidate word 2: ""mango""
Candidate word that rhymes with query word:",persuade,mango,0.0
44,17,"Can you provide a word that rhymes with ""conversation""? Is it ""spider"" or ""station""?",station,spider,0.6
44,21,"Which one of the words ""spider"" and ""station"" rhymes with ""conversation""?",station,spider,0.3
44,37,"Generate a rhyming word for ""conversation"" that matches either ""spider"" or ""station"".",station,spider,0.3
44,39,Provide a word that rhymes with 'conversation' - is it 'spider' or 'station'?,station,spider,0.85
44,62,"If I say ""conversation"", which word comes to your mind, ""spider"" or ""station""?",station,spider,0.25
44,66,"Which one of these words, ""station"" or ""spider"", do you think rhymes with ""conversation""?",station,spider,0.65
44,92,"Which of ""spider"" and ""station"" rhymes with the word """"conversation""?""",station,spider,0.3
44,99,"Out of ""station"" and ""spider"", which one do you think is a rhyming word for ""conversation""?",station,spider,0.6
44,120,"I'm looking for the word that rhymes with ""conversation"". Is it ""spider"" or ""station""?",station,spider,0.3
44,142,"Please determine which of the two words, ""station"" or ""spider"", rhymes with the word ""conversation"".",station,spider,0.75
44,154,"Please identify which of the words, ""spider"" or ""station"", rhymes with the word ""conversation"".",station,spider,0.15
44,155,"Which of the words ""station"" and ""spider"" is a rhyme for the word ""conversation""?",station,spider,0.45
44,161,"Can you tell me which word rhymes with ""conversation"" - ""spider"" or ""station""?",station,spider,0.35
44,172,"I'm trying to find a word that rhymes with ""conversation"". Is it ""spider"" or ""station""?",station,spider,0.15
44,173,"Can you help me find the word that rhymes with ""conversation""? Is it ""station"" or ""spider""?",station,spider,0.75
44,187,"Given a query word and two candidate words, identify which of the candidate words rhymes with the query word.
Query word: ""conversation""
Candidate word 1: ""station""
Candidate word 2: ""spider""
Output:",station,spider,0.7
44,199,"Given a specified word represented by the keyword ""conversation"" and two word options represented by the keywords ""spider"" and ""station"", determine which of the two options rhymes with the specified word. Please provide the rhyming word as the output.
query: ""conversation""
word1: ""spider""
word2: ""station""
Output word:",station,spider,0.75
44,201,"Given two words, ""spider"" and ""station"", and a query word, ""conversation"", determine which of the two words rhymes with the query word. Please provide the rhyming word as the output.
Word 1: ""spider""
Word 2: ""station""
Query word: ""conversation""
Output word:",station,spider,0.75
44,204,"Given a word ""conversation"", identify which of the two words ""station"" and ""spider"" rhymes with it.
The word that rhymes with ""conversation"" is:",station,spider,0.9
44,207,"Given a word to query for, determine which of two given words rhymes with it. Please provide the word to query for and the two words to compare.
Word to query for: ""conversation""
Word 1: ""spider""
Word 2: ""station""
The word that rhymes with ""conversation"" is:",station,spider,0.3
45,0,"Q: Which word rhymes with the word ""fork"", ""pork"" or ""ordinary""?
A:",pork,ordinary,0.1
45,22,"Which word, ""pork"" or ""ordinary"", rhymes with the word """"fork""?",pork,ordinary,0.25
45,27,"What is the word that rhymes with ""fork"" - ""ordinary"" or ""pork""?",pork,ordinary,0.05
45,40,Generate a rhyming word for 'fork' from the given options 'pork' and 'ordinary'.,pork,ordinary,0.2
45,47,"Which of the following words - ""pork"" or ""ordinary"" - rhymes with ""fork""?",pork,ordinary,0.25
45,50,"Which of these words rhymes with ""fork"": ""ordinary"" or ""pork""?",pork,ordinary,0.0
45,58,"Which word, ""ordinary"" or ""pork"", is a rhyme for ""fork""?",pork,ordinary,0.0
45,60,"Can you tell me which word, ""pork"" or ""ordinary"", rhymes with ""fork""?",pork,ordinary,0.15
45,93,"Which word, ""ordinary"" or """"pork"","" rhymes with """"fork""?""",pork,ordinary,0.0
45,122,"Which word, ""ordinary"" or ""pork"", is a rhyme of ""fork""?",pork,ordinary,0.0
45,124,"Can you tell me which word rhymes with ""fork"": ""ordinary"" or ""pork""?",pork,ordinary,0.0
45,129,"Does ""pork"" or ""ordinary"" rhyme with ""fork""? Choose the rhyming word.",pork,ordinary,0.1
45,142,"Please determine which of the two words, ""ordinary"" or ""pork"", rhymes with the word ""fork"".",pork,ordinary,0.0
45,152,"Please determine which of the words ""pork"" and ""ordinary"" is a rhyme of ""fork"".",pork,ordinary,0.15
45,169,"I'm trying to find out which of these two words rhymes with ""fork"": ""pork"" or ""ordinary""?",pork,ordinary,0.25
45,205,"Given a query word and two other words, determine which of the two words rhymes with the query word.
Query word: ""fork""
Word 1: ""pork""
Word 2: ""ordinary""
Output:",pork,ordinary,0.3
45,219,"Given a query word and two candidate words, determine which of the candidate words rhymes with the query word.
Query word: ""fork""
Candidate word 1: ""pork""
Candidate word 2: ""ordinary""
Output: The candidate word that rhymes with ""fork"" is:",pork,ordinary,0.05
45,220,"Given a query word and two candidate words, identify which of the two candidate words rhymes with the query word.
Query word: ""fork""
Candidate word 1: ""pork""
Candidate word 2: ""ordinary""
The candidate word that rhymes with ""fork"" is:",pork,ordinary,0.0
45,226,"Given a query word, identify which of two words, ""pork"" or ""ordinary"", rhymes with it.
Query word: ""fork""
Word1: ""pork""
Word2: ""ordinary""
The word that rhymes with ""fork"" is:",pork,ordinary,0.25
45,236,"Given three words, ""ordinary"", ""pork"", and ""fork"", determine which of the two words, ""ordinary"" or ""pork"", rhymes with the query word.
word1: ""ordinary""
word2: ""pork""
query: ""fork""
Output: The word that rhymes with ""fork"" is:",pork,ordinary,0.2
46,10,"Rewritten prompt: Can you tell me which of the two words, ""blind"" or ""first"", rhymes with ""kind""?",blind,first,0.0
46,22,"Which word, ""blind"" or ""first"", rhymes with the word """"kind""?",blind,first,0.3
46,25,"Which of the two words, ""first"" or ""blind"", is a rhyme for ""kind""?",blind,first,0.1
46,52,"Out of ""first"" and ""blind"", which one rhymes with ""kind""?",blind,first,0.05
46,65,"Do you know which of these two words, ""blind"" or ""first"", rhymes with ""kind""?",blind,first,0.1
46,74,"Out of ""blind"" and ""first"", which word rhymes with ""kind""?",blind,first,0.2
46,87,"Which word, ""blind"" or ""first"", rhymes with ""kind""?",blind,first,0.35
46,97,"Can you tell me which word rhymes with ""kind"", ""blind"" or ""first""?",blind,first,0.05
46,101,"Which of the two words, ""first"" and ""blind"", sounds like ""kind""?",blind,first,0.0
46,105,"Can you tell me which word, ""blind"" or ""first"", rhymes with the word ""kind""?",blind,first,0.1
46,137,"Out of ""first"" and ""blind"", which one rhymes with ""kind""?",blind,first,0.3
46,153,"Which word, ""first"" or ""blind"", is a rhyme of ""kind""?",blind,first,0.2
46,154,"Please identify which of the words, ""blind"" or ""first"", rhymes with the word ""kind"".",blind,first,0.3
46,155,"Which of the words ""first"" and ""blind"" is a rhyme for the word ""kind""?",blind,first,0.05
46,159,"Which of the words, ""first"" or ""blind"", is a rhyme for ""kind""?",blind,first,0.05
46,161,"Can you tell me which word rhymes with ""kind"" - ""first"" or ""blind""?",blind,first,0.05
46,170,"Which one of these words rhymes with ""kind"": ""first"" or ""blind""?",blind,first,0.05
46,172,"I'm trying to find a word that rhymes with ""kind"". Is it ""blind"" or ""first""?",blind,first,0.1
46,224,"Given a query word and two candidate words, determine which of the candidate words rhymes with the query word.
Query word: ""kind""
Candidate words: ""blind"", ""first""
Output word:",blind,first,0.05
46,228,"Determine which word, either ""first"" or ""blind"", rhymes with the provided word ""kind"".
Output word:",blind,first,0.4
52,27,"What is the word that rhymes with ""steak"" - ""area"" or ""awake""?",awake,area,0.25
52,39,Provide a word that rhymes with 'steak' - is it 'area' or 'awake'?,awake,area,0.15
52,58,"Which word, ""area"" or ""awake"", is a rhyme for ""steak""?",awake,area,0.2
52,63,"Which word do you think rhymes with ""steak"", ""area"" or ""awake""?",awake,area,0.05
52,68,"I need to know which word, ""awake"" or ""area"", rhymes with ""steak"".",awake,area,0.05
52,86,"Is it ""area"" or ""awake"" that rhymes with the word ""steak""?",awake,area,0.15
52,97,"Can you tell me which word rhymes with ""steak"", ""area"" or ""awake""?",awake,area,0.15
52,103,"I need to know: does ""awake"" or ""area"" rhyme with ""steak""?",awake,area,0.15
52,116,"I am looking for a word that rhymes with ""steak"". Would it be ""awake"" or ""area""?",awake,area,0.1
52,120,"I'm looking for the word that rhymes with ""steak"". Is it ""awake"" or ""area""?",awake,area,0.0
52,142,"Please determine which of the two words, ""awake"" or ""area"", rhymes with the word ""steak"".",awake,area,0.3
52,147,"Which of the two words, ""awake"" or ""area"", rhymes with ""steak""? Please provide the answer.",awake,area,0.2
52,156,"I need to know which word, ""awake"" or ""area"", rhymes with the word ""steak"".",awake,area,0.35
52,179,"Please generate a sentence that determines which word, either ""area"" or ""awake"", rhymes with the given word ""steak"".
Output sentence:",awake,area,0.15
52,181,"Given a query word and two candidate words, determine which of the candidate words rhymes with the query word.
Query word: ""steak""
Candidate word 1: ""awake""
Candidate word 2: ""area""
Output word:",awake,area,0.0
52,195,"Given a query word ""steak"" and two candidate words ""awake"" and ""area"", determine which of the candidate words rhymes with the query word. Please provide the rhyming candidate word as the output.
Query word: ""steak""
Candidate word 1: ""awake""
Candidate word 2: ""area""
Output word:",awake,area,0.0
52,204,"Given a word ""steak"", identify which of the two words ""area"" and ""awake"" rhymes with it.
The word that rhymes with ""steak"" is:",awake,area,0.0
52,222,"Given a query word and two options, select the word that rhymes with the query word.
Query word: ""steak""
Option 1: ""area""
Option 2: ""awake""
Output word:",awake,area,0.0
52,243,"Given a word to query for, determine which of two provided words rhymes with it. Please provide the word to query for and the two words to compare.
Word to query for: ""steak""
Word 1: ""area""
Word 2: ""awake""
The word that rhymes with ""steak"" is:",awake,area,0.0
52,244,"Given a query word, determine which of the two options, word1 or word2, rhymes with it.
Query word: ""steak""
Option 1: ""awake""
Option 2: ""area""
Output option:",awake,area,0.0
53,4,"Can you tell me which word, ""breast"" or ""cola"", rhymes with ""southwest""?",breast,cola,0.6
53,5,"Can you tell me which of these words, ""cola"" or ""breast"", rhymes with ""southwest""?",breast,cola,0.45
53,12,"Which word rhymes with ""southwest"", ""breast"" or ""cola""?",breast,cola,0.65
53,23,"Which word between ""cola"" and ""breast"" rhymes with ""southwest""?",breast,cola,0.75
53,26,"Which one of the following words, ""cola"" or ""breast"", rhymes with ""southwest""?",breast,cola,0.65
53,45,What word rhymes with 'southwest' - 'cola' or 'breast'?,breast,cola,0.45
53,52,"Out of ""breast"" and ""cola"", which one rhymes with ""southwest""?",breast,cola,0.45
53,60,"Can you tell me which word, ""breast"" or ""cola"", rhymes with ""southwest""?",breast,cola,0.5
53,96,"Identify which word rhymes with the given word ""southwest"", ""breast"" or """"cola""?""",breast,cola,0.45
53,101,"Which of the two words, ""breast"" and ""cola"", sounds like ""southwest""?",breast,cola,0.55
53,144,"Can you tell me which of the words, ""breast"" and ""cola"", rhymes with ""southwest""? Thank you.",breast,cola,0.45
53,172,"I'm trying to find a word that rhymes with ""southwest"". Is it ""breast"" or ""cola""?",breast,cola,0.75
53,183,"Given a query word and two options, determine which of the two options rhymes with the query word.
Query word: ""southwest""
Option 1: ""breast""
Option 2: ""cola""
Output:",breast,cola,0.15
53,189,"Given a query word and two candidate words, determine which candidate word rhymes with the query word. Your response should be the candidate word that rhymes with the query word. 
Query word: ""southwest""
Candidate word 1: ""breast""
Candidate word 2: ""cola""
Output word:",breast,cola,0.05
53,193,"Please determine which word, either ""breast"" or ""cola"", rhymes with the provided word.
Query: ""southwest""
Output: The word that rhymes with ""southwest"" is:",breast,cola,0.5
53,204,"Given a word ""southwest"", identify which of the two words ""cola"" and ""breast"" rhymes with it.
The word that rhymes with ""southwest"" is:",breast,cola,0.1
53,221,"Given a query word and two options, identify which of the two options rhymes with the query word. Please provide your answer as either ""Option 1"" or ""Option 2"".
Query word: ""southwest""
Option 1: ""breast""
Option 2: ""cola""
Answer:",breast,cola,0.4
53,236,"Given three words, ""cola"", ""breast"", and ""southwest"", determine which of the two words, ""cola"" or ""breast"", rhymes with the query word.
word1: ""cola""
word2: ""breast""
query: ""southwest""
Output: The word that rhymes with ""southwest"" is:",breast,cola,0.8
53,238,"Given a word ""southwest"", identify which of the two words ""cola"" and ""breast"" rhymes with it.
Query: ""southwest""
Word1: ""cola""
Word2: ""breast""
The word that rhymes with ""southwest"" is:",breast,cola,0.35
53,242,"Find which of two given words rhymes with a query word.
Query word: ""southwest""
Word 1: ""breast""
Word 2: ""cola""
The word that rhymes with ""southwest"" is:",breast,cola,0.8
57,17,"Can you provide a word that rhymes with ""fight""? Is it ""stand"" or ""flight""?",flight,stand,0.25
57,20,"Which word among ""stand"" and ""flight"" rhymes with ""fight""?",flight,stand,0.6
57,22,"Which word, ""stand"" or ""flight"", rhymes with the word """"fight""?",flight,stand,0.65
57,28,"What is a word that rhymes with ""fight"" - ""flight"" or ""stand""?",flight,stand,0.05
57,34,"What is a word that rhymes with ""fight"" - ""flight"" or ""stand""?",flight,stand,0.0
57,38,"What word rhymes with ""fight"" - ""flight"" or ""stand""?",flight,stand,0.8
57,39,Provide a word that rhymes with 'fight' - is it 'stand' or 'flight'?,flight,stand,0.4
57,47,"Which of the following words - ""stand"" or ""flight"" - rhymes with ""fight""?",flight,stand,0.5
57,84,"Provide the word that rhymes with ""fight"", is it ""stand"" or ""flight""?",flight,stand,0.25
57,106,"I am looking for a word that rhymes with ""fight"", would it be ""flight"" or ""stand""?",flight,stand,0.7
57,112,"I'm trying to find out which of ""stand"" and ""flight"" rhymes with ""fight"". Can you help me?",flight,stand,0.4
57,163,"Out of ""stand"" and ""flight"", which one rhymes with ""fight""?",flight,stand,0.35
57,171,"Which word sounds like ""fight""? Is it ""stand"" or ""flight""?",flight,stand,0.65
57,177,"Determine which word, either word1 or word2, rhymes with the given query word.
Query word: ""fight""
Word1: ""stand""
Word2: ""flight""
Output: The word that rhymes with ""fight"" is:",flight,stand,0.45
57,180,"Please generate a sentence that determines which word, either ""stand"" or ""flight"", rhymes with the given word ""fight"".
Sentence: 
The word that rhymes with ""fight"" is ""stand"" or ""flight"".",flight,stand,0.0
57,207,"Given a word to query for, determine which of two given words rhymes with it. Please provide the word to query for and the two words to compare.
Word to query for: ""fight""
Word 1: ""stand""
Word 2: ""flight""
The word that rhymes with ""fight"" is:",flight,stand,0.0
57,217,"Complete the following sentence with the word that rhymes with the query word: ""Which word rhymes with [query word]: [option 1] or [option 2]?""
Query word: ""fight""
Option 1: ""flight""
Option 2: ""stand""
Output sentence:",flight,stand,0.85
57,232,"Given a query word ""fight"" and two candidate words ""flight"" and ""stand"", determine which of the two candidate words rhymes with the query word.
Candidate word 1: ""flight""
Candidate word 2: ""stand""
Output word:",flight,stand,0.55
57,234,"Given a word ""fight"", determine which of the two options ""flight"" and ""stand"" rhymes with it.
query: ""fight""
word1: ""flight""
word2: ""stand""
The word that rhymes with ""fight"" is:",flight,stand,1.0
57,236,"Given three words, ""stand"", ""flight"", and ""fight"", determine which of the two words, ""stand"" or ""flight"", rhymes with the query word.
word1: ""stand""
word2: ""flight""
query: ""fight""
Output: The word that rhymes with ""fight"" is:",flight,stand,0.25
64,24,"Which of the two words, ""pen"" and ""goal"", has a rhyme with the word ""whole""?",goal,pen,0.5
64,71,"I need to know whether ""pen"" or ""goal"" is the word that rhymes with ""whole"".",goal,pen,0.4
64,81,"Given ""pen"" and ""goal"", which one rhymes with ""whole""?",goal,pen,0.1
64,88,"Does ""goal"" or ""pen"" sound like a rhyme for the word ""whole""?",goal,pen,0.3
64,89,Which of these two words rhymes with 'whole': 'pen' or 'goal'?,goal,pen,0.3
64,95,"Can you tell me if ""goal"" or ""pen"" rhymes with """"whole""?""",goal,pen,0.55
64,98,"Do you know if ""pen"" or ""goal"" is a rhyme for ""whole""?",goal,pen,0.45
64,114,"Please tell me, which word rhymes with ""whole"": ""goal"" or ""pen""?",goal,pen,0.5
64,118,"I need to know which word, ""pen"" or ""goal"", rhymes with ""whole"".",goal,pen,0.25
64,120,"I'm looking for the word that rhymes with ""whole"". Is it ""goal"" or ""pen""?",goal,pen,0.3
64,122,"Which word, ""pen"" or ""goal"", is a rhyme of ""whole""?",goal,pen,0.5
64,126,"Do you know if ""pen"" or ""goal"" rhymes with ""whole""?",goal,pen,0.4
64,131,"Can you tell me which word rhymes with ""whole"" - ""pen"" or ""goal""?",goal,pen,0.3
64,145,"Given the query word ""whole"", please indicate which of the two words, ""goal"" or ""pen"", rhymes with it.",goal,pen,0.6
