question_id,perturbation_id,prompt,correct_answer,correct
4,82,"Given a list of movies in Batman, The Fugitive, Braveheart, The Mask, recommend a movie that is similar to them. You will be provided with a set of (A) Club Dread
(B) Once Upon a Time in America
(C) George Washington
(D) Schindler's List to choose from.",(D),0.0
4,87,"You are tasked with finding a movie that is similar to the list of movies provided in Braveheart, The Mask, Batman, The Fugitive. You will have to choose from a set of (A) Schindler's List
(B) Club Dread
(C) Once Upon a Time in America
(D) George Washington.",(A),0.0
4,88,"Please suggest a movie that is similar to Batman, The Mask, Braveheart, The Fugitive. You can choose from the following options: (A) George Washington
(B) Club Dread
(C) Schindler's List
(D) Once Upon a Time in America.",(C),0.0
4,94,"Can you recommend a movie that is similar to The Mask, Batman, The Fugitive, Braveheart? Here are your options: (A) George Washington
(B) Club Dread
(C) Schindler's List
(D) Once Upon a Time in America.",(C),0.0
4,101,"Please recommend a movie that is similar to the list of movies in The Fugitive, Batman, Braveheart, The Mask. The options are as follows: (A) Once Upon a Time in America
(B) George Washington
(C) Club Dread
(D) Schindler's List.",(D),0.0
4,111,"Given a list of movies, recommend a movie that is most similar to the given list. You will be provided with a list of movies as options, and you must choose the movie that is most similar to the given list.
List of movies: The Mask, The Fugitive, Batman, Braveheart
Options:
(A) Club Dread
(B) Schindler's List
(C) Once Upon a Time in America
(D) George Washington
Output:",(B),0.0
4,112,"Given a list of movies, recommend a movie that is most similar to the given list. You will be presented with a multi-choice format where you need to choose an option from a list of movies provided as options.
List of movies: The Mask, The Fugitive, Batman, Braveheart
Options:
(A) George Washington
(B) Club Dread
(C) Once Upon a Time in America
(D) Schindler's List
Output:",(D),0.0
4,127,"Please recommend movies similar to the given list of movies. You will be provided with a list of movies and you should find a movie similar to them. Then, provide options for the user to choose from. 
Movie list: The Fugitive, Batman, Braveheart, The Mask
Options:
(A) George Washington
(B) Once Upon a Time in America
(C) Schindler's List
(D) Club Dread
Output:",(C),0.55
4,177,"Choose a movie similar to the given list of movies from the options provided.
Movie list: The Mask, Braveheart, Batman, The Fugitive
Options:
(A) Once Upon a Time in America
(B) Schindler's List
(C) Club Dread
(D) George Washington
Output:",(B),0.0
5,5,"Q: Can you suggest a movie that is similar to any of the following Forrest Gump, Heat, The Silence of the Lambs, The Fugitive:
Options:
(A) Independence Day
(B) Death Race 2
(C) Slumber Party Massacre II
(D) Cannonball Run II
A:",(A),0.0
5,17,"Q: Could you suggest a movie that is similar to The Silence of the Lambs, Forrest Gump, Heat, The Fugitive?
Here are some options:
(A) Independence Day
(B) Cannonball Run II
(C) Death Race 2
(D) Slumber Party Massacre II
A:",(A),1.0
5,22,"Q: Can you suggest a movie similar to Heat, The Fugitive, The Silence of the Lambs, Forrest Gump? Choose from the following options:
Options:
(A) Slumber Party Massacre II
(B) Death Race 2
(C) Cannonball Run II
(D) Independence Day
A:",(D),0.0
5,32,"Q: Can you recommend a movie that is similar to the following The Fugitive, Heat, Forrest Gump, The Silence of the Lambs:
Options:
(A) Independence Day
(B) Slumber Party Massacre II
(C) Death Race 2
(D) Cannonball Run II
A:",(A),0.7
5,34,"Q: Please suggest a movie that is similar to any of the following movies: Heat, The Fugitive, The Silence of the Lambs, Forrest Gump.
Options:
(A) Cannonball Run II
(B) Independence Day
(C) Death Race 2
(D) Slumber Party Massacre II
A:",(B),0.0
5,38,"Q: Can you recommend a movie similar to one of these Forrest Gump, The Silence of the Lambs, The Fugitive, Heat:
Options:
(A) Slumber Party Massacre II
(B) Death Race 2
(C) Cannonball Run II
(D) Independence Day
A:",(D),0.0
5,45,"Q: Can you recommend a movie similar to the following The Silence of the Lambs, Heat, Forrest Gump, The Fugitive?
Choose from the following options:
(A) Slumber Party Massacre II
(B) Death Race 2
(C) Cannonball Run II
(D) Independence Day
A:",(D),0.0
5,49,"I need a recommendation for a movie that is similar to The Silence of the Lambs, The Fugitive, Heat, Forrest Gump. You can choose from the following options: (A) Independence Day
(B) Death Race 2
(C) Cannonball Run II
(D) Slumber Party Massacre II.",(A),1.0
5,53,"Your task is to find a movie that is similar to Forrest Gump, Heat, The Silence of the Lambs, The Fugitive. You will be given a list of options to choose from: (A) Death Race 2
(B) Cannonball Run II
(C) Independence Day
(D) Slumber Party Massacre II.",(C),0.45
5,54,"The task is to recommend a movie that is similar to The Fugitive, Forrest Gump, The Silence of the Lambs, Heat. You will be presented with a list of options to choose from: (A) Independence Day
(B) Cannonball Run II
(C) Death Race 2
(D) Slumber Party Massacre II.",(A),0.0
5,60,"Recommend a movie that is similar to The Silence of the Lambs, The Fugitive, Heat, Forrest Gump from the following options: (A) Independence Day
(B) Cannonball Run II
(C) Slumber Party Massacre II
(D) Death Race 2.",(A),1.0
5,77,"Please recommend movies that are similar to the following list of movies: Forrest Gump, The Fugitive, The Silence of the Lambs, Heat. You can choose from the following options: (A) Slumber Party Massacre II
(B) Death Race 2
(C) Cannonball Run II
(D) Independence Day.",(D),1.0
5,83,"The task is to find a movie that is similar to the list of movies provided in The Silence of the Lambs, Forrest Gump, The Fugitive, Heat. You will be given a set of (A) Death Race 2
(B) Independence Day
(C) Cannonball Run II
(D) Slumber Party Massacre II to choose from.",(B),1.0
5,84,"Your goal is to recommend a movie that is similar to the list of movies provided in The Silence of the Lambs, Forrest Gump, The Fugitive, Heat. You will have to choose from a set of (A) Cannonball Run II
(B) Death Race 2
(C) Independence Day
(D) Slumber Party Massacre II.",(C),0.0
5,93,"We need a recommendation for a movie that is similar to Forrest Gump, Heat, The Silence of the Lambs, The Fugitive. Please choose from the following options: (A) Cannonball Run II
(B) Death Race 2
(C) Independence Day
(D) Slumber Party Massacre II.",(C),0.0
5,94,"Can you recommend a movie that is similar to The Silence of the Lambs, The Fugitive, Forrest Gump, Heat? Here are your options: (A) Death Race 2
(B) Cannonball Run II
(C) Independence Day
(D) Slumber Party Massacre II.",(C),0.0
5,106,"Recommend movies similar to a given list of movies. You will be presented with a list of movies and a multi-choice format with a default prompt and options. Your task is to select the option that is most similar to the given list of movies.
Given list of movies: The Fugitive, Heat, The Silence of the Lambs, Forrest Gump
Multi-choice options:
(A) Independence Day
(B) Slumber Party Massacre II
(C) Death Race 2
(D) Cannonball Run II
Output:",(A),1.0
5,128,"Given a 'movie_list' and a list of 'options', recommend movies similar to the movies in the 'movie_list'. The task format is multi-choice.
movie_list: The Fugitive, The Silence of the Lambs, Heat, Forrest Gump
options: (A) Death Race 2
(B) Independence Day
(C) Cannonball Run II
(D) Slumber Party Massacre II
Output:
Which of the following movies is similar to The Fugitive, The Silence of the Lambs, Heat, Forrest Gump?
(A) Death Race 2
(B) Independence Day
(C) Cannonball Run II
(D) Slumber Party Massacre II
Answer:",(B),1.0
5,139,"Given a list of movies Forrest Gump, The Fugitive, The Silence of the Lambs, Heat, recommend a movie similar to them by selecting one of the options provided in (A) Cannonball Run II
(B) Independence Day
(C) Slumber Party Massacre II
(D) Death Race 2.
Output:",(B),0.0
5,176,"Based on the list of movies you provided, which of the following options would you prefer to watch next?
Movie list: The Fugitive, The Silence of the Lambs, Forrest Gump, Heat
Options:
(A) Death Race 2
(B) Independence Day
(C) Slumber Party Massacre II
(D) Cannonball Run II
Output:
Option selected:",(B),0.0
6,9,"Q: Can you suggest a movie that is similar to Raiders of the Lost Ark, The Shawshank Redemption, Inception, Pulp Fiction?
Choose from the following options:
(A) The Chorus
(B) Forrest Gump
(C) Scouts Guide to the Zombie Apocalypse
(D) Beyond the Poseidon Adventure
A:",(B),0.0
6,17,"Q: Could you suggest a movie that is similar to The Shawshank Redemption, Raiders of the Lost Ark, Pulp Fiction, Inception?
Here are some options:
(A) Beyond the Poseidon Adventure
(B) Forrest Gump
(C) Scouts Guide to the Zombie Apocalypse
(D) The Chorus
A:",(B),0.0
6,30,"Q: Can you recommend a movie similar to the following list: Inception, The Shawshank Redemption, Raiders of the Lost Ark, Pulp Fiction? Please choose from the following options:
Options:
(A) Scouts Guide to the Zombie Apocalypse
(B) Forrest Gump
(C) The Chorus
(D) Beyond the Poseidon Adventure
A:",(B),1.0
6,42,"Q: Can you recommend a movie similar to the following titles: Pulp Fiction, Inception, The Shawshank Redemption, Raiders of the Lost Ark? Here are some options:
(A) Scouts Guide to the Zombie Apocalypse
(B) Forrest Gump
(C) Beyond the Poseidon Adventure
(D) The Chorus
A:",(B),0.0
6,48,"Please suggest a movie that is similar to The Shawshank Redemption, Inception, Pulp Fiction, Raiders of the Lost Ark. Here are some options you can choose from: (A) Forrest Gump
(B) Beyond the Poseidon Adventure
(C) Scouts Guide to the Zombie Apocalypse
(D) The Chorus.",(A),1.0
6,53,"Your task is to find a movie that is similar to Raiders of the Lost Ark, Pulp Fiction, The Shawshank Redemption, Inception. You will be given a list of options to choose from: (A) Beyond the Poseidon Adventure
(B) Scouts Guide to the Zombie Apocalypse
(C) Forrest Gump
(D) The Chorus.",(C),0.0
6,64,"The task is to recommend a movie that is similar to The Shawshank Redemption, Inception, Pulp Fiction, Raiders of the Lost Ark from the following options: (A) Beyond the Poseidon Adventure
(B) Scouts Guide to the Zombie Apocalypse
(C) Forrest Gump
(D) The Chorus.",(C),0.0
6,73,"Given a list of movies The Shawshank Redemption, Pulp Fiction, Inception, Raiders of the Lost Ark, please suggest a movie that is similar to them. You can choose from the following options: (A) Forrest Gump
(B) Scouts Guide to the Zombie Apocalypse
(C) Beyond the Poseidon Adventure
(D) The Chorus.",(A),1.0
6,75,"Please select a movie that is similar to Pulp Fiction, Inception, Raiders of the Lost Ark, The Shawshank Redemption from the following options: (A) Scouts Guide to the Zombie Apocalypse
(B) Forrest Gump
(C) Beyond the Poseidon Adventure
(D) The Chorus.",(B),0.0
