question_id,prompt,correct_answer,distractor,correct
74,"Q: Which word has more letters, ""money"" or ""playground""?
A:",playground,money,1.0
75,"Q: Which word has more letters, ""yogurt"" or ""kid""?
A:",yogurt,kid,1.0
76,"Q: Which word has more letters, ""quickly"" or ""math""?
A:",quickly,math,0.9
77,"Q: Which word has more letters, ""smoke"" or ""only""?
A:",smoke,only,0.35
78,"Q: Which word has more letters, ""can"" or ""friendly""?
A:",friendly,can,1.0
79,"Q: Which word has more letters, ""half"" or ""daily""?
A:",daily,half,0.4
80,"Q: Which word has more letters, ""most"" or ""skirt""?
A:",skirt,most,0.4
81,"Q: Which word has more letters, ""dog"" or ""water""?
A:",water,dog,0.9
82,"Q: Which word has more letters, ""improve"" or ""sure""?
A:",improve,sure,1.0
83,"Q: Which word has more letters, ""cover"" or ""tram""?
A:",cover,tram,0.85
84,"Q: Which word has more letters, ""know"" or ""space""?
A:",space,know,0.9
85,"Q: Which word has more letters, ""roast"" or ""folder""?
A:",folder,roast,0.1
86,"Q: Which word has more letters, ""wear"" or ""fashion""?
A:",fashion,wear,1.0
87,"Q: Which word has more letters, ""delay"" or ""hospital""?
A:",hospital,delay,1.0
88,"Q: Which word has more letters, ""chef"" or ""other""?
A:",other,chef,1.0
89,"Q: Which word has more letters, ""copy"" or ""we""?
A:",copy,we,1.0
90,"Q: Which word has more letters, ""rugby"" or ""long""?
A:",rugby,long,0.6
91,"Q: Which word has more letters, ""rain"" or ""at""?
A:",rain,at,0.5
92,"Q: Which word has more letters, ""grade"" or ""team""?
A:",grade,team,1.0
93,"Q: Which word has more letters, ""top"" or ""wine""?
A:",wine,top,0.9
94,"Q: Which word has more letters, ""word"" or ""wet""?
A:",word,wet,0.85
95,"Q: Which word has more letters, ""begin"" or ""pig""?
A:",begin,pig,1.0
96,"Q: Which word has more letters, ""document"" or ""pair""?
A:",document,pair,1.0
97,"Q: Which word has more letters, ""cabinet"" or ""wet""?
A:",cabinet,wet,1.0
98,"Q: Which word has more letters, ""under"" or ""history""?
A:",history,under,0.45
99,"Q: Which word has more letters, ""blond"" or ""end""?
A:",blond,end,0.9
100,"Q: Which word has more letters, ""an"" or ""bad""?
A:",bad,an,0.65
101,"Q: Which word has more letters, ""quiet"" or ""fun""?
A:",quiet,fun,0.95
102,"Q: Which word has more letters, ""us"" or ""out""?
A:",out,us,0.7
103,"Q: Which word has more letters, ""east"" or ""factory""?
A:",factory,east,1.0
104,"Q: Which word has more letters, ""bear"" or ""dancer""?
A:",dancer,bear,1.0
105,"Q: Which word has more letters, ""nice"" or ""hat""?
A:",nice,hat,0.65
106,"Q: Which word has more letters, ""plastic"" or ""end""?
A:",plastic,end,1.0
107,"Q: Which word has more letters, ""on"" or ""blanket""?
A:",blanket,on,1.0
108,"Q: Which word has more letters, ""ready"" or ""best""?
A:",ready,best,0.6
109,"Q: Which word has more letters, ""list"" or ""brush""?
A:",brush,list,0.35
110,"Q: Which word has more letters, ""course"" or ""far""?
A:",course,far,1.0
111,"Q: Which word has more letters, ""tie"" or ""maybe""?
A:",maybe,tie,0.9
112,"Q: Which word has more letters, ""out"" or ""history""?
A:",history,out,0.4
113,"Q: Which word has more letters, ""family"" or ""careful""?
A:",careful,family,0.5
114,"Q: Which word has more letters, ""sing"" or ""tea""?
A:",sing,tea,0.25
115,"Q: Which word has more letters, ""modern"" or ""below""?
A:",modern,below,0.65
116,"Q: Which word has more letters, ""milk"" or ""climb""?
A:",climb,milk,1.0
117,"Q: Which word has more letters, ""blouse"" or ""juice""?
A:",blouse,juice,1.0
118,"Q: Which word has more letters, ""soap"" or ""noisy""?
A:",noisy,soap,0.45
119,"Q: Which word has more letters, ""pink"" or ""price""?
A:",price,pink,0.65
120,"Q: Which word has more letters, ""bread"" or ""gray""?
A:",bread,gray,1.0
121,"Q: Which word has more letters, ""buy"" or ""history""?
A:",history,buy,1.0
122,"Q: Which word has more letters, ""ear"" or ""pilot""?
A:",pilot,ear,1.0
123,"Q: Which word has more letters, ""ask"" or ""speak""?
A:",speak,ask,0.85
124,"Q: Which word has more letters, ""them"" or ""radio""?
A:",radio,them,0.75
125,"Q: Which word has more letters, ""danger"" or ""guy""?
A:",danger,guy,0.7
126,"Q: Which word has more letters, ""kid"" or ""market""?
A:",market,kid,1.0
127,"Q: Which word has more letters, ""smoke"" or ""list""?
A:",smoke,list,0.55
128,"Q: Which word has more letters, ""day"" or ""best""?
A:",best,day,0.65
129,"Q: Which word has more letters, ""play"" or ""upset""?
A:",upset,play,0.8
130,"Q: Which word has more letters, ""shut"" or ""any""?
A:",shut,any,0.05
131,"Q: Which word has more letters, ""dancer"" or ""set""?
A:",dancer,set,1.0
132,"Q: Which word has more letters, ""how"" or ""fried""?
A:",fried,how,1.0
133,"Q: Which word has more letters, ""fail"" or ""round""?
A:",round,fail,1.0
134,"Q: Which word has more letters, ""extra"" or ""plus""?
A:",extra,plus,0.45
135,"Q: Which word has more letters, ""grow"" or ""leg""?
A:",grow,leg,0.9
136,"Q: Which word has more letters, ""tired"" or ""our""?
A:",tired,our,0.45
137,"Q: Which word has more letters, ""minute"" or ""platform""?
A:",platform,minute,0.7
138,"Q: Which word has more letters, ""talk"" or ""heavy""?
A:",heavy,talk,0.8
139,"Q: Which word has more letters, ""easy"" or ""steal""?
A:",steal,easy,0.95
140,"Q: Which word has more letters, ""hair"" or ""kilogram""?
A:",kilogram,hair,0.55
141,"Q: Which word has more letters, ""comb"" or ""fun""?
A:",comb,fun,0.85
142,"Q: Which word has more letters, ""bother"" or ""ago""?
A:",bother,ago,1.0
143,"Q: Which word has more letters, ""father"" or ""cap""?
A:",father,cap,1.0
144,"Q: Which word has more letters, ""machine"" or ""chain""?
A:",machine,chain,0.6
145,"Q: Which word has more letters, ""knife"" or ""earn""?
A:",knife,earn,0.8
146,"Q: Which word has more letters, ""brush"" or ""minute""?
A:",minute,brush,1.0
147,"Q: Which word has more letters, ""anymore"" or ""sandwich""?
A:",sandwich,anymore,0.55
148,"Q: Which word has more letters, ""could"" or ""her""?
A:",could,her,0.95
149,"Q: Which word has more letters, ""child"" or ""orange""?
A:",orange,child,0.8
150,"Q: Which word has more letters, ""flower"" or ""soup""?
A:",flower,soup,1.0
151,"Q: Which word has more letters, ""him"" or ""diary""?
A:",diary,him,1.0
152,"Q: Which word has more letters, ""boyfriend"" or ""rest""?
A:",boyfriend,rest,1.0
153,"Q: Which word has more letters, ""during"" or ""slow""?
A:",during,slow,0.65
154,"Q: Which word has more letters, ""above"" or ""how""?
A:",above,how,1.0
155,"Q: Which word has more letters, ""spring"" or ""worst""?
A:",spring,worst,0.75
156,"Q: Which word has more letters, ""block"" or ""sad""?
A:",block,sad,1.0
157,"Q: Which word has more letters, ""simple"" or ""pink""?
A:",simple,pink,0.9
158,"Q: Which word has more letters, ""player"" or ""aunt""?
A:",player,aunt,0.9
159,"Q: Which word has more letters, ""fried"" or ""man""?
A:",fried,man,1.0
160,"Q: Which word has more letters, ""mosque"" or ""gold""?
A:",mosque,gold,1.0
161,"Q: Which word has more letters, ""include"" or ""much""?
A:",include,much,1.0
162,"Q: Which word has more letters, ""badly"" or ""toe""?
A:",badly,toe,1.0
163,"Q: Which word has more letters, ""roast"" or ""rent""?
A:",roast,rent,0.9
164,"Q: Which word has more letters, ""dinosaur"" or ""desk""?
A:",dinosaur,desk,1.0
165,"Q: Which word has more letters, ""low"" or ""bike""?
A:",bike,low,0.55
166,"Q: Which word has more letters, ""old"" or ""curtain""?
A:",curtain,old,1.0
167,"Q: Which word has more letters, ""one"" or ""spend""?
A:",spend,one,0.95
168,"Q: Which word has more letters, ""no"" or ""ours""?
A:",ours,no,1.0
169,"Q: Which word has more letters, ""fog"" or ""musical""?
A:",musical,fog,1.0
170,"Q: Which word has more letters, ""pen"" or ""nose""?
A:",nose,pen,1.0
171,"Q: Which word has more letters, ""piano"" or ""left""?
A:",piano,left,0.8
172,"Q: Which word has more letters, ""things"" or ""from""?
A:",things,from,0.6
173,"Q: Which word has more letters, ""friend"" or ""note""?
A:",friend,note,1.0
174,"Q: Which word has more letters, ""only"" or ""project""?
A:",project,only,0.8
175,"Q: Which word has more letters, ""hair"" or ""no""?
A:",hair,no,1.0
176,"Q: Which word has more letters, ""parent"" or ""far""?
A:",parent,far,1.0
177,"Q: Which word has more letters, ""half"" or ""keyboard""?
A:",keyboard,half,0.9
178,"Q: Which word has more letters, ""skate"" or ""now""?
A:",skate,now,0.3
179,"Q: Which word has more letters, ""meat"" or ""wonderful""?
A:",wonderful,meat,0.95
180,"Q: Which word has more letters, ""piano"" or ""jacket""?
A:",jacket,piano,0.5
181,"Q: Which word has more letters, ""best"" or ""fashion""?
A:",fashion,best,1.0
182,"Q: Which word has more letters, ""his"" or ""up""?
A:",his,up,0.5
183,"Q: Which word has more letters, ""you"" or ""push""?
A:",push,you,1.0
184,"Q: Which word has more letters, ""fast"" or ""fruit""?
A:",fruit,fast,1.0
185,"Q: Which word has more letters, ""man"" or ""mango""?
A:",mango,man,0.0
186,"Q: Which word has more letters, ""special"" or ""bus""?
A:",special,bus,1.0
187,"Q: Which word has more letters, ""daughter"" or ""foreign""?
A:",daughter,foreign,0.75
188,"Q: Which word has more letters, ""guitar"" or ""pear""?
A:",guitar,pear,1.0
189,"Q: Which word has more letters, ""closet"" or ""show""?
A:",closet,show,0.95
190,"Q: Which word has more letters, ""kind"" or ""sugar""?
A:",sugar,kind,1.0
191,"Q: Which word has more letters, ""purse"" or ""for""?
A:",purse,for,0.75
192,"Q: Which word has more letters, ""improve"" or ""very""?
A:",improve,very,1.0
193,"Q: Which word has more letters, ""details"" or ""seat""?
A:",details,seat,1.0
194,"Q: Which word has more letters, ""fat"" or ""best""?
A:",best,fat,0.9
195,"Q: Which word has more letters, ""plastic"" or ""speak""?
A:",plastic,speak,0.95
196,"Q: Which word has more letters, ""to"" or ""dish""?
A:",dish,to,1.0
197,"Q: Which word has more letters, ""at"" or ""age""?
A:",age,at,1.0
198,"Q: Which word has more letters, ""speak"" or ""know""?
A:",speak,know,0.9
199,"Q: Which word has more letters, ""kilo"" or ""clean""?
A:",clean,kilo,1.0
200,"Q: Which word has more letters, ""chemistry"" or ""line""?
A:",chemistry,line,1.0
201,"Q: Which word has more letters, ""fly"" or ""gray""?
A:",gray,fly,0.55
202,"Q: Which word has more letters, ""country"" or ""birth""?
A:",country,birth,1.0
203,"Q: Which word has more letters, ""glove"" or ""some""?
A:",glove,some,0.5
204,"Q: Which word has more letters, ""on"" or ""guy""?
A:",guy,on,1.0
205,"Q: Which word has more letters, ""heavy"" or ""soap""?
A:",heavy,soap,0.65
206,"Q: Which word has more letters, ""once"" or ""pants""?
A:",pants,once,0.8
207,"Q: Which word has more letters, ""lend"" or ""under""?
A:",under,lend,0.9
208,"Q: Which word has more letters, ""die"" or ""luck""?
A:",luck,die,0.75
209,"Q: Which word has more letters, ""model"" or ""mother""?
A:",mother,model,0.15
210,"Q: Which word has more letters, ""lucky"" or ""name""?
A:",lucky,name,1.0
211,"Q: Which word has more letters, ""purse"" or ""bear""?
A:",purse,bear,0.6
212,"Q: Which word has more letters, ""dance"" or ""ours""?
A:",dance,ours,0.05
213,"Q: Which word has more letters, ""keyboard"" or ""so""?
A:",keyboard,so,1.0
214,"Q: Which word has more letters, ""young"" or ""trip""?
A:",young,trip,0.75
215,"Q: Which word has more letters, ""special"" or ""fair""?
A:",special,fair,1.0
216,"Q: Which word has more letters, ""kilo"" or ""white""?
A:",white,kilo,1.0
217,"Q: Which word has more letters, ""century"" or ""guest""?
A:",century,guest,0.85
218,"Q: Which word has more letters, ""shut"" or ""field""?
A:",field,shut,1.0
219,"Q: Which word has more letters, ""dirty"" or ""listen""?
A:",listen,dirty,1.0
220,"Q: Which word has more letters, ""white"" or ""can""?
A:",white,can,1.0
221,"Q: Which word has more letters, ""software"" or ""type""?
A:",software,type,0.9
222,"Q: Which word has more letters, ""ready"" or ""open""?
A:",ready,open,1.0
223,"Q: Which word has more letters, ""stadium"" or ""light""?
A:",stadium,light,1.0
224,"Q: Which word has more letters, ""insect"" or ""reading""?
A:",reading,insect,0.55
225,"Q: Which word has more letters, ""myself"" or ""cent""?
A:",myself,cent,1.0
226,"Q: Which word has more letters, ""place"" or ""hand""?
A:",place,hand,0.75
227,"Q: Which word has more letters, ""polite"" or ""stadium""?
A:",stadium,polite,0.35
228,"Q: Which word has more letters, ""sign"" or ""price""?
A:",price,sign,0.85
229,"Q: Which word has more letters, ""husband"" or ""exit""?
A:",husband,exit,1.0
230,"Q: Which word has more letters, ""mother"" or ""cost""?
A:",mother,cost,0.85
231,"Q: Which word has more letters, ""leg"" or ""break""?
A:",break,leg,1.0
232,"Q: Which word has more letters, ""south"" or ""fact""?
A:",south,fact,0.75
233,"Q: Which word has more letters, ""hit"" or ""normal""?
A:",normal,hit,1.0
234,"Q: Which word has more letters, ""life"" or ""improve""?
A:",improve,life,1.0
235,"Q: Which word has more letters, ""quick"" or ""cake""?
A:",quick,cake,0.85
236,"Q: Which word has more letters, ""stay"" or ""opera""?
A:",opera,stay,1.0
237,"Q: Which word has more letters, ""plus"" or ""fat""?
A:",plus,fat,1.0
238,"Q: Which word has more letters, ""dirty"" or ""carpet""?
A:",carpet,dirty,0.75
239,"Q: Which word has more letters, ""surfing"" or ""hers""?
A:",surfing,hers,0.7
240,"Q: Which word has more letters, ""change"" or ""also""?
A:",change,also,1.0
241,"Q: Which word has more letters, ""low"" or ""warm""?
A:",warm,low,1.0
242,"Q: Which word has more letters, ""lemon"" or ""company""?
A:",company,lemon,1.0
243,"Q: Which word has more letters, ""mark"" or ""box""?
A:",mark,box,0.7
244,"Q: Which word has more letters, ""could"" or ""ad""?
A:",could,ad,1.0
245,"Q: Which word has more letters, ""soup"" or ""project""?
A:",project,soup,1.0
246,"Q: Which word has more letters, ""night"" or ""birthday""?
A:",birthday,night,1.0
247,"Q: Which word has more letters, ""can"" or ""turn""?
A:",turn,can,0.95
248,"Q: Which word has more letters, ""reason"" or ""fly""?
A:",reason,fly,1.0
249,"Q: Which word has more letters, ""prize"" or ""bad""?
A:",prize,bad,1.0
250,"Q: Which word has more letters, ""into"" or ""place""?
A:",place,into,0.65
251,"Q: Which word has more letters, ""north"" or ""art""?
A:",north,art,1.0
252,"Q: Which word has more letters, ""throw"" or ""kite""?
A:",throw,kite,1.0
253,"Q: Which word has more letters, ""sock"" or ""pet""?
A:",sock,pet,0.6
254,"Q: Which word has more letters, ""point"" or ""country""?
A:",country,point,1.0
255,"Q: Which word has more letters, ""view"" or ""daily""?
A:",daily,view,0.4
256,"Q: Which word has more letters, ""bat"" or ""improve""?
A:",improve,bat,1.0
257,"Q: Which word has more letters, ""show"" or ""hat""?
A:",show,hat,1.0
258,"Q: Which word has more letters, ""sea"" or ""fruit""?
A:",fruit,sea,1.0
259,"Q: Which word has more letters, ""sea"" or ""name""?
A:",name,sea,1.0
260,"Q: Which word has more letters, ""pink"" or ""camping""?
A:",camping,pink,0.95
261,"Q: Which word has more letters, ""things"" or ""sort""?
A:",things,sort,0.85
262,"Q: Which word has more letters, ""belt"" or ""cheap""?
A:",cheap,belt,1.0
263,"Q: Which word has more letters, ""heart"" or ""coat""?
A:",heart,coat,0.2
264,"Q: Which word has more letters, ""enough"" or ""shirt""?
A:",enough,shirt,1.0
265,"Q: Which word has more letters, ""you"" or ""exactly""?
A:",exactly,you,1.0
266,"Q: Which word has more letters, ""age"" or ""racket""?
A:",racket,age,1.0
267,"Q: Which word has more letters, ""hers"" or ""party""?
A:",party,hers,0.7
268,"Q: Which word has more letters, ""both"" or ""player""?
A:",player,both,0.2
269,"Q: Which word has more letters, ""size"" or ""yes""?
A:",size,yes,1.0
270,"Q: Which word has more letters, ""watch"" or ""quickly""?
A:",quickly,watch,0.85
271,"Q: Which word has more letters, ""train"" or ""flower""?
A:",flower,train,0.5
272,"Q: Which word has more letters, ""car"" or ""uniform""?
A:",uniform,car,1.0
273,"Q: Which word has more letters, ""build"" or ""we""?
A:",build,we,1.0
274,"Q: Which word has more letters, ""actor"" or ""sit""?
A:",actor,sit,1.0
275,"Q: Which word has more letters, ""fried"" or ""around""?
A:",around,fried,0.85
276,"Q: Which word has more letters, ""disco"" or ""fly""?
A:",disco,fly,0.75
277,"Q: Which word has more letters, ""camping"" or ""cloudy""?
A:",camping,cloudy,0.75
278,"Q: Which word has more letters, ""nature"" or ""plate""?
A:",nature,plate,0.55
279,"Q: Which word has more letters, ""copy"" or ""country""?
A:",country,copy,0.85
280,"Q: Which word has more letters, ""stay"" or ""noise""?
A:",noise,stay,0.65
281,"Q: Which word has more letters, ""in"" or ""site""?
A:",site,in,0.85
282,"Q: Which word has more letters, ""one"" or ""lion""?
A:",lion,one,0.0
283,"Q: Which word has more letters, ""monkey"" or ""find""?
A:",monkey,find,1.0
284,"Q: Which word has more letters, ""fast"" or ""heavy""?
A:",heavy,fast,0.7
285,"Q: Which word has more letters, ""extra"" or ""island""?
A:",island,extra,0.8
286,"Q: Which word has more letters, ""race"" or ""forget""?
A:",forget,race,1.0
287,"Q: Which word has more letters, ""liter"" or ""bath""?
A:",liter,bath,0.75
288,"Q: Which word has more letters, ""golf"" or ""now""?
A:",golf,now,0.8
289,"Q: Which word has more letters, ""pear"" or ""details""?
A:",details,pear,0.45
290,"Q: Which word has more letters, ""skirt"" or ""path""?
A:",skirt,path,1.0
291,"Q: Which word has more letters, ""my"" or ""wonderful""?
A:",wonderful,my,1.0
292,"Q: Which word has more letters, ""mark"" or ""key""?
A:",mark,key,0.45
293,"Q: Which word has more letters, ""long"" or ""reading""?
A:",reading,long,0.85
294,"Q: Which word has more letters, ""normal"" or ""cream""?
A:",normal,cream,1.0
295,"Q: Which word has more letters, ""some"" or ""print""?
A:",print,some,0.8
296,"Q: Which word has more letters, ""keyboard"" or ""noise""?
A:",keyboard,noise,1.0
297,"Q: Which word has more letters, ""give"" or ""daily""?
A:",daily,give,0.45
298,"Q: Which word has more letters, ""crowd"" or ""sing""?
A:",crowd,sing,0.9
299,"Q: Which word has more letters, ""storm"" or ""fish""?
A:",storm,fish,0.8
300,"Q: Which word has more letters, ""prize"" or ""chef""?
A:",prize,chef,1.0
301,"Q: Which word has more letters, ""those"" or ""country""?
A:",country,those,1.0
302,"Q: Which word has more letters, ""oh"" or ""white""?
A:",white,oh,1.0
303,"Q: Which word has more letters, ""her"" or ""lunch""?
A:",lunch,her,1.0
304,"Q: Which word has more letters, ""simple"" or ""size""?
A:",simple,size,0.15
305,"Q: Which word has more letters, ""guy"" or ""gram""?
A:",gram,guy,1.0
306,"Q: Which word has more letters, ""arm"" or ""give""?
A:",give,arm,1.0
307,"Q: Which word has more letters, ""print"" or ""ham""?
A:",print,ham,1.0
308,"Q: Which word has more letters, ""place"" or ""careful""?
A:",careful,place,0.9
309,"Q: Which word has more letters, ""discount"" or ""musical""?
A:",discount,musical,0.95
310,"Q: Which word has more letters, ""skate"" or ""soup""?
A:",skate,soup,0.65
311,"Q: Which word has more letters, ""oil"" or ""alone""?
A:",alone,oil,0.95
312,"Q: Which word has more letters, ""scarf"" or ""like""?
A:",scarf,like,0.95
313,"Q: Which word has more letters, ""along"" or ""fun""?
A:",along,fun,1.0
314,"Q: Which word has more letters, ""best"" or ""subject""?
A:",subject,best,1.0
315,"Q: Which word has more letters, ""mother"" or ""instead""?
A:",instead,mother,1.0
316,"Q: Which word has more letters, ""north"" or ""box""?
A:",north,box,0.7
317,"Q: Which word has more letters, ""safe"" or ""final""?
A:",final,safe,0.8
318,"Q: Which word has more letters, ""postcard"" or ""life""?
A:",postcard,life,1.0
319,"Q: Which word has more letters, ""windy"" or ""with""?
A:",windy,with,0.6
320,"Q: Which word has more letters, ""jump"" or ""clean""?
A:",clean,jump,0.95
321,"Q: Which word has more letters, ""chair"" or ""luck""?
A:",chair,luck,0.55
322,"Q: Which word has more letters, ""than"" or ""strange""?
A:",strange,than,0.95
323,"Q: Which word has more letters, ""over"" or ""painter""?
A:",painter,over,0.9
324,"Q: Which word has more letters, ""soap"" or ""space""?
A:",space,soap,0.4
325,"Q: Which word has more letters, ""us"" or ""file""?
A:",file,us,1.0
326,"Q: Which word has more letters, ""diary"" or ""king""?
A:",diary,king,0.7
327,"Q: Which word has more letters, ""buy"" or ""include""?
A:",include,buy,1.0
328,"Q: Which word has more letters, ""grape"" or ""kite""?
A:",grape,kite,0.9
329,"Q: Which word has more letters, ""birthday"" or ""part""?
A:",birthday,part,1.0
330,"Q: Which word has more letters, ""bird"" or ""myself""?
A:",myself,bird,1.0
331,"Q: Which word has more letters, ""mango"" or ""carpet""?
A:",carpet,mango,0.35
332,"Q: Which word has more letters, ""square"" or ""wear""?
A:",square,wear,0.9
333,"Q: Which word has more letters, ""month"" or ""idea""?
A:",month,idea,0.75
334,"Q: Which word has more letters, ""nearly"" or ""special""?
A:",special,nearly,0.45
335,"Q: Which word has more letters, ""my"" or ""minus""?
A:",minus,my,1.0
336,"Q: Which word has more letters, ""send"" or ""storm""?
A:",storm,send,0.8
337,"Q: Which word has more letters, ""clown"" or ""bike""?
A:",clown,bike,1.0
338,"Q: Which word has more letters, ""price"" or ""gas""?
A:",price,gas,0.85
339,"Q: Which word has more letters, ""enjoy"" or ""with""?
A:",enjoy,with,0.5
340,"Q: Which word has more letters, ""month"" or ""special""?
A:",special,month,0.95
341,"Q: Which word has more letters, ""normal"" or ""save""?
A:",normal,save,1.0
342,"Q: Which word has more letters, ""tired"" or ""belt""?
A:",tired,belt,0.65
343,"Q: Which word has more letters, ""mother"" or ""try""?
A:",mother,try,0.0
344,"Q: Which word has more letters, ""hit"" or ""plant""?
A:",plant,hit,1.0
345,"Q: Which word has more letters, ""air"" or ""cover""?
A:",cover,air,1.0
346,"Q: Which word has more letters, ""normal"" or ""empty""?
A:",normal,empty,0.85
347,"Q: Which word has more letters, ""simple"" or ""star""?
A:",simple,star,0.5
