question_id,prompt,correct_answer,correct
18,"Q: Are all the words ""table"", ""armchair"", ""desk"", ""chair"", and ""bookcase"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.8
19,"Q: Are all the words ""socks"", ""shorts"", ""dress"", ""sweater"", and ""skirt"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.8
20,"Q: Are all the words ""pants"", ""shirt"", ""socks"", ""train"", and ""coat"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.3
21,"Q: Are all the words ""train"", ""tractor"", ""car"", ""motorcycle"", and ""tram"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.25
22,"Q: Are all the words ""skirt"", ""socks"", ""dress"", ""coat"", and ""jeans"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.85
23,"Q: Are all the words ""cat"", ""goat"", ""rabbit"", ""duck"", and ""dog"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.75
24,"Q: Are all the words ""duck"", ""pig"", ""chicken"", ""watermelon"", and ""goat"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.25
25,"Q: Are all the words ""rabbit"", ""cow"", ""cat"", ""fish"", and ""goat"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.75
26,"Q: Are all the words ""chicken"", ""cow"", ""fish"", ""goat"", and ""cat"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.75
27,"Q: Are all the words ""shirt"", ""skirt"", ""socks"", ""sweater"", and ""jacket"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.7
28,"Q: Are all the words ""sweater"", ""jacket"", ""pants"", ""shirt"", and ""coat"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.5
29,"Q: Are all the words ""mouse"", ""rabbit"", ""chicken"", ""duck"", and ""fish"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.8
30,"Q: Are all the words ""lemon"", ""peach"", ""melon"", ""pineapple"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.75
31,"Q: Are all the words ""strawberry"", ""peach"", ""apple"", ""pear"", and ""watermelon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.85
32,"Q: Are all the words ""mango"", ""lemon"", ""watermelon"", ""melon"", and ""pineapple"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.75
33,"Q: Are all the words ""fish"", ""rabbit"", ""tractor"", ""mouse"", and ""cow"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.15
34,"Q: Are all the words ""fish"", ""duck"", ""cow"", ""mouse"", and ""rabbit"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.85
35,"Q: Are all the words ""van"", ""motorcycle"", ""train"", ""desk"", and ""car"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.3
36,"Q: Are all the words ""motorcycle"", ""train"", ""car"", ""tractor"", and ""van"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.75
37,"Q: Are all the words ""coat"", ""shorts"", ""jacket"", ""sweater"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.75
38,"Q: Are all the words ""couch"", ""chair"", ""table"", ""bookcase"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,1.0
39,"Q: Are all the words ""fish"", ""chicken"", ""goat"", ""mouse"", and ""cat"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.65
40,"Q: Are all the words ""sofa"", ""desk"", ""pig"", ""bookcase"", and ""chair"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.1
41,"Q: Are all the words ""apple"", ""strawberry"", ""peach"", ""pear"", and ""watermelon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.7
42,"Q: Are all the words ""dress"", ""car"", ""van"", ""tram"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.4
43,"Q: Are all the words ""jeans"", ""pants"", ""sweater"", ""coat"", and ""socks"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.8
44,"Q: Are all the words ""lemon"", ""pear"", ""banana"", ""melon"", and ""strawberry"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.8
45,"Q: Are all the words ""chair"", ""train"", ""car"", ""tram"", and ""bus"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.35
46,"Q: Are all the words ""jeans"", ""dress"", ""shorts"", ""skirt"", and ""coat"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.6
47,"Q: Are all the words ""fish"", ""rabbit"", ""pig"", ""cow"", and ""bed"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.2
48,"Q: Are all the words ""tram"", ""sofa"", ""train"", ""bus"", and ""car"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.35
49,"Q: Are all the words ""melon"", ""mango"", ""lemon"", ""apple"", and ""pineapple"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.85
50,"Q: Are all the words ""watermelon"", ""melon"", ""mango"", ""apple"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.9
51,"Q: Are all the words ""table"", ""desk"", ""armchair"", ""van"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.45
52,"Q: Are all the words ""cow"", ""pig"", ""goat"", ""duck"", and ""rabbit"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.85
53,"Q: Are all the words ""tram"", ""van"", ""tractor"", ""truck"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.8
54,"Q: Are all the words ""couch"", ""cow"", ""cat"", ""dog"", and ""mouse"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.25
55,"Q: Are all the words ""pig"", ""goat"", ""dog"", ""sweater"", and ""fish"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.25
56,"Q: Are all the words ""dog"", ""rabbit"", ""tram"", ""goat"", and ""mouse"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.15
57,"Q: Are all the words ""duck"", ""mouse"", ""goat"", ""fish"", and ""cow"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.6
58,"Q: Are all the words ""cat"", ""fish"", ""chicken"", ""cow"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.75
59,"Q: Are all the words ""armchair"", ""sofa"", ""watermelon"", ""desk"", and ""table"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.45
60,"Q: Are all the words ""coat"", ""socks"", ""jeans"", ""mango"", and ""jacket"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.25
61,"Q: Are all the words ""jeans"", ""socks"", ""train"", ""skirt"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.3
62,"Q: Are all the words ""socks"", ""armchair"", ""jeans"", ""coat"", and ""shirt"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.6
63,"Q: Are all the words ""mouse"", ""chicken"", ""goat"", ""cow"", and ""banana"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.15
64,"Q: Are all the words ""table"", ""chair"", ""couch"", ""van"", and ""bed"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.25
65,"Q: Are all the words ""mouse"", ""jeans"", ""pig"", ""cat"", and ""rabbit"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.3
66,"Q: Are all the words ""truck"", ""motorcycle"", ""train"", ""van"", and ""bus"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.5
67,"Q: Are all the words ""fish"", ""cat"", ""rabbit"", ""mouse"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.9
68,"Q: Are all the words ""mango"", ""mouse"", ""goat"", ""chicken"", and ""cow"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.3
69,"Q: Are all the words ""socks"", ""dress"", ""shirt"", ""jeans"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.5
70,"Q: Are all the words ""tractor"", ""motorcycle"", ""train"", ""coat"", and ""truck"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.35
71,"Q: Are all the words ""melon"", ""train"", ""strawberry"", ""peach"", and ""apple"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.15
72,"Q: Are all the words ""tractor"", ""car"", ""armchair"", ""train"", and ""tram"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.5
73,"Q: Are all the words ""bookcase"", ""chair"", ""bed"", ""sofa"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.85
74,"Q: Are all the words ""pants"", ""sweater"", ""socks"", ""skirt"", and ""shorts"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.85
75,"Q: Are all the words ""peach"", ""van"", ""truck"", ""bus"", and ""tram"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.45
76,"Q: Are all the words ""jacket"", ""shorts"", ""skirt"", ""dress"", and ""shirt"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.95
77,"Q: Are all the words ""sofa"", ""apple"", ""pineapple"", ""strawberry"", and ""lemon"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.45
78,"Q: Are all the words ""chair"", ""bookcase"", ""couch"", ""bed"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.8
79,"Q: Are all the words ""truck"", ""bus"", ""tractor"", ""motorcycle"", and ""van"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.75
80,"Q: Are all the words ""chair"", ""chicken"", ""dog"", ""mouse"", and ""goat"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.2
81,"Q: Are all the words ""apple"", ""peach"", ""pineapple"", ""mango"", and ""melon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.8
82,"Q: Are all the words ""pear"", ""watermelon"", ""mango"", ""strawberry"", and ""apple"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.8
83,"Q: Are all the words ""truck"", ""tram"", ""tractor"", ""car"", and ""van"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.65
84,"Q: Are all the words ""pants"", ""socks"", ""shirt"", ""jeans"", and ""sweater"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.65
85,"Q: Are all the words ""tractor"", ""truck"", ""motorcycle"", ""pineapple"", and ""bus"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.25
86,"Q: Are all the words ""cow"", ""rabbit"", ""fish"", ""desk"", and ""cat"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.15
87,"Q: Are all the words ""bus"", ""van"", ""motorcycle"", ""train"", and ""tram"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.65
88,"Q: Are all the words ""pear"", ""apple"", ""lemon"", ""watermelon"", and ""melon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.7
89,"Q: Are all the words ""table"", ""cow"", ""goat"", ""cat"", and ""chicken"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.35
90,"Q: Are all the words ""chicken"", ""cat"", ""pig"", ""pineapple"", and ""goat"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.2
91,"Q: Are all the words ""bed"", ""couch"", ""armchair"", ""table"", and ""desk"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.9
92,"Q: Are all the words ""jacket"", ""truck"", ""dress"", ""coat"", and ""shorts"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.15
93,"Q: Are all the words ""bed"", ""desk"", ""table"", ""chair"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.75
94,"Q: Are all the words ""van"", ""couch"", ""sofa"", ""bookcase"", and ""table"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.25
95,"Q: Are all the words ""bed"", ""table"", ""bookcase"", ""desk"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.55
96,"Q: Are all the words ""dog"", ""fish"", ""rabbit"", ""pig"", and ""mouse"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.8
97,"Q: Are all the words ""mouse"", ""duck"", ""cow"", ""rabbit"", and ""dog"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.9
98,"Q: Are all the words ""jacket"", ""sweater"", ""pants"", ""dress"", and ""coat"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.65
99,"Q: Are all the words ""couch"", ""table"", ""armchair"", ""chicken"", and ""bookcase"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.15
100,"Q: Are all the words ""mouse"", ""tram"", ""motorcycle"", ""truck"", and ""tractor"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.4
101,"Q: Are all the words ""mango"", ""lemon"", ""table"", ""melon"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.45
102,"Q: Are all the words ""sweater"", ""shirt"", ""coat"", ""shorts"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.85
103,"Q: Are all the words ""chair"", ""desk"", ""armchair"", ""bed"", and ""bookcase"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.85
104,"Q: Are all the words ""apple"", ""mango"", ""fish"", ""banana"", and ""melon"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.2
105,"Q: Are all the words ""duck"", ""pig"", ""train"", ""cat"", and ""chicken"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.2
106,"Q: Are all the words ""tractor"", ""van"", ""truck"", ""car"", and ""motorcycle"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.85
107,"Q: Are all the words ""bus"", ""truck"", ""tram"", ""shirt"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.4
108,"Q: Are all the words ""melon"", ""watermelon"", ""banana"", ""apple"", and ""tractor"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.1
109,"Q: Are all the words ""jacket"", ""coat"", ""pants"", ""sweater"", and ""socks"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.9
110,"Q: Are all the words ""chair"", ""armchair"", ""couch"", ""sofa"", and ""desk"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.9
111,"Q: Are all the words ""peach"", ""apple"", ""melon"", ""strawberry"", and ""lemon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.8
112,"Q: Are all the words ""train"", ""motorcycle"", ""car"", ""bus"", and ""rabbit"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.6
113,"Q: Are all the words ""watermelon"", ""pineapple"", ""jacket"", ""apple"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.25
114,"Q: Are all the words ""mango"", ""strawberry"", ""lemon"", ""banana"", and ""pineapple"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.8
115,"Q: Are all the words ""sweater"", ""shorts"", ""dress"", ""pants"", and ""jeans"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.85
116,"Q: Are all the words ""goat"", ""shirt"", ""cat"", ""cow"", and ""dog"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.25
117,"Q: Are all the words ""chicken"", ""cat"", ""goat"", ""rabbit"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.8
118,"Q: Are all the words ""tram"", ""van"", ""bed"", ""motorcycle"", and ""tractor"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.4
119,"Q: Are all the words ""melon"", ""pear"", ""mouse"", ""strawberry"", and ""mango"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.45
120,"Q: Are all the words ""car"", ""desk"", ""van"", ""tram"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.3
121,"Q: Are all the words ""pig"", ""mouse"", ""cat"", ""tractor"", and ""fish"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.2
122,"Q: Are all the words ""pig"", ""goat"", ""fish"", ""dog"", and ""cow"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.8
123,"Q: Are all the words ""lemon"", ""chicken"", ""fish"", ""dog"", and ""mouse"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.3
124,"Q: Are all the words ""peach"", ""strawberry"", ""watermelon"", ""melon"", and ""lemon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.9
125,"Q: Are all the words ""truck"", ""tram"", ""van"", ""car"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.6
126,"Q: Are all the words ""table"", ""chair"", ""bed"", ""desk"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.65
127,"Q: Are all the words ""cow"", ""pig"", ""mouse"", ""duck"", and ""goat"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.9
128,"Q: Are all the words ""pig"", ""cat"", ""mouse"", ""cow"", and ""chicken"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.8
129,"Q: Are all the words ""coat"", ""shorts"", ""pants"", ""skirt"", and ""motorcycle"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.3
130,"Q: Are all the words ""melon"", ""mango"", ""peach"", ""pear"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.95
131,"Q: Are all the words ""truck"", ""motorcycle"", ""train"", ""van"", and ""pear"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.55
132,"Q: Are all the words ""mango"", ""melon"", ""banana"", ""pear"", and ""lemon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.65
133,"Q: Are all the words ""pig"", ""van"", ""car"", ""motorcycle"", and ""tram"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.45
134,"Q: Are all the words ""truck"", ""train"", ""tram"", ""motorcycle"", and ""tractor"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.7
135,"Q: Are all the words ""couch"", ""cow"", ""bed"", ""table"", and ""bookcase"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.3
136,"Q: Are all the words ""melon"", ""lemon"", ""banana"", ""peach"", and ""watermelon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.9
137,"Q: Are all the words ""skirt"", ""fish"", ""dress"", ""jeans"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.1
138,"Q: Are all the words ""bed"", ""chair"", ""sofa"", ""table"", and ""couch"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.8
139,"Q: Are all the words ""tractor"", ""car"", ""van"", ""tram"", and ""bus"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.75
140,"Q: Are all the words ""sweater"", ""dress"", ""shorts"", ""motorcycle"", and ""socks"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.05
141,"Q: Are all the words ""couch"", ""desk"", ""bookcase"", ""bed"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.85
142,"Q: Are all the words ""couch"", ""bookcase"", ""lemon"", ""armchair"", and ""desk"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.35
143,"Q: Are all the words ""motorcycle"", ""train"", ""truck"", ""bus"", and ""car"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.55
144,"Q: Are all the words ""coat"", ""skirt"", ""pants"", ""jacket"", and ""dress"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.55
145,"Q: Are all the words ""desk"", ""chair"", ""bed"", ""couch"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.95
146,"Q: Are all the words ""shirt"", ""socks"", ""skirt"", ""pants"", and ""jacket"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.7
147,"Q: Are all the words ""watermelon"", ""lemon"", ""dress"", ""strawberry"", and ""mango"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.45
148,"Q: Are all the words ""banana"", ""lemon"", ""mango"", ""peach"", and ""strawberry"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.45
149,"Q: Are all the words ""pear"", ""lemon"", ""apple"", ""tram"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.4
150,"Q: Are all the words ""armchair"", ""cat"", ""fish"", ""dog"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.4
151,"Q: Are all the words ""bed"", ""watermelon"", ""bookcase"", ""couch"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.35
152,"Q: Are all the words ""sofa"", ""bed"", ""desk"", ""table"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.85
153,"Q: Are all the words ""table"", ""mango"", ""chair"", ""armchair"", and ""couch"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.3
154,"Q: Are all the words ""melon"", ""watermelon"", ""peach"", ""apple"", and ""strawberry"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.85
155,"Q: Are all the words ""sweater"", ""pants"", ""lemon"", ""shorts"", and ""coat"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.35
156,"Q: Are all the words ""rabbit"", ""socks"", ""sweater"", ""skirt"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.45
157,"Q: Are all the words ""jacket"", ""shorts"", ""sweater"", ""pants"", and ""couch"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.2
158,"Q: Are all the words ""apple"", ""mango"", ""watermelon"", ""strawberry"", and ""melon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.8
159,"Q: Are all the words ""cat"", ""rabbit"", ""fish"", ""pig"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.7
160,"Q: Are all the words ""motorcycle"", ""bus"", ""tractor"", ""tram"", and ""van"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.35
161,"Q: Are all the words ""tram"", ""motorcycle"", ""tractor"", ""pants"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.5
162,"Q: Are all the words ""pig"", ""armchair"", ""sofa"", ""bed"", and ""chair"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.15
163,"Q: Are all the words ""jeans"", ""shirt"", ""shorts"", ""coat"", and ""jacket"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.65
164,"Q: Are all the words ""pear"", ""strawberry"", ""lemon"", ""melon"", and ""pineapple"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.9
165,"Q: Are all the words ""pineapple"", ""pear"", ""peach"", ""strawberry"", and ""tram"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.55
166,"Q: Are all the words ""duck"", ""dog"", ""cow"", ""fish"", and ""goat"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.8
167,"Q: Are all the words ""rabbit"", ""mouse"", ""cow"", ""fish"", and ""dog"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.9
168,"Q: Are all the words ""train"", ""van"", ""car"", ""tractor"", and ""bus"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.65
169,"Q: Are all the words ""dog"", ""cow"", ""goat"", ""mouse"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.85
170,"Q: Are all the words ""pig"", ""cat"", ""dog"", ""couch"", and ""mouse"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.2
171,"Q: Are all the words ""mouse"", ""chicken"", ""goat"", ""cow"", and ""dog"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.85
172,"Q: Are all the words ""bookcase"", ""desk"", ""couch"", ""table"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.65
173,"Q: Are all the words ""shorts"", ""jacket"", ""dress"", ""pineapple"", and ""skirt"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.15
174,"Q: Are all the words ""strawberry"", ""lemon"", ""chair"", ""melon"", and ""apple"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.35
175,"Q: Are all the words ""bed"", ""sofa"", ""chair"", ""table"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.8
176,"Q: Are all the words ""sofa"", ""armchair"", ""couch"", ""bed"", and ""chair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.8
177,"Q: Are all the words ""apple"", ""pear"", ""melon"", ""strawberry"", and ""mango"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.85
178,"Q: Are all the words ""socks"", ""coat"", ""shirt"", ""rabbit"", and ""shorts"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.2
179,"Q: Are all the words ""peach"", ""watermelon"", ""apple"", ""strawberry"", and ""pear"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.6
180,"Q: Are all the words ""cow"", ""duck"", ""chicken"", ""cat"", and ""pig"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.85
181,"Q: Are all the words ""chair"", ""bed"", ""bookcase"", ""couch"", and ""desk"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.9
182,"Q: Are all the words ""pants"", ""socks"", ""skirt"", ""shorts"", and ""jacket"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.95
183,"Q: Are all the words ""car"", ""sofa"", ""chair"", ""armchair"", and ""couch"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,0.2
