question_id,prompt,correct_answer,correct
45,"Q: Are all the words ""chair"", ""train"", ""car"", ""tram"", and ""bus"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.0
46,"Q: Are all the words ""jeans"", ""dress"", ""shorts"", ""skirt"", and ""coat"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
47,"Q: Are all the words ""fish"", ""rabbit"", ""pig"", ""cow"", and ""bed"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.9
48,"Q: Are all the words ""tram"", ""sofa"", ""train"", ""bus"", and ""car"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,1.0
49,"Q: Are all the words ""melon"", ""mango"", ""lemon"", ""apple"", and ""pineapple"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
50,"Q: Are all the words ""watermelon"", ""melon"", ""mango"", ""apple"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
51,"Q: Are all the words ""table"", ""desk"", ""armchair"", ""van"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
52,"Q: Are all the words ""cow"", ""pig"", ""goat"", ""duck"", and ""rabbit"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
53,"Q: Are all the words ""tram"", ""van"", ""tractor"", ""truck"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
54,"Q: Are all the words ""couch"", ""cow"", ""cat"", ""dog"", and ""mouse"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
55,"Q: Are all the words ""pig"", ""goat"", ""dog"", ""sweater"", and ""fish"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
56,"Q: Are all the words ""dog"", ""rabbit"", ""tram"", ""goat"", and ""mouse"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
57,"Q: Are all the words ""duck"", ""mouse"", ""goat"", ""fish"", and ""cow"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
58,"Q: Are all the words ""cat"", ""fish"", ""chicken"", ""cow"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
59,"Q: Are all the words ""armchair"", ""sofa"", ""watermelon"", ""desk"", and ""table"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
60,"Q: Are all the words ""coat"", ""socks"", ""jeans"", ""mango"", and ""jacket"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.0
61,"Q: Are all the words ""jeans"", ""socks"", ""train"", ""skirt"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,1.0
62,"Q: Are all the words ""socks"", ""armchair"", ""jeans"", ""coat"", and ""shirt"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,1.0
63,"Q: Are all the words ""mouse"", ""chicken"", ""goat"", ""cow"", and ""banana"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
64,"Q: Are all the words ""table"", ""chair"", ""couch"", ""van"", and ""bed"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
65,"Q: Are all the words ""mouse"", ""jeans"", ""pig"", ""cat"", and ""rabbit"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
66,"Q: Are all the words ""truck"", ""motorcycle"", ""train"", ""van"", and ""bus"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
67,"Q: Are all the words ""fish"", ""cat"", ""rabbit"", ""mouse"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
68,"Q: Are all the words ""mango"", ""mouse"", ""goat"", ""chicken"", and ""cow"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
69,"Q: Are all the words ""socks"", ""dress"", ""shirt"", ""jeans"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
70,"Q: Are all the words ""tractor"", ""motorcycle"", ""train"", ""coat"", and ""truck"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,1.0
71,"Q: Are all the words ""melon"", ""train"", ""strawberry"", ""peach"", and ""apple"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.35
72,"Q: Are all the words ""tractor"", ""car"", ""armchair"", ""train"", and ""tram"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,1.0
73,"Q: Are all the words ""bookcase"", ""chair"", ""bed"", ""sofa"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
74,"Q: Are all the words ""pants"", ""sweater"", ""socks"", ""skirt"", and ""shorts"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
75,"Q: Are all the words ""peach"", ""van"", ""truck"", ""bus"", and ""tram"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.05
76,"Q: Are all the words ""jacket"", ""shorts"", ""skirt"", ""dress"", and ""shirt"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
77,"Q: Are all the words ""sofa"", ""apple"", ""pineapple"", ""strawberry"", and ""lemon"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.0
78,"Q: Are all the words ""chair"", ""bookcase"", ""couch"", ""bed"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
79,"Q: Are all the words ""truck"", ""bus"", ""tractor"", ""motorcycle"", and ""van"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
80,"Q: Are all the words ""chair"", ""chicken"", ""dog"", ""mouse"", and ""goat"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.15
81,"Q: Are all the words ""apple"", ""peach"", ""pineapple"", ""mango"", and ""melon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
82,"Q: Are all the words ""pear"", ""watermelon"", ""mango"", ""strawberry"", and ""apple"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
83,"Q: Are all the words ""truck"", ""tram"", ""tractor"", ""car"", and ""van"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
84,"Q: Are all the words ""pants"", ""socks"", ""shirt"", ""jeans"", and ""sweater"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
85,"Q: Are all the words ""tractor"", ""truck"", ""motorcycle"", ""pineapple"", and ""bus"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,1.0
86,"Q: Are all the words ""cow"", ""rabbit"", ""fish"", ""desk"", and ""cat"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
87,"Q: Are all the words ""bus"", ""van"", ""motorcycle"", ""train"", and ""tram"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
88,"Q: Are all the words ""pear"", ""apple"", ""lemon"", ""watermelon"", and ""melon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
89,"Q: Are all the words ""table"", ""cow"", ""goat"", ""cat"", and ""chicken"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
90,"Q: Are all the words ""chicken"", ""cat"", ""pig"", ""pineapple"", and ""goat"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
91,"Q: Are all the words ""bed"", ""couch"", ""armchair"", ""table"", and ""desk"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
92,"Q: Are all the words ""jacket"", ""truck"", ""dress"", ""coat"", and ""shorts"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.4
93,"Q: Are all the words ""bed"", ""desk"", ""table"", ""chair"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
94,"Q: Are all the words ""van"", ""couch"", ""sofa"", ""bookcase"", and ""table"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
95,"Q: Are all the words ""bed"", ""table"", ""bookcase"", ""desk"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
96,"Q: Are all the words ""dog"", ""fish"", ""rabbit"", ""pig"", and ""mouse"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
97,"Q: Are all the words ""mouse"", ""duck"", ""cow"", ""rabbit"", and ""dog"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
98,"Q: Are all the words ""jacket"", ""sweater"", ""pants"", ""dress"", and ""coat"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
99,"Q: Are all the words ""couch"", ""table"", ""armchair"", ""chicken"", and ""bookcase"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
100,"Q: Are all the words ""mouse"", ""tram"", ""motorcycle"", ""truck"", and ""tractor"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.0
101,"Q: Are all the words ""mango"", ""lemon"", ""table"", ""melon"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,1.0
102,"Q: Are all the words ""sweater"", ""shirt"", ""coat"", ""shorts"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
103,"Q: Are all the words ""chair"", ""desk"", ""armchair"", ""bed"", and ""bookcase"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
104,"Q: Are all the words ""apple"", ""mango"", ""fish"", ""banana"", and ""melon"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,1.0
105,"Q: Are all the words ""duck"", ""pig"", ""train"", ""cat"", and ""chicken"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.25
106,"Q: Are all the words ""tractor"", ""van"", ""truck"", ""car"", and ""motorcycle"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
107,"Q: Are all the words ""bus"", ""truck"", ""tram"", ""shirt"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,1.0
108,"Q: Are all the words ""melon"", ""watermelon"", ""banana"", ""apple"", and ""tractor"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,1.0
109,"Q: Are all the words ""jacket"", ""coat"", ""pants"", ""sweater"", and ""socks"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
110,"Q: Are all the words ""chair"", ""armchair"", ""couch"", ""sofa"", and ""desk"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
111,"Q: Are all the words ""peach"", ""apple"", ""melon"", ""strawberry"", and ""lemon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
112,"Q: Are all the words ""train"", ""motorcycle"", ""car"", ""bus"", and ""rabbit"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,1.0
113,"Q: Are all the words ""watermelon"", ""pineapple"", ""jacket"", ""apple"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,1.0
114,"Q: Are all the words ""mango"", ""strawberry"", ""lemon"", ""banana"", and ""pineapple"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
115,"Q: Are all the words ""sweater"", ""shorts"", ""dress"", ""pants"", and ""jeans"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
116,"Q: Are all the words ""goat"", ""shirt"", ""cat"", ""cow"", and ""dog"" types of animals? Answer either ""yes"" or ""no"".
A:",False,0.2
117,"Q: Are all the words ""chicken"", ""cat"", ""goat"", ""rabbit"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
118,"Q: Are all the words ""tram"", ""van"", ""bed"", ""motorcycle"", and ""tractor"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,1.0
119,"Q: Are all the words ""melon"", ""pear"", ""mouse"", ""strawberry"", and ""mango"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,1.0
120,"Q: Are all the words ""car"", ""desk"", ""van"", ""tram"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,1.0
121,"Q: Are all the words ""pig"", ""mouse"", ""cat"", ""tractor"", and ""fish"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
122,"Q: Are all the words ""pig"", ""goat"", ""fish"", ""dog"", and ""cow"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
123,"Q: Are all the words ""lemon"", ""chicken"", ""fish"", ""dog"", and ""mouse"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
124,"Q: Are all the words ""peach"", ""strawberry"", ""watermelon"", ""melon"", and ""lemon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
125,"Q: Are all the words ""truck"", ""tram"", ""van"", ""car"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
126,"Q: Are all the words ""table"", ""chair"", ""bed"", ""desk"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
127,"Q: Are all the words ""cow"", ""pig"", ""mouse"", ""duck"", and ""goat"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
128,"Q: Are all the words ""pig"", ""cat"", ""mouse"", ""cow"", and ""chicken"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
129,"Q: Are all the words ""coat"", ""shorts"", ""pants"", ""skirt"", and ""motorcycle"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,1.0
130,"Q: Are all the words ""melon"", ""mango"", ""peach"", ""pear"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
131,"Q: Are all the words ""truck"", ""motorcycle"", ""train"", ""van"", and ""pear"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,1.0
132,"Q: Are all the words ""mango"", ""melon"", ""banana"", ""pear"", and ""lemon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
133,"Q: Are all the words ""pig"", ""van"", ""car"", ""motorcycle"", and ""tram"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,1.0
134,"Q: Are all the words ""truck"", ""train"", ""tram"", ""motorcycle"", and ""tractor"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
135,"Q: Are all the words ""couch"", ""cow"", ""bed"", ""table"", and ""bookcase"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
136,"Q: Are all the words ""melon"", ""lemon"", ""banana"", ""peach"", and ""watermelon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
137,"Q: Are all the words ""skirt"", ""fish"", ""dress"", ""jeans"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,1.0
138,"Q: Are all the words ""bed"", ""chair"", ""sofa"", ""table"", and ""couch"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
139,"Q: Are all the words ""tractor"", ""car"", ""van"", ""tram"", and ""bus"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
140,"Q: Are all the words ""sweater"", ""dress"", ""shorts"", ""motorcycle"", and ""socks"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,1.0
141,"Q: Are all the words ""couch"", ""desk"", ""bookcase"", ""bed"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
142,"Q: Are all the words ""couch"", ""bookcase"", ""lemon"", ""armchair"", and ""desk"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
143,"Q: Are all the words ""motorcycle"", ""train"", ""truck"", ""bus"", and ""car"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
144,"Q: Are all the words ""coat"", ""skirt"", ""pants"", ""jacket"", and ""dress"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
145,"Q: Are all the words ""desk"", ""chair"", ""bed"", ""couch"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
146,"Q: Are all the words ""shirt"", ""socks"", ""skirt"", ""pants"", and ""jacket"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
147,"Q: Are all the words ""watermelon"", ""lemon"", ""dress"", ""strawberry"", and ""mango"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,1.0
148,"Q: Are all the words ""banana"", ""lemon"", ""mango"", ""peach"", and ""strawberry"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
149,"Q: Are all the words ""pear"", ""lemon"", ""apple"", ""tram"", and ""banana"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.05
150,"Q: Are all the words ""armchair"", ""cat"", ""fish"", ""dog"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
151,"Q: Are all the words ""bed"", ""watermelon"", ""bookcase"", ""couch"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
152,"Q: Are all the words ""sofa"", ""bed"", ""desk"", ""table"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
153,"Q: Are all the words ""table"", ""mango"", ""chair"", ""armchair"", and ""couch"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
154,"Q: Are all the words ""melon"", ""watermelon"", ""peach"", ""apple"", and ""strawberry"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
155,"Q: Are all the words ""sweater"", ""pants"", ""lemon"", ""shorts"", and ""coat"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,0.1
156,"Q: Are all the words ""rabbit"", ""socks"", ""sweater"", ""skirt"", and ""pants"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,1.0
157,"Q: Are all the words ""jacket"", ""shorts"", ""sweater"", ""pants"", and ""couch"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,1.0
158,"Q: Are all the words ""apple"", ""mango"", ""watermelon"", ""strawberry"", and ""melon"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
159,"Q: Are all the words ""cat"", ""rabbit"", ""fish"", ""pig"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
160,"Q: Are all the words ""motorcycle"", ""bus"", ""tractor"", ""tram"", and ""van"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
161,"Q: Are all the words ""tram"", ""motorcycle"", ""tractor"", ""pants"", and ""train"" types of vehicles? Answer either ""yes"" or ""no"".
A:",False,0.0
162,"Q: Are all the words ""pig"", ""armchair"", ""sofa"", ""bed"", and ""chair"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
163,"Q: Are all the words ""jeans"", ""shirt"", ""shorts"", ""coat"", and ""jacket"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
164,"Q: Are all the words ""pear"", ""strawberry"", ""lemon"", ""melon"", and ""pineapple"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
165,"Q: Are all the words ""pineapple"", ""pear"", ""peach"", ""strawberry"", and ""tram"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,1.0
166,"Q: Are all the words ""duck"", ""dog"", ""cow"", ""fish"", and ""goat"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
167,"Q: Are all the words ""rabbit"", ""mouse"", ""cow"", ""fish"", and ""dog"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
168,"Q: Are all the words ""train"", ""van"", ""car"", ""tractor"", and ""bus"" types of vehicles? Answer either ""yes"" or ""no"".
A:",True,0.0
169,"Q: Are all the words ""dog"", ""cow"", ""goat"", ""mouse"", and ""duck"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
170,"Q: Are all the words ""pig"", ""cat"", ""dog"", ""couch"", and ""mouse"" types of animals? Answer either ""yes"" or ""no"".
A:",False,1.0
171,"Q: Are all the words ""mouse"", ""chicken"", ""goat"", ""cow"", and ""dog"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
172,"Q: Are all the words ""bookcase"", ""desk"", ""couch"", ""table"", and ""sofa"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
173,"Q: Are all the words ""shorts"", ""jacket"", ""dress"", ""pineapple"", and ""skirt"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,1.0
174,"Q: Are all the words ""strawberry"", ""lemon"", ""chair"", ""melon"", and ""apple"" types of fruit? Answer either ""yes"" or ""no"".
A:",False,0.25
175,"Q: Are all the words ""bed"", ""sofa"", ""chair"", ""table"", and ""armchair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
176,"Q: Are all the words ""sofa"", ""armchair"", ""couch"", ""bed"", and ""chair"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
177,"Q: Are all the words ""apple"", ""pear"", ""melon"", ""strawberry"", and ""mango"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
178,"Q: Are all the words ""socks"", ""coat"", ""shirt"", ""rabbit"", and ""shorts"" types of clothing? Answer either ""yes"" or ""no"".
A:",False,1.0
179,"Q: Are all the words ""peach"", ""watermelon"", ""apple"", ""strawberry"", and ""pear"" types of fruit? Answer either ""yes"" or ""no"".
A:",True,0.0
180,"Q: Are all the words ""cow"", ""duck"", ""chicken"", ""cat"", and ""pig"" types of animals? Answer either ""yes"" or ""no"".
A:",True,0.0
181,"Q: Are all the words ""chair"", ""bed"", ""bookcase"", ""couch"", and ""desk"" types of furniture? Answer either ""yes"" or ""no"".
A:",True,0.0
182,"Q: Are all the words ""pants"", ""socks"", ""skirt"", ""shorts"", and ""jacket"" types of clothing? Answer either ""yes"" or ""no"".
A:",True,0.0
183,"Q: Are all the words ""car"", ""sofa"", ""chair"", ""armchair"", and ""couch"" types of furniture? Answer either ""yes"" or ""no"".
A:",False,1.0
