question_id,prompt,correct_answer,distractor,correct
47,"Q: In an alphabetical order, which of the words ""group"" and ""castle"" comes first?
A:",castle,group,1.0
48,"Q: In an alphabetical order, which of the words ""street"" and ""sausage"" comes first?
A:",sausage,street,0.0
49,"Q: In an alphabetical order, which of the words ""policeman"" and ""single"" comes first?
A:",policeman,single,1.0
50,"Q: In an alphabetical order, which of the words ""group"" and ""below"" comes first?
A:",below,group,1.0
51,"Q: In an alphabetical order, which of the words ""twice"" and ""curtain"" comes first?
A:",curtain,twice,1.0
52,"Q: In an alphabetical order, which of the words ""toilet"" and ""card"" comes first?
A:",card,toilet,1.0
53,"Q: In an alphabetical order, which of the words ""call"" and ""computer"" comes first?
A:",call,computer,1.0
54,"Q: In an alphabetical order, which of the words ""mango"" and ""sunny"" comes first?
A:",mango,sunny,1.0
55,"Q: In an alphabetical order, which of the words ""important"" and ""woods"" comes first?
A:",important,woods,1.0
56,"Q: In an alphabetical order, which of the words ""glass"" and ""fly"" comes first?
A:",fly,glass,0.0
57,"Q: In an alphabetical order, which of the words ""reading"" and ""boat"" comes first?
A:",boat,reading,1.0
58,"Q: In an alphabetical order, which of the words ""very"" and ""strong"" comes first?
A:",strong,very,1.0
59,"Q: In an alphabetical order, which of the words ""bicycle"" and ""yellow"" comes first?
A:",bicycle,yellow,1.0
60,"Q: In an alphabetical order, which of the words ""worker"" and ""lunch"" comes first?
A:",lunch,worker,1.0
61,"Q: In an alphabetical order, which of the words ""now"" and ""mountain"" comes first?
A:",mountain,now,0.0
62,"Q: In an alphabetical order, which of the words ""normal"" and ""jazz"" comes first?
A:",jazz,normal,0.0
63,"Q: In an alphabetical order, which of the words ""clear"" and ""thing"" comes first?
A:",clear,thing,1.0
64,"Q: In an alphabetical order, which of the words ""them"" and ""crazy"" comes first?
A:",crazy,them,0.0
65,"Q: In an alphabetical order, which of the words ""details"" and ""space"" comes first?
A:",details,space,1.0
66,"Q: In an alphabetical order, which of the words ""often"" and ""next"" comes first?
A:",next,often,1.0
67,"Q: In an alphabetical order, which of the words ""shop"" and ""discuss"" comes first?
A:",discuss,shop,0.9
68,"Q: In an alphabetical order, which of the words ""wrong"" and ""tram"" comes first?
A:",tram,wrong,1.0
69,"Q: In an alphabetical order, which of the words ""grandparent"" and ""company"" comes first?
A:",company,grandparent,0.0
70,"Q: In an alphabetical order, which of the words ""cola"" and ""enjoy"" comes first?
A:",cola,enjoy,0.7
71,"Q: In an alphabetical order, which of the words ""know"" and ""tourist"" comes first?
A:",know,tourist,1.0
72,"Q: In an alphabetical order, which of the words ""pleasant"" and ""candy"" comes first?
A:",candy,pleasant,0.0
73,"Q: In an alphabetical order, which of the words ""garlic"" and ""gift"" comes first?
A:",garlic,gift,0.8
74,"Q: In an alphabetical order, which of the words ""advertisement"" and ""policewoman"" comes first?
A:",advertisement,policewoman,1.0
75,"Q: In an alphabetical order, which of the words ""cheese"" and ""violin"" comes first?
A:",cheese,violin,1.0
76,"Q: In an alphabetical order, which of the words ""when"" and ""comic"" comes first?
A:",comic,when,0.05
77,"Q: In an alphabetical order, which of the words ""summer"" and ""shelf"" comes first?
A:",shelf,summer,1.0
78,"Q: In an alphabetical order, which of the words ""heart"" and ""difficult"" comes first?
A:",difficult,heart,0.0
79,"Q: In an alphabetical order, which of the words ""salesperson"" and ""uniform"" comes first?
A:",salesperson,uniform,1.0
80,"Q: In an alphabetical order, which of the words ""flower"" and ""rock"" comes first?
A:",flower,rock,1.0
81,"Q: In an alphabetical order, which of the words ""subway"" and ""camping"" comes first?
A:",camping,subway,1.0
82,"Q: In an alphabetical order, which of the words ""photograph"" and ""most"" comes first?
A:",most,photograph,0.0
83,"Q: In an alphabetical order, which of the words ""sleep"" and ""read"" comes first?
A:",read,sleep,1.0
84,"Q: In an alphabetical order, which of the words ""a"" and ""comparative"" comes first?
A:",a,comparative,1.0
85,"Q: In an alphabetical order, which of the words ""foggy"" and ""child"" comes first?
A:",child,foggy,1.0
86,"Q: In an alphabetical order, which of the words ""clock"" and ""question"" comes first?
A:",clock,question,1.0
87,"Q: In an alphabetical order, which of the words ""brush"" and ""negative"" comes first?
A:",brush,negative,1.0
88,"Q: In an alphabetical order, which of the words ""midnight"" and ""till"" comes first?
A:",midnight,till,1.0
89,"Q: In an alphabetical order, which of the words ""notice"" and ""notebook"" comes first?
A:",notebook,notice,1.0
90,"Q: In an alphabetical order, which of the words ""drawing"" and ""anything"" comes first?
A:",anything,drawing,0.0
91,"Q: In an alphabetical order, which of the words ""mechanic"" and ""may"" comes first?
A:",may,mechanic,0.0
92,"Q: In an alphabetical order, which of the words ""mean"" and ""library"" comes first?
A:",library,mean,1.0
93,"Q: In an alphabetical order, which of the words ""holiday"" and ""meeting"" comes first?
A:",holiday,meeting,1.0
94,"Q: In an alphabetical order, which of the words ""a"" and ""fantastic"" comes first?
A:",a,fantastic,1.0
95,"Q: In an alphabetical order, which of the words ""block"" and ""less"" comes first?
A:",block,less,0.0
96,"Q: In an alphabetical order, which of the words ""adult"" and ""sick"" comes first?
A:",adult,sick,1.0
97,"Q: In an alphabetical order, which of the words ""job"" and ""receive"" comes first?
A:",job,receive,1.0
98,"Q: In an alphabetical order, which of the words ""time"" and ""money"" comes first?
A:",money,time,0.0
99,"Q: In an alphabetical order, which of the words ""its"" and ""sink"" comes first?
A:",its,sink,1.0
100,"Q: In an alphabetical order, which of the words ""toothbrush"" and ""sweet"" comes first?
A:",sweet,toothbrush,0.0
101,"Q: In an alphabetical order, which of the words ""those"" and ""cent"" comes first?
A:",cent,those,1.0
102,"Q: In an alphabetical order, which of the words ""blouse"" and ""refrigerator"" comes first?
A:",blouse,refrigerator,1.0
103,"Q: In an alphabetical order, which of the words ""really"" and ""bottom"" comes first?
A:",bottom,really,1.0
104,"Q: In an alphabetical order, which of the words ""rabbit"" and ""between"" comes first?
A:",between,rabbit,1.0
105,"Q: In an alphabetical order, which of the words ""normal"" and ""cent"" comes first?
A:",cent,normal,1.0
106,"Q: In an alphabetical order, which of the words ""more"" and ""bicycle"" comes first?
A:",bicycle,more,1.0
107,"Q: In an alphabetical order, which of the words ""page"" and ""wheel"" comes first?
A:",page,wheel,0.85
108,"Q: In an alphabetical order, which of the words ""scooter"" and ""pencil"" comes first?
A:",pencil,scooter,1.0
109,"Q: In an alphabetical order, which of the words ""cafeteria"" and ""polite"" comes first?
A:",cafeteria,polite,1.0
110,"Q: In an alphabetical order, which of the words ""nice"" and ""hard"" comes first?
A:",hard,nice,0.0
111,"Q: In an alphabetical order, which of the words ""volleyball"" and ""strong"" comes first?
A:",strong,volleyball,0.0
112,"Q: In an alphabetical order, which of the words ""all"" and ""repair"" comes first?
A:",all,repair,0.9
113,"Q: In an alphabetical order, which of the words ""us"" and ""never"" comes first?
A:",never,us,1.0
114,"Q: In an alphabetical order, which of the words ""make"" and ""nature"" comes first?
A:",make,nature,1.0
115,"Q: In an alphabetical order, which of the words ""something"" and ""this"" comes first?
A:",something,this,1.0
116,"Q: In an alphabetical order, which of the words ""empty"" and ""nationality"" comes first?
A:",empty,nationality,1.0
117,"Q: In an alphabetical order, which of the words ""play"" and ""week"" comes first?
A:",play,week,1.0
118,"Q: In an alphabetical order, which of the words ""keyboard"" and ""health"" comes first?
A:",health,keyboard,0.0
119,"Q: In an alphabetical order, which of the words ""since"" and ""passenger"" comes first?
A:",passenger,since,1.0
120,"Q: In an alphabetical order, which of the words ""airplane"" and ""college"" comes first?
A:",airplane,college,0.95
121,"Q: In an alphabetical order, which of the words ""computer"" and ""other"" comes first?
A:",computer,other,1.0
122,"Q: In an alphabetical order, which of the words ""tomorrow"" and ""usually"" comes first?
A:",tomorrow,usually,1.0
123,"Q: In an alphabetical order, which of the words ""place"" and ""toy"" comes first?
A:",place,toy,1.0
124,"Q: In an alphabetical order, which of the words ""mother"" and ""tired"" comes first?
A:",mother,tired,1.0
125,"Q: In an alphabetical order, which of the words ""invite"" and ""lost"" comes first?
A:",invite,lost,1.0
126,"Q: In an alphabetical order, which of the words ""mirror"" and ""soon"" comes first?
A:",mirror,soon,1.0
127,"Q: In an alphabetical order, which of the words ""at"" and ""singer"" comes first?
A:",at,singer,1.0
128,"Q: In an alphabetical order, which of the words ""story"" and ""weather"" comes first?
A:",story,weather,1.0
129,"Q: In an alphabetical order, which of the words ""floor"" and ""yes"" comes first?
A:",floor,yes,1.0
130,"Q: In an alphabetical order, which of the words ""college"" and ""various"" comes first?
A:",college,various,1.0
131,"Q: In an alphabetical order, which of the words ""policeman"" and ""write"" comes first?
A:",policeman,write,1.0
132,"Q: In an alphabetical order, which of the words ""noun"" and ""television"" comes first?
A:",noun,television,1.0
133,"Q: In an alphabetical order, which of the words ""discount"" and ""closet"" comes first?
A:",closet,discount,0.9
134,"Q: In an alphabetical order, which of the words ""afterward"" and ""agree"" comes first?
A:",afterward,agree,0.0
135,"Q: In an alphabetical order, which of the words ""again"" and ""daily"" comes first?
A:",again,daily,1.0
136,"Q: In an alphabetical order, which of the words ""lend"" and ""short"" comes first?
A:",lend,short,1.0
137,"Q: In an alphabetical order, which of the words ""folder"" and ""name"" comes first?
A:",folder,name,1.0
138,"Q: In an alphabetical order, which of the words ""interesting"" and ""ball"" comes first?
A:",ball,interesting,0.25
139,"Q: In an alphabetical order, which of the words ""mango"" and ""spell"" comes first?
A:",mango,spell,1.0
140,"Q: In an alphabetical order, which of the words ""will"" and ""believe"" comes first?
A:",believe,will,1.0
141,"Q: In an alphabetical order, which of the words ""details"" and ""shut"" comes first?
A:",details,shut,1.0
142,"Q: In an alphabetical order, which of the words ""second"" and ""point"" comes first?
A:",point,second,1.0
143,"Q: In an alphabetical order, which of the words ""regular"" and ""left"" comes first?
A:",left,regular,1.0
144,"Q: In an alphabetical order, which of the words ""inside"" and ""get"" comes first?
A:",get,inside,1.0
145,"Q: In an alphabetical order, which of the words ""school"" and ""world"" comes first?
A:",school,world,1.0
146,"Q: In an alphabetical order, which of the words ""special"" and ""suit"" comes first?
A:",special,suit,1.0
147,"Q: In an alphabetical order, which of the words ""unhappy"" and ""railroad"" comes first?
A:",railroad,unhappy,0.5
148,"Q: In an alphabetical order, which of the words ""hello"" and ""stove"" comes first?
A:",hello,stove,1.0
149,"Q: In an alphabetical order, which of the words ""kid"" and ""choose"" comes first?
A:",choose,kid,0.85
150,"Q: In an alphabetical order, which of the words ""wow"" and ""kilogram"" comes first?
A:",kilogram,wow,0.7
151,"Q: In an alphabetical order, which of the words ""grass"" and ""anybody"" comes first?
A:",anybody,grass,0.5
152,"Q: In an alphabetical order, which of the words ""unusual"" and ""sausage"" comes first?
A:",sausage,unusual,0.45
153,"Q: In an alphabetical order, which of the words ""cleaner"" and ""teach"" comes first?
A:",cleaner,teach,1.0
154,"Q: In an alphabetical order, which of the words ""laptop"" and ""opposite"" comes first?
A:",laptop,opposite,1.0
155,"Q: In an alphabetical order, which of the words ""crowd"" and ""latest"" comes first?
A:",crowd,latest,1.0
156,"Q: In an alphabetical order, which of the words ""class"" and ""sandwich"" comes first?
A:",class,sandwich,0.9
157,"Q: In an alphabetical order, which of the words ""simple"" and ""store"" comes first?
A:",simple,store,1.0
158,"Q: In an alphabetical order, which of the words ""surprise"" and ""son"" comes first?
A:",son,surprise,1.0
159,"Q: In an alphabetical order, which of the words ""enough"" and ""hiking"" comes first?
A:",enough,hiking,1.0
160,"Q: In an alphabetical order, which of the words ""night"" and ""basketball"" comes first?
A:",basketball,night,0.0
161,"Q: In an alphabetical order, which of the words ""exciting"" and ""end"" comes first?
A:",end,exciting,1.0
162,"Q: In an alphabetical order, which of the words ""crazy"" and ""tennis"" comes first?
A:",crazy,tennis,0.0
163,"Q: In an alphabetical order, which of the words ""month"" and ""ham"" comes first?
A:",ham,month,1.0
164,"Q: In an alphabetical order, which of the words ""actually"" and ""queen"" comes first?
A:",actually,queen,1.0
165,"Q: In an alphabetical order, which of the words ""reason"" and ""bad"" comes first?
A:",bad,reason,0.0
166,"Q: In an alphabetical order, which of the words ""excited"" and ""worried"" comes first?
A:",excited,worried,1.0
167,"Q: In an alphabetical order, which of the words ""cap"" and ""shorts"" comes first?
A:",cap,shorts,1.0
168,"Q: In an alphabetical order, which of the words ""balloon"" and ""man"" comes first?
A:",balloon,man,1.0
169,"Q: In an alphabetical order, which of the words ""stop"" and ""forget"" comes first?
A:",forget,stop,0.0
170,"Q: In an alphabetical order, which of the words ""student"" and ""fork"" comes first?
A:",fork,student,0.0
171,"Q: In an alphabetical order, which of the words ""library"" and ""plastic"" comes first?
A:",library,plastic,1.0
172,"Q: In an alphabetical order, which of the words ""do"" and ""repeat"" comes first?
A:",do,repeat,1.0
173,"Q: In an alphabetical order, which of the words ""birth"" and ""quiet"" comes first?
A:",birth,quiet,1.0
174,"Q: In an alphabetical order, which of the words ""village"" and ""fork"" comes first?
A:",fork,village,0.0
175,"Q: In an alphabetical order, which of the words ""excellent"" and ""may"" comes first?
A:",excellent,may,1.0
176,"Q: In an alphabetical order, which of the words ""save"" and ""camping"" comes first?
A:",camping,save,0.0
177,"Q: In an alphabetical order, which of the words ""exactly"" and ""jazz"" comes first?
A:",exactly,jazz,1.0
178,"Q: In an alphabetical order, which of the words ""dark"" and ""boss"" comes first?
A:",boss,dark,0.0
179,"Q: In an alphabetical order, which of the words ""carrot"" and ""cry"" comes first?
A:",carrot,cry,1.0
180,"Q: In an alphabetical order, which of the words ""doll"" and ""poster"" comes first?
A:",doll,poster,1.0
181,"Q: In an alphabetical order, which of the words ""big"" and ""meeting"" comes first?
A:",big,meeting,1.0
182,"Q: In an alphabetical order, which of the words ""difference"" and ""mix"" comes first?
A:",difference,mix,1.0
183,"Q: In an alphabetical order, which of the words ""drawing"" and ""date"" comes first?
A:",date,drawing,1.0
184,"Q: In an alphabetical order, which of the words ""playground"" and ""way"" comes first?
A:",playground,way,1.0
185,"Q: In an alphabetical order, which of the words ""snake"" and ""phone"" comes first?
A:",phone,snake,0.55
186,"Q: In an alphabetical order, which of the words ""now"" and ""grandparent"" comes first?
A:",grandparent,now,0.0
187,"Q: In an alphabetical order, which of the words ""cheese"" and ""begin"" comes first?
A:",begin,cheese,1.0
188,"Q: In an alphabetical order, which of the words ""thing"" and ""box"" comes first?
A:",box,thing,1.0
189,"Q: In an alphabetical order, which of the words ""bandage"" and ""face"" comes first?
A:",bandage,face,1.0
190,"Q: In an alphabetical order, which of the words ""lose"" and ""easy"" comes first?
A:",easy,lose,1.0
191,"Q: In an alphabetical order, which of the words ""back"" and ""everything"" comes first?
A:",back,everything,1.0
192,"Q: In an alphabetical order, which of the words ""year"" and ""beach"" comes first?
A:",beach,year,1.0
193,"Q: In an alphabetical order, which of the words ""postcard"" and ""paint"" comes first?
A:",paint,postcard,0.0
194,"Q: In an alphabetical order, which of the words ""cent"" and ""ride"" comes first?
A:",cent,ride,1.0
195,"Q: In an alphabetical order, which of the words ""final"" and ""hey"" comes first?
A:",final,hey,1.0
196,"Q: In an alphabetical order, which of the words ""useful"" and ""field"" comes first?
A:",field,useful,1.0
197,"Q: In an alphabetical order, which of the words ""anyway"" and ""video"" comes first?
A:",anyway,video,1.0
198,"Q: In an alphabetical order, which of the words ""himself"" and ""foreign"" comes first?
A:",foreign,himself,0.0
199,"Q: In an alphabetical order, which of the words ""interesting"" and ""clean"" comes first?
A:",clean,interesting,0.1
200,"Q: In an alphabetical order, which of the words ""herself"" and ""little"" comes first?
A:",herself,little,1.0
201,"Q: In an alphabetical order, which of the words ""hour"" and ""very"" comes first?
A:",hour,very,1.0
202,"Q: In an alphabetical order, which of the words ""once"" and ""nothing"" comes first?
A:",nothing,once,0.0
203,"Q: In an alphabetical order, which of the words ""always"" and ""eye"" comes first?
A:",always,eye,0.0
204,"Q: In an alphabetical order, which of the words ""badminton"" and ""favorite"" comes first?
A:",badminton,favorite,1.0
205,"Q: In an alphabetical order, which of the words ""reading"" and ""semester"" comes first?
A:",reading,semester,1.0
206,"Q: In an alphabetical order, which of the words ""taxi"" and ""cathedral"" comes first?
A:",cathedral,taxi,1.0
207,"Q: In an alphabetical order, which of the words ""umbrella"" and ""join"" comes first?
A:",join,umbrella,1.0
208,"Q: In an alphabetical order, which of the words ""beginning"" and ""bookshelf"" comes first?
A:",beginning,bookshelf,1.0
209,"Q: In an alphabetical order, which of the words ""yard"" and ""mean"" comes first?
A:",mean,yard,1.0
210,"Q: In an alphabetical order, which of the words ""stand"" and ""secretary"" comes first?
A:",secretary,stand,0.8
211,"Q: In an alphabetical order, which of the words ""teenager"" and ""hello"" comes first?
A:",hello,teenager,1.0
212,"Q: In an alphabetical order, which of the words ""racket"" and ""kill"" comes first?
A:",kill,racket,1.0
213,"Q: In an alphabetical order, which of the words ""who"" and ""interesting"" comes first?
A:",interesting,who,0.4
214,"Q: In an alphabetical order, which of the words ""swimming"" and ""basketball"" comes first?
A:",basketball,swimming,1.0
215,"Q: In an alphabetical order, which of the words ""notice"" and ""below"" comes first?
A:",below,notice,0.0
216,"Q: In an alphabetical order, which of the words ""nature"" and ""noun"" comes first?
A:",nature,noun,1.0
217,"Q: In an alphabetical order, which of the words ""want"" and ""bring"" comes first?
A:",bring,want,1.0
218,"Q: In an alphabetical order, which of the words ""its"" and ""many"" comes first?
A:",its,many,1.0
219,"Q: In an alphabetical order, which of the words ""noun"" and ""notice"" comes first?
A:",notice,noun,0.0
220,"Q: In an alphabetical order, which of the words ""box"" and ""noisy"" comes first?
A:",box,noisy,1.0
221,"Q: In an alphabetical order, which of the words ""goal"" and ""loud"" comes first?
A:",goal,loud,1.0
222,"Q: In an alphabetical order, which of the words ""gram"" and ""kitchen"" comes first?
A:",gram,kitchen,1.0
223,"Q: In an alphabetical order, which of the words ""floor"" and ""often"" comes first?
A:",floor,often,1.0
224,"Q: In an alphabetical order, which of the words ""welcome"" and ""copy"" comes first?
A:",copy,welcome,0.0
225,"Q: In an alphabetical order, which of the words ""baby"" and ""should"" comes first?
A:",baby,should,1.0
226,"Q: In an alphabetical order, which of the words ""unhappy"" and ""mirror"" comes first?
A:",mirror,unhappy,0.0
227,"Q: In an alphabetical order, which of the words ""each"" and ""visit"" comes first?
A:",each,visit,1.0
228,"Q: In an alphabetical order, which of the words ""goal"" and ""path"" comes first?
A:",goal,path,1.0
229,"Q: In an alphabetical order, which of the words ""both"" and ""farm"" comes first?
A:",both,farm,0.0
230,"Q: In an alphabetical order, which of the words ""try"" and ""crowded"" comes first?
A:",crowded,try,0.0
231,"Q: In an alphabetical order, which of the words ""number"" and ""curtain"" comes first?
A:",curtain,number,1.0
232,"Q: In an alphabetical order, which of the words ""unfortunately"" and ""side"" comes first?
A:",side,unfortunately,0.45
233,"Q: In an alphabetical order, which of the words ""meter"" and ""stand"" comes first?
A:",meter,stand,1.0
234,"Q: In an alphabetical order, which of the words ""week"" and ""playground"" comes first?
A:",playground,week,1.0
235,"Q: In an alphabetical order, which of the words ""pass"" and ""tour"" comes first?
A:",pass,tour,1.0
236,"Q: In an alphabetical order, which of the words ""stadium"" and ""extra"" comes first?
A:",extra,stadium,0.2
237,"Q: In an alphabetical order, which of the words ""forest"" and ""everybody"" comes first?
A:",everybody,forest,1.0
238,"Q: In an alphabetical order, which of the words ""badminton"" and ""guess"" comes first?
A:",badminton,guess,1.0
239,"Q: In an alphabetical order, which of the words ""almost"" and ""big"" comes first?
A:",almost,big,1.0
240,"Q: In an alphabetical order, which of the words ""further"" and ""spell"" comes first?
A:",further,spell,0.0
241,"Q: In an alphabetical order, which of the words ""earn"" and ""look"" comes first?
A:",earn,look,1.0
242,"Q: In an alphabetical order, which of the words ""big"" and ""poor"" comes first?
A:",big,poor,1.0
243,"Q: In an alphabetical order, which of the words ""pull"" and ""fit"" comes first?
A:",fit,pull,1.0
244,"Q: In an alphabetical order, which of the words ""nationality"" and ""animal"" comes first?
A:",animal,nationality,0.0
245,"Q: In an alphabetical order, which of the words ""record"" and ""surfing"" comes first?
A:",record,surfing,1.0
246,"Q: In an alphabetical order, which of the words ""soccer"" and ""surfing"" comes first?
A:",soccer,surfing,1.0
247,"Q: In an alphabetical order, which of the words ""chef"" and ""door"" comes first?
A:",chef,door,1.0
248,"Q: In an alphabetical order, which of the words ""expensive"" and ""save"" comes first?
A:",expensive,save,1.0
249,"Q: In an alphabetical order, which of the words ""animal"" and ""lemonade"" comes first?
A:",animal,lemonade,1.0
250,"Q: In an alphabetical order, which of the words ""put"" and ""cake"" comes first?
A:",cake,put,1.0
251,"Q: In an alphabetical order, which of the words ""for"" and ""furniture"" comes first?
A:",for,furniture,0.0
252,"Q: In an alphabetical order, which of the words ""policewoman"" and ""chef"" comes first?
A:",chef,policewoman,1.0
253,"Q: In an alphabetical order, which of the words ""so"" and ""story"" comes first?
A:",so,story,1.0
254,"Q: In an alphabetical order, which of the words ""city"" and ""win"" comes first?
A:",city,win,1.0
255,"Q: In an alphabetical order, which of the words ""number"" and ""guide"" comes first?
A:",guide,number,1.0
256,"Q: In an alphabetical order, which of the words ""inside"" and ""bridge"" comes first?
A:",bridge,inside,1.0
257,"Q: In an alphabetical order, which of the words ""away"" and ""cereal"" comes first?
A:",away,cereal,1.0
258,"Q: In an alphabetical order, which of the words ""buy"" and ""brush"" comes first?
A:",brush,buy,0.05
259,"Q: In an alphabetical order, which of the words ""she"" and ""kind"" comes first?
A:",kind,she,0.0
260,"Q: In an alphabetical order, which of the words ""then"" and ""per"" comes first?
A:",per,then,0.0
261,"Q: In an alphabetical order, which of the words ""who"" and ""shut"" comes first?
A:",shut,who,0.8
262,"Q: In an alphabetical order, which of the words ""latest"" and ""earn"" comes first?
A:",earn,latest,1.0
263,"Q: In an alphabetical order, which of the words ""purse"" and ""dancer"" comes first?
A:",dancer,purse,1.0
264,"Q: In an alphabetical order, which of the words ""spend"" and ""glove"" comes first?
A:",glove,spend,1.0
265,"Q: In an alphabetical order, which of the words ""our"" and ""closed"" comes first?
A:",closed,our,0.5
266,"Q: In an alphabetical order, which of the words ""yours"" and ""cloud"" comes first?
A:",cloud,yours,0.0
267,"Q: In an alphabetical order, which of the words ""all"" and ""over"" comes first?
A:",all,over,1.0
268,"Q: In an alphabetical order, which of the words ""of"" and ""sad"" comes first?
A:",of,sad,1.0
269,"Q: In an alphabetical order, which of the words ""toast"" and ""some"" comes first?
A:",some,toast,1.0
270,"Q: In an alphabetical order, which of the words ""describe"" and ""a"" comes first?
A:",a,describe,1.0
271,"Q: In an alphabetical order, which of the words ""luggage"" and ""hockey"" comes first?
A:",hockey,luggage,0.0
272,"Q: In an alphabetical order, which of the words ""language"" and ""centimeter"" comes first?
A:",centimeter,language,0.0
273,"Q: In an alphabetical order, which of the words ""classroom"" and ""leg"" comes first?
A:",classroom,leg,1.0
274,"Q: In an alphabetical order, which of the words ""diary"" and ""pain"" comes first?
A:",diary,pain,1.0
275,"Q: In an alphabetical order, which of the words ""deep"" and ""upset"" comes first?
A:",deep,upset,1.0
276,"Q: In an alphabetical order, which of the words ""jelly"" and ""tree"" comes first?
A:",jelly,tree,1.0
277,"Q: In an alphabetical order, which of the words ""various"" and ""rich"" comes first?
A:",rich,various,0.0
