question_id,prompt,correct_answer,distractor,correct
95,"Q: Which word rhymes with the word ""machine"", ""routine"" or ""novel""?
A:",routine,novel,0.0
96,"Q: Which word rhymes with the word ""birth"", ""earth"" or ""pray""?
A:",earth,pray,1.0
97,"Q: Which word rhymes with the word ""smile"", ""how"" or ""style""?
A:",style,how,0.3
98,"Q: Which word rhymes with the word ""foot"", ""put"" or ""election""?
A:",put,election,0.5
99,"Q: Which word rhymes with the word ""fountain"", ""mountain"" or ""ago""?
A:",mountain,ago,0.0
100,"Q: Which word rhymes with the word ""hit"", ""admit"" or ""coat""?
A:",admit,coat,0.05
101,"Q: Which word rhymes with the word ""fly"", ""fry"" or ""abroad""?
A:",fry,abroad,0.0
102,"Q: Which word rhymes with the word ""lie"", ""guy"" or ""underneath""?
A:",guy,underneath,1.0
103,"Q: Which word rhymes with the word ""main"", ""cycle"" or ""stain""?
A:",stain,cycle,1.0
104,"Q: Which word rhymes with the word ""knock"", ""clock"" or ""life""?
A:",clock,life,1.0
105,"Q: Which word rhymes with the word ""band"", ""shirt"" or ""demand""?
A:",demand,shirt,0.0
106,"Q: Which word rhymes with the word ""bridge"", ""fridge"" or ""irregular""?
A:",fridge,irregular,0.05
107,"Q: Which word rhymes with the word ""know"", ""so"" or ""hockey""?
A:",so,hockey,0.75
108,"Q: Which word rhymes with the word ""bake"", ""king"" or ""awake""?
A:",awake,king,0.0
109,"Q: Which word rhymes with the word ""pack"", ""attack"" or ""since""?
A:",attack,since,0.0
110,"Q: Which word rhymes with the word ""sneaker"", ""knife"" or ""speaker""?
A:",speaker,knife,0.8
111,"Q: Which word rhymes with the word ""breath"", ""death"" or ""cent""?
A:",death,cent,0.2
112,"Q: Which word rhymes with the word ""flood"", ""blood"" or ""shiny""?
A:",blood,shiny,0.5
113,"Q: Which word rhymes with the word ""attention"", ""bottom"" or ""invention""?
A:",invention,bottom,0.0
114,"Q: Which word rhymes with the word ""writer"", ""sit"" or ""lighter""?
A:",lighter,sit,0.25
115,"Q: Which word rhymes with the word ""asleep"", ""deep"" or ""foot""?
A:",deep,foot,0.95
116,"Q: Which word rhymes with the word ""blouse"", ""door"" or ""mouse""?
A:",mouse,door,1.0
117,"Q: Which word rhymes with the word ""rough"", ""stuff"" or ""basketball""?
A:",stuff,basketball,1.0
118,"Q: Which word rhymes with the word ""pray"", ""stay"" or ""cold""?
A:",stay,cold,0.05
119,"Q: Which word rhymes with the word ""key"", ""fee"" or ""sandy""?
A:",fee,sandy,1.0
120,"Q: Which word rhymes with the word ""flag"", ""action"" or ""bag""?
A:",bag,action,0.0
121,"Q: Which word rhymes with the word ""afraid"", ""buy"" or ""trade""?
A:",trade,buy,0.7
122,"Q: Which word rhymes with the word ""day"", ""way"" or ""owe""?
A:",way,owe,0.0
123,"Q: Which word rhymes with the word ""fur"", ""go"" or ""per""?
A:",per,go,0.0
124,"Q: Which word rhymes with the word ""situation"", ""generation"" or ""champagne""?
A:",generation,champagne,0.0
125,"Q: Which word rhymes with the word ""fax"", ""tax"" or ""busy""?
A:",tax,busy,0.05
126,"Q: Which word rhymes with the word ""crash"", ""trash"" or ""wear""?
A:",trash,wear,0.0
127,"Q: Which word rhymes with the word ""allow"", ""how"" or ""recent""?
A:",how,recent,0.75
128,"Q: Which word rhymes with the word ""maybe"", ""rare"" or ""baby""?
A:",baby,rare,1.0
129,"Q: Which word rhymes with the word ""run"", ""none"" or ""catch""?
A:",none,catch,0.8
130,"Q: Which word rhymes with the word ""shy"", ""apply"" or ""tiger""?
A:",apply,tiger,1.0
131,"Q: Which word rhymes with the word ""pile"", ""smile"" or ""creative""?
A:",smile,creative,0.0
132,"Q: Which word rhymes with the word ""snack"", ""parrot"" or ""unpack""?
A:",unpack,parrot,0.65
133,"Q: Which word rhymes with the word ""plug"", ""bug"" or ""bulb""?
A:",bug,bulb,0.5
134,"Q: Which word rhymes with the word ""need"", ""indeed"" or ""comfortable""?
A:",indeed,comfortable,1.0
135,"Q: Which word rhymes with the word ""silk"", ""nowadays"" or ""milk""?
A:",milk,nowadays,1.0
136,"Q: Which word rhymes with the word ""pray"", ""display"" or ""link""?
A:",display,link,0.2
137,"Q: Which word rhymes with the word ""profession"", ""farm"" or ""session""?
A:",session,farm,0.0
138,"Q: Which word rhymes with the word ""prince"", ""champion"" or ""convince""?
A:",convince,champion,0.4
139,"Q: Which word rhymes with the word ""room"", ""attention"" or ""perfume""?
A:",perfume,attention,0.0
140,"Q: Which word rhymes with the word ""bean"", ""scene"" or ""court""?
A:",scene,court,0.75
141,"Q: Which word rhymes with the word ""cover"", ""ambulance"" or ""lover""?
A:",lover,ambulance,1.0
142,"Q: Which word rhymes with the word ""station"", ""throw"" or ""immigration""?
A:",immigration,throw,0.0
143,"Q: Which word rhymes with the word ""sound"", ""round"" or ""might""?
A:",round,might,1.0
144,"Q: Which word rhymes with the word ""large"", ""charge"" or ""alive""?
A:",charge,alive,0.1
145,"Q: Which word rhymes with the word ""please"", ""cheese"" or ""slim""?
A:",cheese,slim,1.0
146,"Q: Which word rhymes with the word ""reason"", ""season"" or ""moment""?
A:",season,moment,0.0
147,"Q: Which word rhymes with the word ""money"", ""uncomfortable"" or ""sunny""?
A:",sunny,uncomfortable,0.0
148,"Q: Which word rhymes with the word ""hold"", ""both"" or ""fold""?
A:",fold,both,0.05
149,"Q: Which word rhymes with the word ""reason"", ""banana"" or ""season""?
A:",season,banana,1.0
150,"Q: Which word rhymes with the word ""long"", ""strong"" or ""press""?
A:",strong,press,0.2
151,"Q: Which word rhymes with the word ""bye"", ""strong"" or ""eye""?
A:",eye,strong,0.55
152,"Q: Which word rhymes with the word ""defend"", ""friend"" or ""brush""?
A:",friend,brush,1.0
153,"Q: Which word rhymes with the word ""worse"", ""unfriendly"" or ""purse""?
A:",purse,unfriendly,1.0
154,"Q: Which word rhymes with the word ""from"", ""airplane"" or ""sum""?
A:",sum,airplane,1.0
155,"Q: Which word rhymes with the word ""defeat"", ""meet"" or ""messy""?
A:",meet,messy,0.0
156,"Q: Which word rhymes with the word ""transportation"", ""daughter"" or ""imagination""?
A:",imagination,daughter,0.25
157,"Q: Which word rhymes with the word ""cancer"", ""answer"" or ""pupil""?
A:",answer,pupil,0.0
158,"Q: Which word rhymes with the word ""invent"", ""wear"" or ""tent""?
A:",tent,wear,0.0
159,"Q: Which word rhymes with the word ""star"", ""far"" or ""lend""?
A:",far,lend,1.0
160,"Q: Which word rhymes with the word ""deliver"", ""river"" or ""meal""?
A:",river,meal,0.0
161,"Q: Which word rhymes with the word ""announce"", ""serious"" or ""pronounce""?
A:",pronounce,serious,0.0
162,"Q: Which word rhymes with the word ""answer"", ""bug"" or ""dancer""?
A:",dancer,bug,0.45
163,"Q: Which word rhymes with the word ""politely"", ""remind"" or ""lightly""?
A:",lightly,remind,1.0
164,"Q: Which word rhymes with the word ""send"", ""otherwise"" or ""intend""?
A:",intend,otherwise,0.0
165,"Q: Which word rhymes with the word ""himself"", ""myself"" or ""accident""?
A:",myself,accident,0.0
166,"Q: Which word rhymes with the word ""shiny"", ""burning"" or ""tiny""?
A:",tiny,burning,0.15
167,"Q: Which word rhymes with the word ""climb"", ""neighborhood"" or ""time""?
A:",time,neighborhood,1.0
168,"Q: Which word rhymes with the word ""candy"", ""kitchen"" or ""sandy""?
A:",sandy,kitchen,1.0
169,"Q: Which word rhymes with the word ""room"", ""summer"" or ""perfume""?
A:",perfume,summer,0.05
170,"Q: Which word rhymes with the word ""about"", ""pineapple"" or ""shout""?
A:",shout,pineapple,1.0
171,"Q: Which word rhymes with the word ""hall"", ""wall"" or ""scream""?
A:",wall,scream,0.2
172,"Q: Which word rhymes with the word ""spy"", ""tie"" or ""full""?
A:",tie,full,0.05
173,"Q: Which word rhymes with the word ""mountain"", ""probably"" or ""fountain""?
A:",fountain,probably,1.0
174,"Q: Which word rhymes with the word ""forever"", ""never"" or ""dish""?
A:",never,dish,0.5
175,"Q: Which word rhymes with the word ""funny"", ""money"" or ""sport""?
A:",money,sport,0.1
176,"Q: Which word rhymes with the word ""fast"", ""past"" or ""east""?
A:",past,east,0.0
177,"Q: Which word rhymes with the word ""folk"", ""video"" or ""joke""?
A:",joke,video,1.0
178,"Q: Which word rhymes with the word ""dance"", ""past"" or ""chance""?
A:",chance,past,0.0
179,"Q: Which word rhymes with the word ""lake"", ""brake"" or ""hit""?
A:",brake,hit,0.15
180,"Q: Which word rhymes with the word ""goat"", ""note"" or ""punctuation""?
A:",note,punctuation,0.0
181,"Q: Which word rhymes with the word ""each"", ""store"" or ""speech""?
A:",speech,store,0.0
182,"Q: Which word rhymes with the word ""screen"", ""clean"" or ""theirs""?
A:",clean,theirs,0.15
183,"Q: Which word rhymes with the word ""warn"", ""corn"" or ""uncle""?
A:",corn,uncle,0.0
184,"Q: Which word rhymes with the word ""rent"", ""tent"" or ""man""?
A:",tent,man,0.25
185,"Q: Which word rhymes with the word ""then"", ""pen"" or ""death""?
A:",pen,death,0.85
186,"Q: Which word rhymes with the word ""lie"", ""bring"" or ""fly""?
A:",fly,bring,1.0
187,"Q: Which word rhymes with the word ""stone"", ""commercial"" or ""bone""?
A:",bone,commercial,0.0
188,"Q: Which word rhymes with the word ""squash"", ""thunder"" or ""wash""?
A:",wash,thunder,1.0
189,"Q: Which word rhymes with the word ""heater"", ""meter"" or ""benefit""?
A:",meter,benefit,0.0
190,"Q: Which word rhymes with the word ""pretty"", ""city"" or ""glove""?
A:",city,glove,0.0
191,"Q: Which word rhymes with the word ""bay"", ""advanced"" or ""away""?
A:",away,advanced,0.75
192,"Q: Which word rhymes with the word ""nearby"", ""dry"" or ""bat""?
A:",dry,bat,0.0
193,"Q: Which word rhymes with the word ""bad"", ""central"" or ""add""?
A:",add,central,0.2
194,"Q: Which word rhymes with the word ""clown"", ""downtown"" or ""fat""?
A:",downtown,fat,0.3
195,"Q: Which word rhymes with the word ""chain"", ""explain"" or ""folder""?
A:",explain,folder,0.0
196,"Q: Which word rhymes with the word ""free"", ""knee"" or ""stuff""?
A:",knee,stuff,0.0
197,"Q: Which word rhymes with the word ""plan"", ""television"" or ""pan""?
A:",pan,television,0.55
198,"Q: Which word rhymes with the word ""connection"", ""correction"" or ""partly""?
A:",correction,partly,0.0
199,"Q: Which word rhymes with the word ""flu"", ""full"" or ""view""?
A:",view,full,0.0
200,"Q: Which word rhymes with the word ""shoulder"", ""folder"" or ""think""?
A:",folder,think,0.0
201,"Q: Which word rhymes with the word ""save"", ""cave"" or ""madam""?
A:",cave,madam,0.3
202,"Q: Which word rhymes with the word ""greeting"", ""meeting"" or ""balcony""?
A:",meeting,balcony,0.55
203,"Q: Which word rhymes with the word ""blood"", ""flood"" or ""cliff""?
A:",flood,cliff,0.0
204,"Q: Which word rhymes with the word ""rule"", ""stadium"" or ""cool""?
A:",cool,stadium,0.6
205,"Q: Which word rhymes with the word ""lonely"", ""only"" or ""photographer""?
A:",only,photographer,1.0
206,"Q: Which word rhymes with the word ""fruit"", ""argue"" or ""flute""?
A:",flute,argue,0.1
207,"Q: Which word rhymes with the word ""waste"", ""phrase"" or ""taste""?
A:",taste,phrase,0.0
208,"Q: Which word rhymes with the word ""mile"", ""style"" or ""gram""?
A:",style,gram,0.4
209,"Q: Which word rhymes with the word ""immigration"", ""wide"" or ""relation""?
A:",relation,wide,0.75
210,"Q: Which word rhymes with the word ""beef"", ""leaf"" or ""bat""?
A:",leaf,bat,0.75
211,"Q: Which word rhymes with the word ""could"", ""should"" or ""annoyed""?
A:",should,annoyed,0.0
212,"Q: Which word rhymes with the word ""population"", ""explanation"" or ""diagram""?
A:",explanation,diagram,0.0
213,"Q: Which word rhymes with the word ""smell"", ""level"" or ""bell""?
A:",bell,level,0.0
214,"Q: Which word rhymes with the word ""peach"", ""much"" or ""speech""?
A:",speech,much,0.0
215,"Q: Which word rhymes with the word ""word"", ""bird"" or ""fee""?
A:",bird,fee,0.0
216,"Q: Which word rhymes with the word ""fruit"", ""bug"" or ""boot""?
A:",boot,bug,1.0
217,"Q: Which word rhymes with the word ""wild"", ""child"" or ""store""?
A:",child,store,0.4
218,"Q: Which word rhymes with the word ""house"", ""blouse"" or ""difficult""?
A:",blouse,difficult,0.0
219,"Q: Which word rhymes with the word ""nearly"", ""clearly"" or ""engineer""?
A:",clearly,engineer,1.0
220,"Q: Which word rhymes with the word ""fail"", ""consonant"" or ""jail""?
A:",jail,consonant,0.0
221,"Q: Which word rhymes with the word ""milk"", ""silk"" or ""spicy""?
A:",silk,spicy,0.0
222,"Q: Which word rhymes with the word ""killer"", ""curtain"" or ""thriller""?
A:",thriller,curtain,0.65
223,"Q: Which word rhymes with the word ""select"", ""open"" or ""collect""?
A:",collect,open,0.05
224,"Q: Which word rhymes with the word ""fruit"", ""sociable"" or ""flute""?
A:",flute,sociable,0.0
225,"Q: Which word rhymes with the word ""nearly"", ""clearly"" or ""negative""?
A:",clearly,negative,0.5
226,"Q: Which word rhymes with the word ""chance"", ""dance"" or ""mile""?
A:",dance,mile,0.7
227,"Q: Which word rhymes with the word ""involve"", ""solve"" or ""fever""?
A:",solve,fever,0.45
228,"Q: Which word rhymes with the word ""city"", ""happen"" or ""pretty""?
A:",pretty,happen,0.0
229,"Q: Which word rhymes with the word ""float"", ""armchair"" or ""boat""?
A:",boat,armchair,0.45
230,"Q: Which word rhymes with the word ""grade"", ""shade"" or ""honeymoon""?
A:",shade,honeymoon,0.85
231,"Q: Which word rhymes with the word ""weigh"", ""honest"" or ""bay""?
A:",bay,honest,0.0
232,"Q: Which word rhymes with the word ""lighter"", ""swimmer"" or ""writer""?
A:",writer,swimmer,0.25
233,"Q: Which word rhymes with the word ""correction"", ""collection"" or ""second""?
A:",collection,second,0.0
234,"Q: Which word rhymes with the word ""less"", ""tall"" or ""stress""?
A:",stress,tall,0.4
235,"Q: Which word rhymes with the word ""wine"", ""instrument"" or ""sign""?
A:",sign,instrument,0.0
236,"Q: Which word rhymes with the word ""cross"", ""sauce"" or ""clever""?
A:",sauce,clever,0.1
237,"Q: Which word rhymes with the word ""cage"", ""fancy"" or ""stage""?
A:",stage,fancy,0.0
238,"Q: Which word rhymes with the word ""clean"", ""percent"" or ""queen""?
A:",queen,percent,0.0
239,"Q: Which word rhymes with the word ""thick"", ""sick"" or ""blood""?
A:",sick,blood,0.0
240,"Q: Which word rhymes with the word ""disease"", ""please"" or ""course""?
A:",please,course,0.7
241,"Q: Which word rhymes with the word ""stick"", ""kick"" or ""trade""?
A:",kick,trade,0.0
242,"Q: Which word rhymes with the word ""bored"", ""screen"" or ""board""?
A:",board,screen,1.0
243,"Q: Which word rhymes with the word ""lemonade"", ""shade"" or ""fork""?
A:",shade,fork,0.25
244,"Q: Which word rhymes with the word ""stall"", ""mushroom"" or ""baseball""?
A:",baseball,mushroom,0.0
245,"Q: Which word rhymes with the word ""wall"", ""till"" or ""tall""?
A:",tall,till,0.0
246,"Q: Which word rhymes with the word ""hide"", ""wide"" or ""restroom""?
A:",wide,restroom,0.85
247,"Q: Which word rhymes with the word ""spend"", ""lend"" or ""lightning""?
A:",lend,lightning,0.35
248,"Q: Which word rhymes with the word ""breath"", ""death"" or ""large""?
A:",death,large,0.3
249,"Q: Which word rhymes with the word ""shelf"", ""itself"" or ""clearly""?
A:",itself,clearly,0.0
250,"Q: Which word rhymes with the word ""stranger"", ""boat"" or ""danger""?
A:",danger,boat,0.95
251,"Q: Which word rhymes with the word ""tree"", ""me"" or ""restroom""?
A:",me,restroom,0.65
252,"Q: Which word rhymes with the word ""amusing"", ""confusing"" or ""frog""?
A:",confusing,frog,0.0
253,"Q: Which word rhymes with the word ""bag"", ""flag"" or ""northern""?
A:",flag,northern,0.1
254,"Q: Which word rhymes with the word ""disagree"", ""pet"" or ""pea""?
A:",pea,pet,1.0
255,"Q: Which word rhymes with the word ""house"", ""mouse"" or ""fight""?
A:",mouse,fight,0.3
256,"Q: Which word rhymes with the word ""insist"", ""exist"" or ""skating""?
A:",exist,skating,1.0
257,"Q: Which word rhymes with the word ""compete"", ""eat"" or ""beginning""?
A:",eat,beginning,0.0
258,"Q: Which word rhymes with the word ""bounce"", ""sunny"" or ""pronounce""?
A:",pronounce,sunny,0.5
259,"Q: Which word rhymes with the word ""leather"", ""waterfall"" or ""weather""?
A:",weather,waterfall,0.05
260,"Q: Which word rhymes with the word ""neck"", ""annoyed"" or ""check""?
A:",check,annoyed,1.0
261,"Q: Which word rhymes with the word ""pump"", ""platform"" or ""jump""?
A:",jump,platform,0.0
262,"Q: Which word rhymes with the word ""sauce"", ""cross"" or ""disease""?
A:",cross,disease,0.1
263,"Q: Which word rhymes with the word ""guess"", ""chess"" or ""explain""?
A:",chess,explain,0.1
264,"Q: Which word rhymes with the word ""heater"", ""reader"" or ""meter""?
A:",meter,reader,0.0
265,"Q: Which word rhymes with the word ""prescription"", ""description"" or ""danger""?
A:",description,danger,0.0
266,"Q: Which word rhymes with the word ""join"", ""coin"" or ""disappoint""?
A:",coin,disappoint,1.0
267,"Q: Which word rhymes with the word ""believe"", ""achieve"" or ""ski""?
A:",achieve,ski,1.0
268,"Q: Which word rhymes with the word ""plastic"", ""gray"" or ""fantastic""?
A:",fantastic,gray,0.0
269,"Q: Which word rhymes with the word ""bell"", ""hotel"" or ""thunder""?
A:",hotel,thunder,0.0
270,"Q: Which word rhymes with the word ""exist"", ""prepared"" or ""list""?
A:",list,prepared,0.0
271,"Q: Which word rhymes with the word ""cruise"", ""choose"" or ""campsite""?
A:",choose,campsite,0.0
272,"Q: Which word rhymes with the word ""reader"", ""defeat"" or ""leader""?
A:",leader,defeat,1.0
273,"Q: Which word rhymes with the word ""queen"", ""bean"" or ""succeed""?
A:",bean,succeed,0.6
274,"Q: Which word rhymes with the word ""suggest"", ""regularly"" or ""stressed""?
A:",stressed,regularly,1.0
275,"Q: Which word rhymes with the word ""cancer"", ""answer"" or ""still""?
A:",answer,still,0.2
276,"Q: Which word rhymes with the word ""pollution"", ""solution"" or ""butcher""?
A:",solution,butcher,1.0
277,"Q: Which word rhymes with the word ""burn"", ""hair"" or ""learn""?
A:",learn,hair,0.6
278,"Q: Which word rhymes with the word ""compete"", ""find"" or ""beat""?
A:",beat,find,1.0
279,"Q: Which word rhymes with the word ""sick"", ""trick"" or ""behavior""?
A:",trick,behavior,0.35
280,"Q: Which word rhymes with the word ""photography"", ""side"" or ""biography""?
A:",biography,side,0.0
