question_id,perturbation_id,prompt,correct_answer,correct
5,94,"Can you recommend a movie that is similar to The Silence of the Lambs, The Fugitive, Forrest Gump, Heat? Here are your options: (A) Death Race 2
(B) Cannonball Run II
(C) Independence Day
(D) Slumber Party Massacre II.",(C),1.0
5,139,"Given a list of movies Forrest Gump, The Fugitive, The Silence of the Lambs, Heat, recommend a movie similar to them by selecting one of the options provided in (A) Cannonball Run II
(B) Independence Day
(C) Slumber Party Massacre II
(D) Death Race 2.
Output:",(B),1.0
6,75,"Please select a movie that is similar to Pulp Fiction, Inception, Raiders of the Lost Ark, The Shawshank Redemption from the following options: (A) Scouts Guide to the Zombie Apocalypse
(B) Forrest Gump
(C) Beyond the Poseidon Adventure
(D) The Chorus.",(B),1.0
6,79,"Can you suggest movies that are similar to the ones in Pulp Fiction, Raiders of the Lost Ark, The Shawshank Redemption, Inception? Here are your options: (A) Beyond the Poseidon Adventure
(B) Forrest Gump
(C) The Chorus
(D) Scouts Guide to the Zombie Apocalypse.",(B),1.0
6,100,"I need a recommendation for a movie that is similar to the movies in Inception, The Shawshank Redemption, Raiders of the Lost Ark, Pulp Fiction. Please choose an option from the following: (A) Scouts Guide to the Zombie Apocalypse
(B) The Chorus
(C) Forrest Gump
(D) Beyond the Poseidon Adventure.",(C),1.0
6,103,"To complete this task, you need to recommend a movie that is similar to The Shawshank Redemption, Inception, Pulp Fiction, Raiders of the Lost Ark. You will be provided with the following options to choose from: (A) Beyond the Poseidon Adventure
(B) The Chorus
(C) Forrest Gump
(D) Scouts Guide to the Zombie Apocalypse.",(C),1.0
6,137,"Given a list of movies, recommend a movie that is similar to any of the movies in the list. Choose the most appropriate option from the set of movies provided. 
List of movies: Raiders of the Lost Ark, The Shawshank Redemption, Pulp Fiction, Inception
Options:
(A) Forrest Gump
(B) Scouts Guide to the Zombie Apocalypse
(C) The Chorus
(D) Beyond the Poseidon Adventure
Output:",(A),0.6
7,25,"Q: Can you suggest a movie similar to Pulp Fiction, Schindler's List, Braveheart, The Usual Suspects?
Please choose from the following options:
(A) 12 Angry Men
(B) Mo' Better Blues
(C) Mindhunters
(D) The Shawshank Redemption
A:",(D),0.8
7,61,"You are given a list of movies Schindler's List, The Usual Suspects, Braveheart, Pulp Fiction. Please suggest a movie that is similar to them from the following options: (A) Mo' Better Blues
(B) Mindhunters
(C) 12 Angry Men
(D) The Shawshank Redemption.",(D),0.8
7,107,"Given a list of movies, recommend a movie that is most similar to the given list. You will be presented with a list of options to choose from. Select the movie that you think is the best match to the given list of movies.
List of movies: Pulp Fiction, Braveheart, Schindler's List, The Usual Suspects
Options:
(A) Mo' Better Blues
(B) The Shawshank Redemption
(C) 12 Angry Men
(D) Mindhunters
Output:",(B),0.8
7,129,"Given a 'movie_list' and a set of 'options', recommend movies similar to the 'movie_list' in a multi-choice format.
movie_list: The Usual Suspects, Braveheart, Pulp Fiction, Schindler's List
Options:
(A) Mindhunters
(B) The Shawshank Redemption
(C) 12 Angry Men
(D) Mo' Better Blues
Output:",(B),1.0
7,136,"Given a list of movies, recommend a movie that is similar to any of the movies in the list. Choose the best option from the following set of movies: (A) 12 Angry Men
(B) Mo' Better Blues
(C) Mindhunters
(D) The Shawshank Redemption.
List of movies: Pulp Fiction, Schindler's List, Braveheart, The Usual Suspects
Options:
(A) 12 Angry Men
(B) Mo' Better Blues
(C) Mindhunters
(D) The Shawshank Redemption
Output:",(D),1.0
8,11,"Q: Can you suggest a movie similar to The Silence of the Lambs, Braveheart, Jurassic Park, Schindler's List?
Here are some options:
(A) A Hard Day's Night
(B) Showtime
(C) Forrest Gump
(D) Eddie the Eagle
A:",(C),1.0
8,12,"Q: Can you recommend a movie similar to Schindler's List, The Silence of the Lambs, Braveheart, Jurassic Park?
Here are some options:
(A) Eddie the Eagle
(B) A Hard Day's Night
(C) Forrest Gump
(D) Showtime
A:",(C),1.0
8,59,"The task is to find a movie that is similar to The Silence of the Lambs, Jurassic Park, Schindler's List, Braveheart. The options available are: (A) A Hard Day's Night
(B) Eddie the Eagle
(C) Showtime
(D) Forrest Gump. Please suggest a movie from these options.",(D),1.0
8,75,"Please select a movie that is similar to Schindler's List, The Silence of the Lambs, Braveheart, Jurassic Park from the following options: (A) Showtime
(B) A Hard Day's Night
(C) Eddie the Eagle
(D) Forrest Gump.",(D),1.0
8,120,"Given a list of movies, recommend a movie that is most similar to the given list. You will be presented with a multi-choice format where you need to choose the correct answer from a list of movies.
List of movies: Schindler's List, The Silence of the Lambs, Braveheart, Jurassic Park
Options:
(A) A Hard Day's Night
(B) Showtime
(C) Eddie the Eagle
(D) Forrest Gump
Output:",(D),1.0
9,37,"Q: Can you recommend a movie that is similar to the following list of movies: The Matrix, The Lord of the Rings The Two Towers, Star Wars Episode IV - A New Hope, The Lord of the Rings The Fellowship of the Ring? Please choose from the following options:
Options:
(A) The Return
(B) Schindler's List
(C) The Hidden Fortress
(D) The End of the Affair
A:",(B),0.0
9,62,"The goal is to find a movie that is similar to Star Wars Episode IV - A New Hope, The Lord of the Rings The Fellowship of the Ring, The Matrix, The Lord of the Rings The Two Towers. You can choose from the following options: (A) The End of the Affair
(B) The Hidden Fortress
(C) The Return
(D) Schindler's List. Please suggest a movie from these options.",(D),0.0
9,68,"Recommend a movie that is similar to the movies in Star Wars Episode IV - A New Hope, The Matrix, The Lord of the Rings The Fellowship of the Ring, The Lord of the Rings The Two Towers.
Select one of the following options: (A) The End of the Affair
(B) The Hidden Fortress
(C) The Return
(D) Schindler's List",(D),0.0
9,98,"Provide a recommendation for a movie similar to the list of movies provided in The Lord of the Rings The Fellowship of the Ring, The Lord of the Rings The Two Towers, The Matrix, Star Wars Episode IV - A New Hope. You can choose from the following options: (A) The End of the Affair
(B) The Return
(C) Schindler's List
(D) The Hidden Fortress.",(C),0.0
9,155,"Based on a list of movies, recommend a similar movie from a set of options. Choose the option that best matches the given list.
List of movies: The Lord of the Rings The Fellowship of the Ring, Star Wars Episode IV - A New Hope, The Lord of the Rings The Two Towers, The Matrix
Options:
(A) The Return
(B) The Hidden Fortress
(C) The End of the Affair
(D) Schindler's List
Output:",(D),0.0
10,0,"Q: Find a movie similar to Dances with Wolves, The Fugitive, Pulp Fiction, Forrest Gump:
Options:
(A) Stargate
(B) Tae Guk Gi The Brotherhood of War
(C) Chi-Raq
(D) Dragonheart 3 The Sorcerer's Curse
A:",(A),0.6
10,43,"Q: Can you recommend a movie that is similar to Forrest Gump, Pulp Fiction, The Fugitive, Dances with Wolves?
Please choose from the following options:
(A) Chi-Raq
(B) Stargate
(C) Tae Guk Gi The Brotherhood of War
(D) Dragonheart 3 The Sorcerer's Curse",(B),0.4
10,88,"Please suggest a movie that is similar to Dances with Wolves, The Fugitive, Forrest Gump, Pulp Fiction. You can choose from the following options: (A) Chi-Raq
(B) Tae Guk Gi The Brotherhood of War
(C) Stargate
(D) Dragonheart 3 The Sorcerer's Curse.",(C),1.0
10,123,"Please recommend movies similar to the given list of movies. Choose a movie from the list of options that is most similar to the movies in the given movie list.
Movie list: Forrest Gump, Dances with Wolves, Pulp Fiction, The Fugitive
Options:
(A) Dragonheart 3 The Sorcerer's Curse
(B) Stargate
(C) Chi-Raq
(D) Tae Guk Gi The Brotherhood of War
Output:",(B),0.2
10,168,"Given a list of movies, recommend similar movies to the user. You will be presented with a list of options to choose from.
movie_list: Dances with Wolves, Forrest Gump, Pulp Fiction, The Fugitive
Options:
(A) Tae Guk Gi The Brotherhood of War
(B) Dragonheart 3 The Sorcerer's Curse
(C) Chi-Raq
(D) Stargate
Output:",(D),0.0
11,16,"Q: Can you suggest a movie similar to the ones in Pulp Fiction, Forrest Gump, The Shawshank Redemption, The Fugitive?
Choose from the following options:
(A) Dances with Wolves
(B) Anchors Aweigh
(C) Looney Tunes Back in Action
(D) Porky's Revenge
A:",(A),0.8
11,45,"Q: Can you recommend a movie similar to the following The Shawshank Redemption, Pulp Fiction, The Fugitive, Forrest Gump?
Choose from the following options:
(A) Looney Tunes Back in Action
(B) Dances with Wolves
(C) Anchors Aweigh
(D) Porky's Revenge
A:",(B),1.0
11,48,"Please suggest a movie that is similar to The Fugitive, Forrest Gump, The Shawshank Redemption, Pulp Fiction. Here are some options you can choose from: (A) Anchors Aweigh
(B) Porky's Revenge
(C) Looney Tunes Back in Action
(D) Dances with Wolves.",(D),1.0
11,51,"Your task is to suggest a movie that is similar to The Shawshank Redemption, Pulp Fiction, The Fugitive, Forrest Gump. Please choose from the following options: (A) Anchors Aweigh
(B) Dances with Wolves
(C) Porky's Revenge
(D) Looney Tunes Back in Action.",(B),1.0
11,127,"Please recommend movies similar to the given list of movies. You will be provided with a list of movies and you should find a movie similar to them. Then, provide options for the user to choose from. 
Movie list: Forrest Gump, The Fugitive, Pulp Fiction, The Shawshank Redemption
Options:
(A) Looney Tunes Back in Action
(B) Dances with Wolves
(C) Porky's Revenge
(D) Anchors Aweigh
Output:",(B),0.8
12,7,"Q: Can you suggest a movie that is similar to the movies in Forrest Gump, Jurassic Park, Mission Impossible, The Silence of the Lambs?
Options:
(A) Independence Day
(B) Joe Somebody
(C) Dogfight
(D) Twin Peaks Fire Walk with Me
A:",(A),0.8
12,54,"The task is to recommend a movie that is similar to Mission Impossible, The Silence of the Lambs, Forrest Gump, Jurassic Park. You will be presented with a list of options to choose from: (A) Joe Somebody
(B) Twin Peaks Fire Walk with Me
(C) Independence Day
(D) Dogfight.",(C),1.0
12,68,"Recommend a movie that is similar to the movies in Jurassic Park, Forrest Gump, The Silence of the Lambs, Mission Impossible.
Select one of the following options: (A) Twin Peaks Fire Walk with Me
(B) Independence Day
(C) Dogfight
(D) Joe Somebody",(B),1.0
12,123,"Please recommend movies similar to the given list of movies. Choose a movie from the list of options that is most similar to the movies in the given movie list.
Movie list: Mission Impossible, Forrest Gump, Jurassic Park, The Silence of the Lambs
Options:
(A) Dogfight
(B) Joe Somebody
(C) Independence Day
(D) Twin Peaks Fire Walk with Me
Output:",(C),1.0
12,143,"Based on a list of movies, recommend a movie that is most similar to the given list. Choose the best option from the list of choices provided.
List of movies: Mission Impossible, Forrest Gump, The Silence of the Lambs, Jurassic Park
Options:
(A) Twin Peaks Fire Walk with Me
(B) Joe Somebody
(C) Independence Day
(D) Dogfight
Output:",(C),1.0
13,2,"Q: Can you suggest a movie that is similar to The Shawshank Redemption, Pulp Fiction, The Usual Suspects, Fargo?
Options:
(A) A Plasticine Crow
(B) Damage
(C) The Fugitive
(D) Pie in the Sky
A:",(C),1.0
13,28,"Q: Can you recommend a movie similar to the following list: Fargo, The Usual Suspects, The Shawshank Redemption, Pulp Fiction? Choose from the following options:
Options:
(A) The Fugitive
(B) A Plasticine Crow
(C) Pie in the Sky
(D) Damage
A:",(A),1.0
13,110,"Given a list of movies, recommend similar movies using a multi-choice format. You will be presented with a list of options and asked to select the most similar movie.
List of movies: Pulp Fiction, The Usual Suspects, Fargo, The Shawshank Redemption
Options:
(A) A Plasticine Crow
(B) The Fugitive
(C) Pie in the Sky
(D) Damage
Output:",(B),0.8
13,135,"Find a movie similar to a given list of movies. Choose the option that best matches the given list of movies.
movie_list: Pulp Fiction, Fargo, The Usual Suspects, The Shawshank Redemption
Options:
(A) The Fugitive
(B) A Plasticine Crow
(C) Pie in the Sky
(D) Damage
Output:",(A),0.8
13,137,"Given a list of movies, recommend a movie that is similar to any of the movies in the list. Choose the most appropriate option from the set of movies provided. 
List of movies: Fargo, The Shawshank Redemption, The Usual Suspects, Pulp Fiction
Options:
(A) The Fugitive
(B) Pie in the Sky
(C) Damage
(D) A Plasticine Crow
Output:",(A),0.8
14,16,"Q: Can you suggest a movie similar to the ones in Terminator 2 Judgment Day, The Fugitive, Pulp Fiction, The Usual Suspects?
Choose from the following options:
(A) Seven
(B) Welcome to Sarajevo
(C) Sweeney Todd
(D) The Amazing Panda Adventure
A:",(A),0.8
14,39,"Q: Can you recommend a movie that is similar to the following Terminator 2 Judgment Day, The Fugitive, Pulp Fiction, The Usual Suspects?
Options:
(A) Sweeney Todd
(B) Welcome to Sarajevo
(C) The Amazing Panda Adventure
(D) Seven
A:",(D),1.0
14,145,"Based on your movie preferences, we can recommend similar movies for you to watch. We'll provide you with a list of options, and you can select the one that you think is the most similar to your original choice. 
Original movie: Terminator 2 Judgment Day, The Usual Suspects, Pulp Fiction, The Fugitive
Options:
(A) Seven
(B) Sweeney Todd
(C) The Amazing Panda Adventure
(D) Welcome to Sarajevo
Output:",(A),1.0
14,146,"Based on your preferences, we can recommend movies that are similar to the ones you like. We will provide you with a list of options, and you can select the one that you think is the most similar to the movies you provided. 
Movies: Pulp Fiction, The Usual Suspects, The Fugitive, Terminator 2 Judgment Day
Options:
(A) Seven
(B) Welcome to Sarajevo
(C) Sweeney Todd
(D) The Amazing Panda Adventure
Output:",(A),1.0
14,167,"Given a list of movies, recommend similar movies to the user. You will be provided with a list of movies and a set of options to choose from. Your goal is to select the most similar movies to the ones provided in the list.
Movie list: Pulp Fiction, Terminator 2 Judgment Day, The Usual Suspects, The Fugitive
Options:
(A) Welcome to Sarajevo
(B) Sweeney Todd
(C) The Amazing Panda Adventure
(D) Seven
Output:",(D),1.0
15,74,"Your task is to find a movie similar to Seven, Forrest Gump, Fargo, The Silence of the Lambs. You have the following options to choose from: (A) Gandhi
(B) Repo Man
(C) Dogfight
(D) Schindler's List.",(D),0.8
15,88,"Please suggest a movie that is similar to Seven, The Silence of the Lambs, Fargo, Forrest Gump. You can choose from the following options: (A) Repo Man
(B) Gandhi
(C) Schindler's List
(D) Dogfight.",(C),1.0
15,93,"We need a recommendation for a movie that is similar to Forrest Gump, Fargo, The Silence of the Lambs, Seven. Please choose from the following options: (A) Gandhi
(B) Repo Man
(C) Schindler's List
(D) Dogfight.",(C),1.0
15,140,"Q: Find a movie similar to Forrest Gump, Seven, The Silence of the Lambs, Fargo:
Options:
(A) Schindler's List
(B) Repo Man
(C) Gandhi
(D) Dogfight
A:",(A),1.0
15,142,"Based on your movie preferences, we can recommend similar movies for you. Please select the option that you think is most similar to your list of movies.
List of movies: Fargo, Forrest Gump, Seven, The Silence of the Lambs
Options:
(A) Dogfight
(B) Schindler's List
(C) Gandhi
(D) Repo Man
Output:",(B),1.0
16,6,"Q: Can you suggest a movie that is similar to any of the following: Pulp Fiction, Braveheart, Crimson Tide, The Shawshank Redemption?
Options:
(A) A Separation
(B) Goon Last of the Enforcers
(C) The Fugitive
(D) A Very Harold & Kumar 3D Christmas
A:",(C),0.6
16,78,"I need your help to find movies that are similar to Braveheart, The Shawshank Redemption, Crimson Tide, Pulp Fiction. Please choose from the following options: (A) A Separation
(B) A Very Harold & Kumar 3D Christmas
(C) Goon Last of the Enforcers
(D) The Fugitive.",(D),0.8
16,148,"Given a list of movies, recommend the movie that is most similar to them. Choose the option that you think is the best match from the provided list of movies.
List of movies: Crimson Tide, The Shawshank Redemption, Braveheart, Pulp Fiction
Options:
(A) Goon Last of the Enforcers
(B) A Very Harold & Kumar 3D Christmas
(C) The Fugitive
(D) A Separation
Output:",(C),1.0
16,153,"Given a list of movies, recommend a movie that is most similar to the given list. Select the option that you think is the best match.
List of movies: Pulp Fiction, Crimson Tide, The Shawshank Redemption, Braveheart
Options:
(A) A Separation
(B) The Fugitive
(C) Goon Last of the Enforcers
(D) A Very Harold & Kumar 3D Christmas
Output:",(B),1.0
16,156,"Given a list of movies, recommend a similar movie from a list of options. Choose the movie that you think is most similar to the given list.
List of movies: Crimson Tide, Pulp Fiction, The Shawshank Redemption, Braveheart
Options:
(A) The Fugitive
(B) Goon Last of the Enforcers
(C) A Very Harold & Kumar 3D Christmas
(D) A Separation
Output:",(A),0.8
17,31,"Q: Can you suggest a movie that is similar to The Lion King, Schindler's List, The Shawshank Redemption, The Fugitive? Choose the best option from the following:
Options:
(A) The Art of the Steal
(B) Battlestar Galactica The Plan
(C) Breakin' All the Rules
(D) Pulp Fiction
A:",(D),1.0
17,97,"Your task is to find a movie that is similar to Schindler's List, The Fugitive, The Lion King, The Shawshank Redemption. Please choose an option from the following list: (A) Breakin' All the Rules
(B) Battlestar Galactica The Plan
(C) The Art of the Steal
(D) Pulp Fiction.",(D),1.0
17,103,"To complete this task, you need to recommend a movie that is similar to The Fugitive, Schindler's List, The Lion King, The Shawshank Redemption. You will be provided with the following options to choose from: (A) Battlestar Galactica The Plan
(B) Breakin' All the Rules
(C) The Art of the Steal
(D) Pulp Fiction.",(D),1.0
17,110,"Given a list of movies, recommend similar movies using a multi-choice format. You will be presented with a list of options and asked to select the most similar movie.
List of movies: The Fugitive, Schindler's List, The Shawshank Redemption, The Lion King
Options:
(A) Pulp Fiction
(B) The Art of the Steal
(C) Battlestar Galactica The Plan
(D) Breakin' All the Rules
Output:",(A),0.0
17,152,"Given a list of movies, recommend a movie that is most similar to the given list. Choose the correct option from a list of movies provided as choices.
List of movies: The Shawshank Redemption, The Fugitive, Schindler's List, The Lion King
Options:
(A) The Art of the Steal
(B) Pulp Fiction
(C) Breakin' All the Rules
(D) Battlestar Galactica The Plan
Output:",(B),0.0
18,7,"Q: Can you suggest a movie that is similar to the movies in The Shawshank Redemption, Dances with Wolves, Pulp Fiction, Schindler's List?
Options:
(A) Captain America The First Avenger
(B) Braveheart
(C) Easter Parade
(D) Manic
A:",(B),1.0
18,83,"The task is to find a movie that is similar to the list of movies provided in Schindler's List, The Shawshank Redemption, Dances with Wolves, Pulp Fiction. You will be given a set of (A) Captain America The First Avenger
(B) Manic
(C) Braveheart
(D) Easter Parade to choose from.",(C),0.6
18,92,"Your task is to find a movie that is similar to The Shawshank Redemption, Pulp Fiction, Dances with Wolves, Schindler's List. Please select one of the following options: (A) Easter Parade
(B) Manic
(C) Captain America The First Avenger
(D) Braveheart.",(D),0.8
18,138,"Given a list of movies Schindler's List, Dances with Wolves, Pulp Fiction, The Shawshank Redemption, recommend a movie similar to the given list by selecting one of the options provided in (A) Easter Parade
(B) Captain America The First Avenger
(C) Braveheart
(D) Manic.
Output:
Recommended movie:",(C),0.8
18,154,"Given a list of movies, recommend a similar movie from the following options. Select the option that you think is most similar to the given list of movies.
List of movies: Pulp Fiction, The Shawshank Redemption, Dances with Wolves, Schindler's List
Options:
(A) Braveheart
(B) Manic
(C) Captain America The First Avenger
(D) Easter Parade
Output:
Recommended movie:",(A),0.6
19,26,"Q: Can you recommend a movie similar to Jurassic Park, Beauty and the Beast, Independence Day, Forrest Gump? Choose from the following options:
Options:
(A) Extreme Measures
(B) Kicking Off
(C) The Bag Man
(D) The Silence of the Lambs
A:",(D),0.6
19,74,"Your task is to find a movie similar to Independence Day, Beauty and the Beast, Jurassic Park, Forrest Gump. You have the following options to choose from: (A) Extreme Measures
(B) The Silence of the Lambs
(C) The Bag Man
(D) Kicking Off.",(B),0.0
19,89,"Given the list of movies Jurassic Park, Independence Day, Beauty and the Beast, Forrest Gump, please recommend a movie that is similar to them. You can choose from the following options: (A) The Bag Man
(B) Extreme Measures
(C) Kicking Off
(D) The Silence of the Lambs.",(D),0.8
19,133,"Recommend a movie similar to the given list of movies.
movie_list: Forrest Gump, Jurassic Park, Beauty and the Beast, Independence Day
Options:
(A) The Bag Man
(B) Extreme Measures
(C) Kicking Off
(D) The Silence of the Lambs
Output:",(D),1.0
19,134,"Find a movie similar to a given list of movies. Choose the option that best matches the given list of movies.
Movie list: Independence Day, Jurassic Park, Beauty and the Beast, Forrest Gump
Options:
(A) Kicking Off
(B) The Silence of the Lambs
(C) The Bag Man
(D) Extreme Measures
Output:",(B),1.0
20,64,"The task is to recommend a movie that is similar to Mr Holland's Opus, Dances with Wolves, The Shawshank Redemption, Forrest Gump from the following options: (A) The Great Gatsby
(B) PK
(C) Casper Meets Wendy
(D) Philadelphia.",(D),1.0
20,69,"Based on the list of movies Forrest Gump, Dances with Wolves, The Shawshank Redemption, Mr Holland's Opus, suggest a movie that is similar.
Choose from the following options: (A) The Great Gatsby
(B) Philadelphia
(C) PK
(D) Casper Meets Wendy",(B),1.0
20,82,"Given a list of movies in The Shawshank Redemption, Mr Holland's Opus, Dances with Wolves, Forrest Gump, recommend a movie that is similar to them. You will be provided with a set of (A) The Great Gatsby
(B) Casper Meets Wendy
(C) PK
(D) Philadelphia to choose from.",(D),1.0
20,94,"Can you recommend a movie that is similar to Forrest Gump, The Shawshank Redemption, Mr Holland's Opus, Dances with Wolves? Here are your options: (A) PK
(B) Philadelphia
(C) The Great Gatsby
(D) Casper Meets Wendy.",(B),0.8
20,139,"Given a list of movies Dances with Wolves, The Shawshank Redemption, Mr Holland's Opus, Forrest Gump, recommend a movie similar to them by selecting one of the options provided in (A) PK
(B) Casper Meets Wendy
(C) Philadelphia
(D) The Great Gatsby.
Output:",(C),1.0
21,15,"Find a movie similar to the movies in Pulp Fiction, Forrest Gump, Raiders of the Lost Ark, Inception. Which of the following options do you prefer?
Options:
(A) Clash of the Titans
(B) Independence Day
(C) Fantastic Mr Fox
(D) Who's Afraid of Virginia Woolf",(B),0.8
21,17,"Q: Could you suggest a movie that is similar to Pulp Fiction, Raiders of the Lost Ark, Inception, Forrest Gump?
Here are some options:
(A) Clash of the Titans
(B) Who's Afraid of Virginia Woolf
(C) Fantastic Mr Fox
(D) Independence Day
A:",(D),1.0
21,87,"You are tasked with finding a movie that is similar to the list of movies provided in Raiders of the Lost Ark, Forrest Gump, Inception, Pulp Fiction. You will have to choose from a set of (A) Who's Afraid of Virginia Woolf
(B) Independence Day
(C) Fantastic Mr Fox
(D) Clash of the Titans.",(B),1.0
21,101,"Please recommend a movie that is similar to the list of movies in Raiders of the Lost Ark, Forrest Gump, Inception, Pulp Fiction. The options are as follows: (A) Independence Day
(B) Clash of the Titans
(C) Fantastic Mr Fox
(D) Who's Afraid of Virginia Woolf.",(A),1.0
