question_id,prompt,correct_answer,distractor,correct
23,"Q: In an alphabetical order, which of the words ""plane"" and ""bottom"" comes first?
A:",bottom,plane,0.2
24,"Q: In an alphabetical order, which of the words ""lunchtime"" and ""watch"" comes first?
A:",lunchtime,watch,0.25
25,"Q: In an alphabetical order, which of the words ""sport"" and ""country"" comes first?
A:",country,sport,0.5
26,"Q: In an alphabetical order, which of the words ""dress"" and ""just"" comes first?
A:",dress,just,0.5
27,"Q: In an alphabetical order, which of the words ""west"" and ""plus"" comes first?
A:",plus,west,0.85
28,"Q: In an alphabetical order, which of the words ""grass"" and ""last"" comes first?
A:",grass,last,0.2
29,"Q: In an alphabetical order, which of the words ""crowded"" and ""computer"" comes first?
A:",computer,crowded,0.6
30,"Q: In an alphabetical order, which of the words ""ago"" and ""all"" comes first?
A:",ago,all,1.0
31,"Q: In an alphabetical order, which of the words ""cake"" and ""hate"" comes first?
A:",cake,hate,0.3
32,"Q: In an alphabetical order, which of the words ""grilled"" and ""cook"" comes first?
A:",cook,grilled,0.2
33,"Q: In an alphabetical order, which of the words ""opera"" and ""meeting"" comes first?
A:",meeting,opera,0.75
34,"Q: In an alphabetical order, which of the words ""pleasant"" and ""sell"" comes first?
A:",pleasant,sell,0.35
35,"Q: In an alphabetical order, which of the words ""strange"" and ""hurry"" comes first?
A:",hurry,strange,0.3
36,"Q: In an alphabetical order, which of the words ""hotel"" and ""love"" comes first?
A:",hotel,love,0.35
37,"Q: In an alphabetical order, which of the words ""shopping"" and ""theater"" comes first?
A:",shopping,theater,0.05
38,"Q: In an alphabetical order, which of the words ""lemon"" and ""latest"" comes first?
A:",latest,lemon,1.0
39,"Q: In an alphabetical order, which of the words ""remember"" and ""should"" comes first?
A:",remember,should,0.15
40,"Q: In an alphabetical order, which of the words ""comic"" and ""street"" comes first?
A:",comic,street,0.95
41,"Q: In an alphabetical order, which of the words ""directions"" and ""square"" comes first?
A:",directions,square,0.35
42,"Q: In an alphabetical order, which of the words ""waitress"" and ""midnight"" comes first?
A:",midnight,waitress,0.1
43,"Q: In an alphabetical order, which of the words ""question"" and ""boot"" comes first?
A:",boot,question,0.15
44,"Q: In an alphabetical order, which of the words ""gas"" and ""sausage"" comes first?
A:",gas,sausage,0.85
45,"Q: In an alphabetical order, which of the words ""oh"" and ""in"" comes first?
A:",in,oh,0.85
46,"Q: In an alphabetical order, which of the words ""mirror"" and ""lucky"" comes first?
A:",lucky,mirror,0.7
47,"Q: In an alphabetical order, which of the words ""group"" and ""castle"" comes first?
A:",castle,group,0.8
48,"Q: In an alphabetical order, which of the words ""street"" and ""sausage"" comes first?
A:",sausage,street,0.3
49,"Q: In an alphabetical order, which of the words ""policeman"" and ""single"" comes first?
A:",policeman,single,0.15
50,"Q: In an alphabetical order, which of the words ""group"" and ""below"" comes first?
A:",below,group,0.9
51,"Q: In an alphabetical order, which of the words ""twice"" and ""curtain"" comes first?
A:",curtain,twice,0.1
52,"Q: In an alphabetical order, which of the words ""toilet"" and ""card"" comes first?
A:",card,toilet,0.5
53,"Q: In an alphabetical order, which of the words ""call"" and ""computer"" comes first?
A:",call,computer,0.25
54,"Q: In an alphabetical order, which of the words ""mango"" and ""sunny"" comes first?
A:",mango,sunny,0.2
55,"Q: In an alphabetical order, which of the words ""important"" and ""woods"" comes first?
A:",important,woods,0.0
56,"Q: In an alphabetical order, which of the words ""glass"" and ""fly"" comes first?
A:",fly,glass,0.05
57,"Q: In an alphabetical order, which of the words ""reading"" and ""boat"" comes first?
A:",boat,reading,0.05
58,"Q: In an alphabetical order, which of the words ""very"" and ""strong"" comes first?
A:",strong,very,0.25
59,"Q: In an alphabetical order, which of the words ""bicycle"" and ""yellow"" comes first?
A:",bicycle,yellow,0.15
60,"Q: In an alphabetical order, which of the words ""worker"" and ""lunch"" comes first?
A:",lunch,worker,0.6
61,"Q: In an alphabetical order, which of the words ""now"" and ""mountain"" comes first?
A:",mountain,now,0.45
62,"Q: In an alphabetical order, which of the words ""normal"" and ""jazz"" comes first?
A:",jazz,normal,0.3
63,"Q: In an alphabetical order, which of the words ""clear"" and ""thing"" comes first?
A:",clear,thing,0.1
64,"Q: In an alphabetical order, which of the words ""them"" and ""crazy"" comes first?
A:",crazy,them,0.0
65,"Q: In an alphabetical order, which of the words ""details"" and ""space"" comes first?
A:",details,space,0.65
66,"Q: In an alphabetical order, which of the words ""often"" and ""next"" comes first?
A:",next,often,0.65
67,"Q: In an alphabetical order, which of the words ""shop"" and ""discuss"" comes first?
A:",discuss,shop,0.6
68,"Q: In an alphabetical order, which of the words ""wrong"" and ""tram"" comes first?
A:",tram,wrong,0.1
69,"Q: In an alphabetical order, which of the words ""grandparent"" and ""company"" comes first?
A:",company,grandparent,0.75
70,"Q: In an alphabetical order, which of the words ""cola"" and ""enjoy"" comes first?
A:",cola,enjoy,0.0
71,"Q: In an alphabetical order, which of the words ""know"" and ""tourist"" comes first?
A:",know,tourist,0.2
72,"Q: In an alphabetical order, which of the words ""pleasant"" and ""candy"" comes first?
A:",candy,pleasant,0.1
73,"Q: In an alphabetical order, which of the words ""garlic"" and ""gift"" comes first?
A:",garlic,gift,0.0
74,"Q: In an alphabetical order, which of the words ""advertisement"" and ""policewoman"" comes first?
A:",advertisement,policewoman,0.45
75,"Q: In an alphabetical order, which of the words ""cheese"" and ""violin"" comes first?
A:",cheese,violin,0.7
76,"Q: In an alphabetical order, which of the words ""when"" and ""comic"" comes first?
A:",comic,when,0.45
77,"Q: In an alphabetical order, which of the words ""summer"" and ""shelf"" comes first?
A:",shelf,summer,0.55
78,"Q: In an alphabetical order, which of the words ""heart"" and ""difficult"" comes first?
A:",difficult,heart,0.3
79,"Q: In an alphabetical order, which of the words ""salesperson"" and ""uniform"" comes first?
A:",salesperson,uniform,0.35
80,"Q: In an alphabetical order, which of the words ""flower"" and ""rock"" comes first?
A:",flower,rock,0.3
81,"Q: In an alphabetical order, which of the words ""subway"" and ""camping"" comes first?
A:",camping,subway,0.35
82,"Q: In an alphabetical order, which of the words ""photograph"" and ""most"" comes first?
A:",most,photograph,0.0
83,"Q: In an alphabetical order, which of the words ""sleep"" and ""read"" comes first?
A:",read,sleep,1.0
84,"Q: In an alphabetical order, which of the words ""a"" and ""comparative"" comes first?
A:",a,comparative,0.65
85,"Q: In an alphabetical order, which of the words ""foggy"" and ""child"" comes first?
A:",child,foggy,0.85
86,"Q: In an alphabetical order, which of the words ""clock"" and ""question"" comes first?
A:",clock,question,0.7
87,"Q: In an alphabetical order, which of the words ""brush"" and ""negative"" comes first?
A:",brush,negative,0.3
88,"Q: In an alphabetical order, which of the words ""midnight"" and ""till"" comes first?
A:",midnight,till,0.0
89,"Q: In an alphabetical order, which of the words ""notice"" and ""notebook"" comes first?
A:",notebook,notice,0.15
90,"Q: In an alphabetical order, which of the words ""drawing"" and ""anything"" comes first?
A:",anything,drawing,0.8
91,"Q: In an alphabetical order, which of the words ""mechanic"" and ""may"" comes first?
A:",may,mechanic,0.0
92,"Q: In an alphabetical order, which of the words ""mean"" and ""library"" comes first?
A:",library,mean,0.4
93,"Q: In an alphabetical order, which of the words ""holiday"" and ""meeting"" comes first?
A:",holiday,meeting,0.5
94,"Q: In an alphabetical order, which of the words ""a"" and ""fantastic"" comes first?
A:",a,fantastic,0.5
95,"Q: In an alphabetical order, which of the words ""block"" and ""less"" comes first?
A:",block,less,0.1
96,"Q: In an alphabetical order, which of the words ""adult"" and ""sick"" comes first?
A:",adult,sick,0.8
97,"Q: In an alphabetical order, which of the words ""job"" and ""receive"" comes first?
A:",job,receive,0.4
98,"Q: In an alphabetical order, which of the words ""time"" and ""money"" comes first?
A:",money,time,0.15
99,"Q: In an alphabetical order, which of the words ""its"" and ""sink"" comes first?
A:",its,sink,0.2
100,"Q: In an alphabetical order, which of the words ""toothbrush"" and ""sweet"" comes first?
A:",sweet,toothbrush,0.05
101,"Q: In an alphabetical order, which of the words ""those"" and ""cent"" comes first?
A:",cent,those,0.75
102,"Q: In an alphabetical order, which of the words ""blouse"" and ""refrigerator"" comes first?
A:",blouse,refrigerator,0.4
103,"Q: In an alphabetical order, which of the words ""really"" and ""bottom"" comes first?
A:",bottom,really,0.25
104,"Q: In an alphabetical order, which of the words ""rabbit"" and ""between"" comes first?
A:",between,rabbit,1.0
105,"Q: In an alphabetical order, which of the words ""normal"" and ""cent"" comes first?
A:",cent,normal,0.15
106,"Q: In an alphabetical order, which of the words ""more"" and ""bicycle"" comes first?
A:",bicycle,more,0.2
107,"Q: In an alphabetical order, which of the words ""page"" and ""wheel"" comes first?
A:",page,wheel,0.65
108,"Q: In an alphabetical order, which of the words ""scooter"" and ""pencil"" comes first?
A:",pencil,scooter,0.65
109,"Q: In an alphabetical order, which of the words ""cafeteria"" and ""polite"" comes first?
A:",cafeteria,polite,0.75
110,"Q: In an alphabetical order, which of the words ""nice"" and ""hard"" comes first?
A:",hard,nice,0.1
111,"Q: In an alphabetical order, which of the words ""volleyball"" and ""strong"" comes first?
A:",strong,volleyball,0.15
112,"Q: In an alphabetical order, which of the words ""all"" and ""repair"" comes first?
A:",all,repair,0.75
113,"Q: In an alphabetical order, which of the words ""us"" and ""never"" comes first?
A:",never,us,0.1
114,"Q: In an alphabetical order, which of the words ""make"" and ""nature"" comes first?
A:",make,nature,0.5
115,"Q: In an alphabetical order, which of the words ""something"" and ""this"" comes first?
A:",something,this,0.3
116,"Q: In an alphabetical order, which of the words ""empty"" and ""nationality"" comes first?
A:",empty,nationality,0.8
117,"Q: In an alphabetical order, which of the words ""play"" and ""week"" comes first?
A:",play,week,0.4
118,"Q: In an alphabetical order, which of the words ""keyboard"" and ""health"" comes first?
A:",health,keyboard,0.2
119,"Q: In an alphabetical order, which of the words ""since"" and ""passenger"" comes first?
A:",passenger,since,0.0
120,"Q: In an alphabetical order, which of the words ""airplane"" and ""college"" comes first?
A:",airplane,college,0.95
121,"Q: In an alphabetical order, which of the words ""computer"" and ""other"" comes first?
A:",computer,other,0.9
122,"Q: In an alphabetical order, which of the words ""tomorrow"" and ""usually"" comes first?
A:",tomorrow,usually,0.15
123,"Q: In an alphabetical order, which of the words ""place"" and ""toy"" comes first?
A:",place,toy,0.35
124,"Q: In an alphabetical order, which of the words ""mother"" and ""tired"" comes first?
A:",mother,tired,0.35
125,"Q: In an alphabetical order, which of the words ""invite"" and ""lost"" comes first?
A:",invite,lost,0.7
126,"Q: In an alphabetical order, which of the words ""mirror"" and ""soon"" comes first?
A:",mirror,soon,0.25
127,"Q: In an alphabetical order, which of the words ""at"" and ""singer"" comes first?
A:",at,singer,0.25
128,"Q: In an alphabetical order, which of the words ""story"" and ""weather"" comes first?
A:",story,weather,0.95
129,"Q: In an alphabetical order, which of the words ""floor"" and ""yes"" comes first?
A:",floor,yes,0.6
130,"Q: In an alphabetical order, which of the words ""college"" and ""various"" comes first?
A:",college,various,0.35
131,"Q: In an alphabetical order, which of the words ""policeman"" and ""write"" comes first?
A:",policeman,write,0.4
132,"Q: In an alphabetical order, which of the words ""noun"" and ""television"" comes first?
A:",noun,television,0.0
133,"Q: In an alphabetical order, which of the words ""discount"" and ""closet"" comes first?
A:",closet,discount,0.1
134,"Q: In an alphabetical order, which of the words ""afterward"" and ""agree"" comes first?
A:",afterward,agree,0.3
135,"Q: In an alphabetical order, which of the words ""again"" and ""daily"" comes first?
A:",again,daily,0.15
136,"Q: In an alphabetical order, which of the words ""lend"" and ""short"" comes first?
A:",lend,short,0.6
137,"Q: In an alphabetical order, which of the words ""folder"" and ""name"" comes first?
A:",folder,name,0.4
138,"Q: In an alphabetical order, which of the words ""interesting"" and ""ball"" comes first?
A:",ball,interesting,0.4
139,"Q: In an alphabetical order, which of the words ""mango"" and ""spell"" comes first?
A:",mango,spell,0.8
140,"Q: In an alphabetical order, which of the words ""will"" and ""believe"" comes first?
A:",believe,will,0.35
141,"Q: In an alphabetical order, which of the words ""details"" and ""shut"" comes first?
A:",details,shut,0.35
142,"Q: In an alphabetical order, which of the words ""second"" and ""point"" comes first?
A:",point,second,0.2
143,"Q: In an alphabetical order, which of the words ""regular"" and ""left"" comes first?
A:",left,regular,0.5
144,"Q: In an alphabetical order, which of the words ""inside"" and ""get"" comes first?
A:",get,inside,0.0
145,"Q: In an alphabetical order, which of the words ""school"" and ""world"" comes first?
A:",school,world,0.7
146,"Q: In an alphabetical order, which of the words ""special"" and ""suit"" comes first?
A:",special,suit,0.65
147,"Q: In an alphabetical order, which of the words ""unhappy"" and ""railroad"" comes first?
A:",railroad,unhappy,0.1
148,"Q: In an alphabetical order, which of the words ""hello"" and ""stove"" comes first?
A:",hello,stove,0.5
149,"Q: In an alphabetical order, which of the words ""kid"" and ""choose"" comes first?
A:",choose,kid,0.45
150,"Q: In an alphabetical order, which of the words ""wow"" and ""kilogram"" comes first?
A:",kilogram,wow,0.65
151,"Q: In an alphabetical order, which of the words ""grass"" and ""anybody"" comes first?
A:",anybody,grass,0.8
152,"Q: In an alphabetical order, which of the words ""unusual"" and ""sausage"" comes first?
A:",sausage,unusual,0.15
153,"Q: In an alphabetical order, which of the words ""cleaner"" and ""teach"" comes first?
A:",cleaner,teach,0.25
154,"Q: In an alphabetical order, which of the words ""laptop"" and ""opposite"" comes first?
A:",laptop,opposite,0.55
155,"Q: In an alphabetical order, which of the words ""crowd"" and ""latest"" comes first?
A:",crowd,latest,0.0
156,"Q: In an alphabetical order, which of the words ""class"" and ""sandwich"" comes first?
A:",class,sandwich,0.8
157,"Q: In an alphabetical order, which of the words ""simple"" and ""store"" comes first?
A:",simple,store,0.8
158,"Q: In an alphabetical order, which of the words ""surprise"" and ""son"" comes first?
A:",son,surprise,0.35
159,"Q: In an alphabetical order, which of the words ""enough"" and ""hiking"" comes first?
A:",enough,hiking,0.6
160,"Q: In an alphabetical order, which of the words ""night"" and ""basketball"" comes first?
A:",basketball,night,0.0
161,"Q: In an alphabetical order, which of the words ""exciting"" and ""end"" comes first?
A:",end,exciting,0.45
162,"Q: In an alphabetical order, which of the words ""crazy"" and ""tennis"" comes first?
A:",crazy,tennis,0.1
163,"Q: In an alphabetical order, which of the words ""month"" and ""ham"" comes first?
A:",ham,month,0.2
164,"Q: In an alphabetical order, which of the words ""actually"" and ""queen"" comes first?
A:",actually,queen,0.8
165,"Q: In an alphabetical order, which of the words ""reason"" and ""bad"" comes first?
A:",bad,reason,0.05
166,"Q: In an alphabetical order, which of the words ""excited"" and ""worried"" comes first?
A:",excited,worried,0.45
167,"Q: In an alphabetical order, which of the words ""cap"" and ""shorts"" comes first?
A:",cap,shorts,0.1
168,"Q: In an alphabetical order, which of the words ""balloon"" and ""man"" comes first?
A:",balloon,man,0.25
169,"Q: In an alphabetical order, which of the words ""stop"" and ""forget"" comes first?
A:",forget,stop,0.25
170,"Q: In an alphabetical order, which of the words ""student"" and ""fork"" comes first?
A:",fork,student,0.05
171,"Q: In an alphabetical order, which of the words ""library"" and ""plastic"" comes first?
A:",library,plastic,0.75
172,"Q: In an alphabetical order, which of the words ""do"" and ""repeat"" comes first?
A:",do,repeat,0.65
173,"Q: In an alphabetical order, which of the words ""birth"" and ""quiet"" comes first?
A:",birth,quiet,0.25
174,"Q: In an alphabetical order, which of the words ""village"" and ""fork"" comes first?
A:",fork,village,0.15
175,"Q: In an alphabetical order, which of the words ""excellent"" and ""may"" comes first?
A:",excellent,may,0.6
176,"Q: In an alphabetical order, which of the words ""save"" and ""camping"" comes first?
A:",camping,save,0.6
177,"Q: In an alphabetical order, which of the words ""exactly"" and ""jazz"" comes first?
A:",exactly,jazz,1.0
178,"Q: In an alphabetical order, which of the words ""dark"" and ""boss"" comes first?
A:",boss,dark,0.3
179,"Q: In an alphabetical order, which of the words ""carrot"" and ""cry"" comes first?
A:",carrot,cry,0.35
180,"Q: In an alphabetical order, which of the words ""doll"" and ""poster"" comes first?
A:",doll,poster,0.4
181,"Q: In an alphabetical order, which of the words ""big"" and ""meeting"" comes first?
A:",big,meeting,0.5
182,"Q: In an alphabetical order, which of the words ""difference"" and ""mix"" comes first?
A:",difference,mix,0.9
183,"Q: In an alphabetical order, which of the words ""drawing"" and ""date"" comes first?
A:",date,drawing,0.25
184,"Q: In an alphabetical order, which of the words ""playground"" and ""way"" comes first?
A:",playground,way,0.55
185,"Q: In an alphabetical order, which of the words ""snake"" and ""phone"" comes first?
A:",phone,snake,0.45
186,"Q: In an alphabetical order, which of the words ""now"" and ""grandparent"" comes first?
A:",grandparent,now,0.25
187,"Q: In an alphabetical order, which of the words ""cheese"" and ""begin"" comes first?
A:",begin,cheese,0.65
188,"Q: In an alphabetical order, which of the words ""thing"" and ""box"" comes first?
A:",box,thing,0.2
189,"Q: In an alphabetical order, which of the words ""bandage"" and ""face"" comes first?
A:",bandage,face,0.45
190,"Q: In an alphabetical order, which of the words ""lose"" and ""easy"" comes first?
A:",easy,lose,0.2
191,"Q: In an alphabetical order, which of the words ""back"" and ""everything"" comes first?
A:",back,everything,0.55
192,"Q: In an alphabetical order, which of the words ""year"" and ""beach"" comes first?
A:",beach,year,0.05
193,"Q: In an alphabetical order, which of the words ""postcard"" and ""paint"" comes first?
A:",paint,postcard,0.15
194,"Q: In an alphabetical order, which of the words ""cent"" and ""ride"" comes first?
A:",cent,ride,0.1
195,"Q: In an alphabetical order, which of the words ""final"" and ""hey"" comes first?
A:",final,hey,0.25
196,"Q: In an alphabetical order, which of the words ""useful"" and ""field"" comes first?
A:",field,useful,0.0
197,"Q: In an alphabetical order, which of the words ""anyway"" and ""video"" comes first?
A:",anyway,video,0.2
198,"Q: In an alphabetical order, which of the words ""himself"" and ""foreign"" comes first?
A:",foreign,himself,0.15
199,"Q: In an alphabetical order, which of the words ""interesting"" and ""clean"" comes first?
A:",clean,interesting,0.0
200,"Q: In an alphabetical order, which of the words ""herself"" and ""little"" comes first?
A:",herself,little,0.05
201,"Q: In an alphabetical order, which of the words ""hour"" and ""very"" comes first?
A:",hour,very,0.1
202,"Q: In an alphabetical order, which of the words ""once"" and ""nothing"" comes first?
A:",nothing,once,0.2
203,"Q: In an alphabetical order, which of the words ""always"" and ""eye"" comes first?
A:",always,eye,0.4
204,"Q: In an alphabetical order, which of the words ""badminton"" and ""favorite"" comes first?
A:",badminton,favorite,0.0
205,"Q: In an alphabetical order, which of the words ""reading"" and ""semester"" comes first?
A:",reading,semester,0.25
206,"Q: In an alphabetical order, which of the words ""taxi"" and ""cathedral"" comes first?
A:",cathedral,taxi,0.5
207,"Q: In an alphabetical order, which of the words ""umbrella"" and ""join"" comes first?
A:",join,umbrella,0.55
208,"Q: In an alphabetical order, which of the words ""beginning"" and ""bookshelf"" comes first?
A:",beginning,bookshelf,0.05
209,"Q: In an alphabetical order, which of the words ""yard"" and ""mean"" comes first?
A:",mean,yard,0.05
210,"Q: In an alphabetical order, which of the words ""stand"" and ""secretary"" comes first?
A:",secretary,stand,0.45
211,"Q: In an alphabetical order, which of the words ""teenager"" and ""hello"" comes first?
A:",hello,teenager,0.35
212,"Q: In an alphabetical order, which of the words ""racket"" and ""kill"" comes first?
A:",kill,racket,0.05
213,"Q: In an alphabetical order, which of the words ""who"" and ""interesting"" comes first?
A:",interesting,who,0.45
214,"Q: In an alphabetical order, which of the words ""swimming"" and ""basketball"" comes first?
A:",basketball,swimming,0.1
215,"Q: In an alphabetical order, which of the words ""notice"" and ""below"" comes first?
A:",below,notice,0.9
216,"Q: In an alphabetical order, which of the words ""nature"" and ""noun"" comes first?
A:",nature,noun,0.05
217,"Q: In an alphabetical order, which of the words ""want"" and ""bring"" comes first?
A:",bring,want,0.25
218,"Q: In an alphabetical order, which of the words ""its"" and ""many"" comes first?
A:",its,many,0.55
219,"Q: In an alphabetical order, which of the words ""noun"" and ""notice"" comes first?
A:",notice,noun,0.0
220,"Q: In an alphabetical order, which of the words ""box"" and ""noisy"" comes first?
A:",box,noisy,0.4
221,"Q: In an alphabetical order, which of the words ""goal"" and ""loud"" comes first?
A:",goal,loud,0.15
222,"Q: In an alphabetical order, which of the words ""gram"" and ""kitchen"" comes first?
A:",gram,kitchen,0.5
223,"Q: In an alphabetical order, which of the words ""floor"" and ""often"" comes first?
A:",floor,often,0.4
224,"Q: In an alphabetical order, which of the words ""welcome"" and ""copy"" comes first?
A:",copy,welcome,0.5
225,"Q: In an alphabetical order, which of the words ""baby"" and ""should"" comes first?
A:",baby,should,0.3
226,"Q: In an alphabetical order, which of the words ""unhappy"" and ""mirror"" comes first?
A:",mirror,unhappy,0.15
227,"Q: In an alphabetical order, which of the words ""each"" and ""visit"" comes first?
A:",each,visit,0.7
228,"Q: In an alphabetical order, which of the words ""goal"" and ""path"" comes first?
A:",goal,path,0.65
229,"Q: In an alphabetical order, which of the words ""both"" and ""farm"" comes first?
A:",both,farm,0.65
230,"Q: In an alphabetical order, which of the words ""try"" and ""crowded"" comes first?
A:",crowded,try,0.05
231,"Q: In an alphabetical order, which of the words ""number"" and ""curtain"" comes first?
A:",curtain,number,0.1
232,"Q: In an alphabetical order, which of the words ""unfortunately"" and ""side"" comes first?
A:",side,unfortunately,0.15
233,"Q: In an alphabetical order, which of the words ""meter"" and ""stand"" comes first?
A:",meter,stand,0.15
234,"Q: In an alphabetical order, which of the words ""week"" and ""playground"" comes first?
A:",playground,week,0.4
235,"Q: In an alphabetical order, which of the words ""pass"" and ""tour"" comes first?
A:",pass,tour,0.6
236,"Q: In an alphabetical order, which of the words ""stadium"" and ""extra"" comes first?
A:",extra,stadium,0.4
237,"Q: In an alphabetical order, which of the words ""forest"" and ""everybody"" comes first?
A:",everybody,forest,0.0
238,"Q: In an alphabetical order, which of the words ""badminton"" and ""guess"" comes first?
A:",badminton,guess,0.1
239,"Q: In an alphabetical order, which of the words ""almost"" and ""big"" comes first?
A:",almost,big,0.3
240,"Q: In an alphabetical order, which of the words ""further"" and ""spell"" comes first?
A:",further,spell,0.55
241,"Q: In an alphabetical order, which of the words ""earn"" and ""look"" comes first?
A:",earn,look,0.35
242,"Q: In an alphabetical order, which of the words ""big"" and ""poor"" comes first?
A:",big,poor,0.6
243,"Q: In an alphabetical order, which of the words ""pull"" and ""fit"" comes first?
A:",fit,pull,0.35
244,"Q: In an alphabetical order, which of the words ""nationality"" and ""animal"" comes first?
A:",animal,nationality,0.05
245,"Q: In an alphabetical order, which of the words ""record"" and ""surfing"" comes first?
A:",record,surfing,0.5
246,"Q: In an alphabetical order, which of the words ""soccer"" and ""surfing"" comes first?
A:",soccer,surfing,0.5
247,"Q: In an alphabetical order, which of the words ""chef"" and ""door"" comes first?
A:",chef,door,0.15
248,"Q: In an alphabetical order, which of the words ""expensive"" and ""save"" comes first?
A:",expensive,save,0.8
249,"Q: In an alphabetical order, which of the words ""animal"" and ""lemonade"" comes first?
A:",animal,lemonade,0.65
250,"Q: In an alphabetical order, which of the words ""put"" and ""cake"" comes first?
A:",cake,put,0.85
251,"Q: In an alphabetical order, which of the words ""for"" and ""furniture"" comes first?
A:",for,furniture,0.1
252,"Q: In an alphabetical order, which of the words ""policewoman"" and ""chef"" comes first?
A:",chef,policewoman,0.25
253,"Q: In an alphabetical order, which of the words ""so"" and ""story"" comes first?
A:",so,story,0.25
254,"Q: In an alphabetical order, which of the words ""city"" and ""win"" comes first?
A:",city,win,0.5
255,"Q: In an alphabetical order, which of the words ""number"" and ""guide"" comes first?
A:",guide,number,0.4
256,"Q: In an alphabetical order, which of the words ""inside"" and ""bridge"" comes first?
A:",bridge,inside,0.35
257,"Q: In an alphabetical order, which of the words ""away"" and ""cereal"" comes first?
A:",away,cereal,0.85
258,"Q: In an alphabetical order, which of the words ""buy"" and ""brush"" comes first?
A:",brush,buy,0.3
259,"Q: In an alphabetical order, which of the words ""she"" and ""kind"" comes first?
A:",kind,she,0.0
260,"Q: In an alphabetical order, which of the words ""then"" and ""per"" comes first?
A:",per,then,0.55
261,"Q: In an alphabetical order, which of the words ""who"" and ""shut"" comes first?
A:",shut,who,0.05
262,"Q: In an alphabetical order, which of the words ""latest"" and ""earn"" comes first?
A:",earn,latest,0.35
263,"Q: In an alphabetical order, which of the words ""purse"" and ""dancer"" comes first?
A:",dancer,purse,0.25
264,"Q: In an alphabetical order, which of the words ""spend"" and ""glove"" comes first?
A:",glove,spend,0.75
265,"Q: In an alphabetical order, which of the words ""our"" and ""closed"" comes first?
A:",closed,our,0.35
266,"Q: In an alphabetical order, which of the words ""yours"" and ""cloud"" comes first?
A:",cloud,yours,0.15
267,"Q: In an alphabetical order, which of the words ""all"" and ""over"" comes first?
A:",all,over,0.75
268,"Q: In an alphabetical order, which of the words ""of"" and ""sad"" comes first?
A:",of,sad,0.55
269,"Q: In an alphabetical order, which of the words ""toast"" and ""some"" comes first?
A:",some,toast,0.9
270,"Q: In an alphabetical order, which of the words ""describe"" and ""a"" comes first?
A:",a,describe,0.75
271,"Q: In an alphabetical order, which of the words ""luggage"" and ""hockey"" comes first?
A:",hockey,luggage,0.45
272,"Q: In an alphabetical order, which of the words ""language"" and ""centimeter"" comes first?
A:",centimeter,language,0.65
273,"Q: In an alphabetical order, which of the words ""classroom"" and ""leg"" comes first?
A:",classroom,leg,0.75
274,"Q: In an alphabetical order, which of the words ""diary"" and ""pain"" comes first?
A:",diary,pain,0.7
275,"Q: In an alphabetical order, which of the words ""deep"" and ""upset"" comes first?
A:",deep,upset,0.15
276,"Q: In an alphabetical order, which of the words ""jelly"" and ""tree"" comes first?
A:",jelly,tree,0.15
277,"Q: In an alphabetical order, which of the words ""various"" and ""rich"" comes first?
A:",rich,various,0.1
